"TID","RU"
"TID_BONE_THROWER_WEAPON","МИНИГАН"
"TID_BONE_THROWER_WEAPON_DESC","Этот боец просто создан для своего минигана. Он даже может вести огонь на ходу!"
"TID_BONE_THROWER_ULTI","АВТОПЕРЕВЯЗКА"
"TID_BONE_THROWER_ULTI_DESC","В ожесточённой перестрелке получить царапину или серьёзную рану проще простого. Автоперевязка поможет всей команде остаться в строю!"
"TID_BLACK_HOLE","ТАРА"
"TID_BLACK_HOLE_DESC","Три карты таро Тары насквозь пронзают врагов. Её Супер — чёрная дыра, которая затягивает оказавшихся поблизости врагов, нанося им урон!"
"TID_BLACK_HOLE_WEAPON","ТРИ КАРТЫ ТАРО"
"TID_BLACK_HOLE_WEAPON_DESC","Небрежное движение руки, и три карты таро пронзают врагов. Вот это ловкость!"
"TID_BLACK_HOLE_ULTI","ПРИТЯЖЕНИЕ"
"TID_BLACK_HOLE_ULTI_DESC","Тара колдовством создает гравитационный колодец. Попавшие в зону действия враги сталкиваются друг с другом, испытывая мучительную боль."
"TID_TURRET_DAMAGE","Урон турели"
"TID_TURRET_HEALTH","Здоровье турели"
"TID_STAT_DAMAGE_PER_SECOND","Урон в секунду"
"TID_STAT_DAMAGE_PER_SECOND_EACH","Урон в секунду"
"TID_STAT_DAMAGE_PER_STRIKE","Урон от удара"
"TID_ROBOT","ПОМОЩНИК ШЕРИФА АЙРОНС"
"TID_ROBOT_DESC","Создан служить. Призван разрушать."
"TID_ROBOT_WEAPON","РАКЕТНЫЙ СНАЙПЕР"
"TID_ROBOT_WEAPON_DESC","Помощник шерифа Айронс запускает взрывную ракету на невероятно длинную дистанцию с механической точностью."
"TID_ROBOT_ULTI","СДЕРЖИВАНИЕ ТОЛПЫ"
"TID_ROBOT_ULTI_DESC","Когда дело доходит до крайних мер, помощник шерифа Айронс готов обрушить на неуправляемую толпу шквал ракет."
"TID_ARMOR_STAT","Здоровье"
"TID_HEALTH","Здоровье"
"TID_STAT_GRENADE_DAMAGE","Урон от гранаты"
"TID_STAT_MISSILE_DAMAGE","Урон от ракеты"
"TID_STAT_HEALTH","Здоровье"
"TID_STAT_SPEED","Скорость"
"TID_STAT_DAMAGE","Урон"
"TID_STAT_DAMAGE_PER_SHOT","Урон от пули"
"TID_STAT_DAMAGE_PER_SHELL","Урон от выстрела"
"TID_STAT_HAMMER_DAMAGE","Урон каждые 0,2 с."
"TID_BATTLE","ИГРАТЬ"
"TID_QUIT","Выйти"
"TID_MATCHMAKING_QUIT","Выйти"
"TID_MATCHMAKING_HEADING","Поиск игроков"
"TID_MATCHMAKING_TIME_LABEL","Игра начнётся через"
"TID_MATCHMAKING_PLAYERS","Найдено игроков: <x> из <y>"
"TID_BUTTON_CANCEL","Отмена"
"TID_BUTTON_OK","ОК"
"TID_ENTER_NAME_TITLE","Добро пожаловать в Brawl Stars!"
"TID_ENTER_NAME_BODY","Как тебя зовут?"
"TID_TIME_DAYS"," д."
"TID_TIME_HOURS"," ч."
"TID_TIME_MINS"," м."
"TID_TIME_SECS"," с."
"TID_MATCHMAKING_TIME","Время до начала: <TIME>"
"TID_SUPERCELL_ID_TITLE","Supercell ID"
"TID_SUPERCELL_ID_BUTTON_CONNECTED","Подключено"
"TID_SUPERCELL_ID_BUTTON_DISCONNECTED","Подключение"
"TID_SUPERCELL_ID_LOGIN_BUTTON","Вход"
"TID_SUPERCELL_ID_NEW_GAME_BUTTON","Играть без подключения"
"TID_CANNOT_SWITCH_TO_ACCOUNT_WITHOUT_SUPERCELL_ID","Хочешь загрузить другую игру с <number>-м уровнем опыта ? Для этого нужно войти в игру с Supercell ID."
"TID_ERROR_POP_UP_OUT_OF_SYNC_TITLE","Ошибка!"
"TID_ERROR_POP_UP_OUT_OF_SYNC","Клиент и сервер не синхронизированы!"
"TID_ERROR_POP_UP_OUT_OF_SYNC_BUTTON","Перезагрузить игру"
"TID_ERROR_POP_UP_CONNECTION_FAILED_TITLE","Ошибка подключения"
"TID_ERROR_POP_UP_CONNECTION_FAILED","Не удаётся подключиться к серверу. Проверь подключение к Интернету и попробуй снова."
"TID_ERROR_POP_UP_CONNECTION_FAILED_BUTTON","Попробовать снова"
"TID_ERROR_POP_UP_LOGIN_FAILED_TITLE","Войти не удалось"
"TID_ERROR_POP_UP_LOGIN_FAILED","Пожалуйста, попробуй позже."
"TID_ERROR_POP_UP_LOGIN_FAILED_BUTTON","Попробовать снова"
"TID_ERROR_POP_UP_AUTO_DISCONNECTED_TITLE","Тут есть кто-нибудь?"
"TID_ERROR_POP_UP_AUTO_DISCONNECTED","Нажми на кнопку внизу, чтобы перезагрузить игру."
"TID_ERROR_POP_UP_AUTO_DISCONNECTED_BUTTON","Перезагрузить игру"
"TID_ERROR_POP_UP_WRONG_CLIENT_VERSION_TITLE","Доступно обновление!"
"TID_ERROR_POP_UP_WRONG_CLIENT_VERSION","Отличные новости! Доступна новая версия Brawl Stars."
"TID_ERROR_POP_UP_WRONG_CLIENT_VERSION_BUTTON","Обновление"
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_TITLE","Технический перерыв"
"TID_ERROR_POP_UP_SERVER_MAINTENANCE","Прости, на сервере ведутся технические работы. Попробуй, пожалуйста, позже."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_BUTTON","Попробовать снова"
"TID_ERROR_POP_UP_BANNED_TITLE","Тебя заблокировали!"
"TID_ERROR_POP_UP_BANNED","Тебя временно заблокировали"
"TID_ERROR_POP_UP_BANNED_BUTTON","OK"
"TID_ERROR_POP_UP_BANNED_BUTTON_CONTACT_PS","Поддержка"
"TID_ERROR_POP_UP_BANNED_ARTICLE_BUTTON","Подробнее"
"TID_INFO_POP_UP_IAP_NOTE_TITLE","Важное сообщение"
"TID_INFO_POP_UP_IAP_NOTE","Brawl Stars — бесплатная игра, но можно ускорить её прохождение с помощью встроенных покупок (эту возможность можно отключить в настойках устройства). Если ты принимаешь условия пользования и политику конфиденциальности, нажми кнопку «OK»."
"TID_INFO_POP_UP_IAP_NOTE_BUTTON","OK"
"TID_SERVER_ERROR_TITLE","Ошибка сервера <number>"
"TID_SERVER_ERROR","Во время боя пропала связь."
"TID_SERVER_ERROR_BUTTON","OK"
"TID_ERROR_POP_UP_CONNECTION_LOST_TITLE","Подключение прервано"
"TID_ERROR_POP_UP_CONNECTION_LOST","Пожалуйста, попробуй войти снова!"
"TID_ERROR_POP_UP_CONNECTION_LOST_BUTTON","Повторный вход"
"TID_TROPHIES","Трофеи"
"TID_PRACTICE","ТРЕНИРОВКА"
"TID_READY","Готово"
"TID_BATTLE_END_TITLE_VICTORY","ПОБЕДА!"
"TID_BATTLE_END_TITLE_DEFEAT","ПОРАЖЕНИЕ"
"TID_BATTLE_END_TITLE_DRAW","Ничья"
"TID_BATTLE_END_TITLE_COOP_SURVIVAL","Время выживания: <TIME>"
"TID_BATTLE_END_DEATHMATCH_VICTORY","Ты лучше всех!"
"TID_BATTLE_END_DEATHMATCH_DEFEAT","Место: <RANK>"
"TID_BATTLE_END_TVST_DRAW_DESC","Игра закончилась ничьей, потому что обе команды собрали одинаковое количество кристаллов."
"TID_BATTLE_END_TITLE_1VS5_YOU_WIN_IN_TEAM","Мегабоец побеждён за <TIME>"
"TID_BATTLE_END_TITLE_1VS5_YOU_WIN_AS_BOSS","Время выживания: <TIME>"
"TID_BATTLE_END_TITLE_RAID_BOSS_VICTORY","УРОВЕНЬ «<LEVEL>» ПРОЙДЕН!"
"TID_BATTLE_END_TITLE_RAID_BOSS_DEFEAT","ПОРАЖЕНИЕ"
"TID_BATTLE_END_RETURN_HOME","ВЫЙТИ"
"TID_BATTLE_END_NEXT","Далее"
"TID_BATTLE_END_TAP","нажми для продолжения"
"TID_BATTLE_END_NO_PRACTISE_TROPHIES","В ТРЕНИРОВКЕ НЕЛЬЗЯ ВЫИГРАТЬ ТРОФЕИ"
"TID_BATTLE_END_XP_CAPPED","Весь доступный сегодня опыт уже получен"
"TID_BATTLE_END_PLAY_AGAIN","ИГРАТЬ СНОВА"
"TID_BATTLE_END_PLAY_AGAIN_CANCEL","ОТМЕНА"
"TID_BATTLE_END_PLAY_AGAIN_READY_PLAYERS","<WAITING>/<TOTAL>"
"TID_BATTLE_END_PLAY_AGAIN_PLAYERS","<caaaaaa><TOTAL></c>"
"TID_BATTLE_END_PLAY_AGAIN_TIMER","<TIME>"
"TID_BATTLE_END_NEW_MEMBER_TO_GAMEROOM","<NAME> вступает в твою команду"
"TID_BATTLE_END_OVERWHELMING_VICTORY","ЭПИЧЕСКАЯ ПОБЕДА"
"TID_BATTLE_END_OVERWHELMING_VICTORY_LONG","ЭПИЧЕСКАЯ ПОБЕДА"
"TID_RESPAWNING","Возвращение через\n<n1>"
"TID_TEAMS_POPUP_TITLE","КОМАНДЫ"
"TID_TEAMS_POPUP_SUBTITLE_IN_CLAN","Команды клуба и друзей"
"TID_TEAMS_POPUP_SUBTITLE_NOT_IN_CLAN","ВСТУПИ В КЛУБ, ЧТОБЫ УВИДЕТЬ АКТИВНЫЕ ИГРЫ"
"TID_TEAMS_POPUP_SEARCH","ВСТУПИТЬ ПО КОДУ"
"TID_TEAMS_POPUP_CREATE","СОЗДАТЬ КОМАНДУ"
"TID_TEAM_SEARCH_POPUP_TITLE","ВСТУПИТЬ В КОМАНДУ ПО КОДУ"
"TID_TEAM_SEARCH_POPUP_SEARCH","ВСТУПИТЬ"
"TID_TEAM_JOIN_ROOM_CODE","Введи здесь код команды..."
"TID_TEAM_CHANGE_MAP","СМЕНИТЬ"
"TID_TEAM_TYPE_INFO_0","Ранговый"
"TID_TEAM_TYPE_INFO_1","Дружеский"
"TID_TEAM_TYPE_INFO_2","По билетам"
"TID_TEAM_MEMBER_LEFT_0","Ты покидаешь команду."
"TID_TEAM_MEMBER_LEFT_1","Тебя выгнали из команды."
"TID_TEAM_MEMBER_LEFT_2","Команда распущена: время, отведенное для события, истекло."
"TID_TEAM_MEMBER_LEFT_3","Команда распущена, потому что создатель команды её покинул."
"TID_TEAM_MEMBER_LEFT_4","Турнирная игра отменена."
"TID_TEAM_MEMBER_LEFT_5","Время, отведённое для турнирной игры, истекло."
"TID_TEAM_MEMBER_LEFT_6","Турнирная игра закончилась."
"TID_TEAM_GAME_STARTING","Игра начинается"
"TID_TEAM_CODE_COPIED","Код скопирован в буфер обмена"
"TID_TEAM_MEMBER_INVITE_STATUS_1","<c00ff00>ОЖИДАНИЕ ОТВЕТА НА ПРИГЛАШЕНИЕ</c>"
"TID_TEAM_MEMBER_INVITE_STATUS_2","<ccc0000>ОТКЛОНЕНО</c>"
"TID_TEAM_MEMBER_INVITE_STATUS_3","<c0000cc>ПОЛЬЗОВАТЕЛЬ НЕ В СЕТИ</c>"
"TID_TEAM_MEMBER_CANCEL_INVITE_INFO","нажми для отмены"
"TID_TEAM_ERROR_1","Ошибка сервера команды"
"TID_TEAM_ERROR_2","Нельзя вступить, команда уже набрана."
"TID_TEAM_ERROR_3","Нельзя вступить. Команда уже распущена."
"TID_TEAM_ERROR_5","Недействительный код команды. Убедись, что он правильный."
"TID_TEAM_ERROR_6","Не удалость найти команду по такому коду."
"TID_TEAM_ERROR_7","Нельзя вступить в команду, из которой тебя выгнали."
"TID_TEAM_ERROR_8","Проверь настройки. В каждой команде не может быть более трёх игроков."
"TID_TEAM_ERROR_10","Нельзя создать команду. Ты уже в команде."
"TID_TEAM_ERROR_11","Нельзя создать команду. Время, отведённое для события, истекло."
"TID_TEAM_ERROR_12","Нельзя вступить в команду, которой уже нет."
"TID_TEAM_ERROR_14","Нельзя создать команду. Командная игра во время этого события невозможна."
"TID_TEAM_ERROR_15","Нельзя вступить в команду. Эта команда не в твоём регионе."
"TID_TEAM_ERROR_17","Невозможно начать игру. Использование одинаковых бойцов не допускается."
"TID_TEAM_ERROR_18","Невозможно начать игру. Скоро начнётся техобслуживание."
"TID_TEAM_ERROR_19","Нельзя выгнать создателя команды, пока он в сети."
"TID_TEAM_ERROR_20","Нельзя сменить карту. Слишком много игроков для этой карты."
"TID_TEAM_ERROR_21","Невозможно начать игру. Не хватает билетов."
"TID_TEAM_ERROR_22","Нельзя сменить карту. Слишком много игроков."
"TID_TEAM_ERROR_24","Пригласить не удалось. Друзья не найдены."
"TID_TEAM_ERROR_25","Пригласить не удалось. Команда уже набрана."
"TID_TEAM_ERROR_26","Приглашение отклонено"
"TID_TEAM_ERROR_27","Пригласить не удалось. Игрок сейчас не принимает приглашения в команду."
"TID_TEAM_ERROR_28","Пригласить не удалось. Игрок вышел из сети."
"TID_TEAM_ERROR_29","Пригласить не удалось. Игрок уже в команде."
"TID_TEAM_ERROR_30","Невозможно начать игру, ответ на приглашение ещё не получен."
"TID_TEAM_ERROR_31","Невозможно сменить событие, пока не получен ответ на приглашение."
"TID_TEAM_ERROR_32","В команде слишком много участников для этого игрового режима."
"TID_TEAM_ERROR_33","Этот игровой режим не поддерживает командную игру."
"TID_TEAM_ERROR_34","Тебе уже удалось победить последнего босса."
"TID_TEAM_ERROR_40","Запрос на вступление в команду уже ожидает рассмотрения."
"TID_TEAM_ERROR_41","Запрос на вступление в команду был отклонён."
"TID_TEAM_ERROR_42","Запрос на вступление в команду не удался. Команда не найдена."
"TID_TEAM_ERROR_43","Получатель запроса на вступление уже не в команде."
"TID_TEAM_ERROR_44","Получатель запроса на вступление в команду вышел из сети."
"TID_TEAM_ERROR_45","Запрос на вступление в команду не удался. Команда уже набрана."
