"TID","NL"
"TID_BONE_THROWER_WEAPON_DESC","De minischutter hanteert dit enorme machinegeweer alsof het een klappertjespistool is. Hij kan er zelfs mee lopen terwijl het automatisch vuurt."
"TID_BONE_THROWER_ULTI","PLEISTERDISPENSER"
"TID_BONE_THROWER_ULTI_DESC","Soms loop je schrammen of vleeswonden op in een vuurgevecht. De pleisterdispenser houdt je hele team in vorm."
"TID_BLACK_HOLE","TARA"
"TID_BLACK_HOLE_DESC","Tara's driedubbele tarotkaartenaanval doorboort haar vijanden. Met haar superaanval creëert ze een zwart gat dat vijanden naar het midden trekt waardoor ze schade oplopen!"
"TID_BLACK_HOLE_WEAPON","DRIEDUBBELE TAROT"
"TID_BLACK_HOLE_WEAPON_DESC","Tara gooit vliegensvlug drie tarotkaarten die vijanden doorboren. Knap trucje!"
"TID_BLACK_HOLE_ULTI","ZWAARTEKRACHT"
"TID_BLACK_HOLE_ULTI_DESC","Tara speelt spelletjes met de zwaartekracht. Vijanden in het hele gebied worden naar binnen gezogen en botsen hard tegen elkaar aan. Auw!"
"TID_TURRET_DAMAGE","Geschutschade"
"TID_TURRET_HEALTH","Geschutgezondheid"
"TID_STAT_DAMAGE_PER_SECOND","Schade per seconde"
"TID_STAT_DAMAGE_PER_SECOND_EACH","Schade per seconde"
"TID_STAT_DAMAGE_PER_STRIKE","Schade per klap"
"TID_ROBOT","DEPUTY IRONS"
"TID_ROBOT_DESC","Hier om te dienen en te vernietigen."
"TID_ROBOT_WEAPON","RAKETSCHERPSCHUTTER"
"TID_ROBOT_WEAPON_DESC","Deputy Irons vuurt met mechanische precisie en vanaf een enorme afstand een exploderende raket af."
"TID_ROBOT_ULTI","CROWD CONTROL"
"TID_ROBOT_ULTI_DESC","Als er extreme maatregelen moeten worden genomen, dan laat Deputy Irons het raketten regenen op de koppige menigte."
"TID_ARMOR_STAT","Gezondheid"
"TID_HEALTH","Gezondheid"
"TID_STAT_GRENADE_DAMAGE","Schade per granaat"
"TID_STAT_MISSILE_DAMAGE","Schade per raket"
"TID_STAT_HEALTH","Levenspunten"
"TID_STAT_SPEED","Snelheid"
"TID_STAT_DAMAGE","Schade"
"TID_STAT_DAMAGE_PER_SHOT","Schade per kogel"
"TID_STAT_DAMAGE_PER_SHELL","Schade per huls"
"TID_STAT_HAMMER_DAMAGE","Schade per 0,2 sec"
"TID_BATTLE","SPELEN"
"TID_QUIT","Sluiten"
"TID_MATCHMAKING_QUIT","Sluiten"
"TID_MATCHMAKING_HEADING","Zoeken naar spelers"
"TID_MATCHMAKING_TIME_LABEL","Spel begint over:"
"TID_MATCHMAKING_PLAYERS","Gevonden spelers: <x>/<y>"
"TID_BUTTON_CANCEL","Annuleren"
"TID_BUTTON_OK","OK"
"TID_ENTER_NAME_TITLE","Welkom bij Brawl Stars!"
"TID_ENTER_NAME_BODY","Hoe heet je?"
"TID_TIME_DAYS","d"
"TID_TIME_HOURS","u"
"TID_TIME_MINS","m"
"TID_TIME_SECS","s"
"TID_MATCHMAKING_TIME","Begint over: <TIME>"
"TID_SUPERCELL_ID_TITLE","Supercell ID"
"TID_SUPERCELL_ID_BUTTON_CONNECTED","Verbonden"
"TID_SUPERCELL_ID_BUTTON_DISCONNECTED","Verbinding maken"
"TID_SUPERCELL_ID_LOGIN_BUTTON","Aanmelden"
"TID_SUPERCELL_ID_NEW_GAME_BUTTON","Spelen zonder"
"TID_CANNOT_SWITCH_TO_ACCOUNT_WITHOUT_SUPERCELL_ID","Wil je een andere voortgang laden met XP-level <number>? Je kunt deze laden door je aan te melden met je Supercell ID."
"TID_ERROR_POP_UP_OUT_OF_SYNC_TITLE","Fout!"
"TID_ERROR_POP_UP_OUT_OF_SYNC","De client en de server zijn niet gesynchroniseerd."
"TID_ERROR_POP_UP_OUT_OF_SYNC_BUTTON","Spel opnieuw laden"
"TID_ERROR_POP_UP_CONNECTION_FAILED_TITLE","Verbindingsfout"
"TID_ERROR_POP_UP_CONNECTION_FAILED","Verbinding maken met server mislukt. Controleer je internetverbinding en probeer het opnieuw."
"TID_ERROR_POP_UP_CONNECTION_FAILED_BUTTON","Opnieuw proberen"
"TID_ERROR_POP_UP_LOGIN_FAILED_TITLE","Aanmelden mislukt"
"TID_ERROR_POP_UP_LOGIN_FAILED","Probeer het later opnieuw."
"TID_ERROR_POP_UP_LOGIN_FAILED_BUTTON","Opnieuw proberen"
"TID_ERROR_POP_UP_AUTO_DISCONNECTED_TITLE","Is daar iemand?"
"TID_ERROR_POP_UP_AUTO_DISCONNECTED","Klik op de onderstaande knop om het spel opnieuw te laden."
"TID_ERROR_POP_UP_AUTO_DISCONNECTED_BUTTON","Spel opnieuw laden"
"TID_ERROR_POP_UP_WRONG_CLIENT_VERSION_TITLE","Er is een update beschikbaar!"
"TID_ERROR_POP_UP_WRONG_CLIENT_VERSION","Goed nieuws! Er is een nieuwe versie van Brawl Stars beschikbaar."
"TID_ERROR_POP_UP_WRONG_CLIENT_VERSION_BUTTON","Updaten"
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_TITLE","Onderbreking wegens onderhoud"
"TID_ERROR_POP_UP_SERVER_MAINTENANCE","Sorry, we zijn bezig met onderhoud aan de servers. Probeer het later opnieuw."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_BUTTON","Opnieuw proberen"
"TID_ERROR_POP_UP_BANNED_TITLE","Je account is geblokkeerd."
"TID_ERROR_POP_UP_BANNED","Je account is tijdelijk geblokkeerd."
"TID_ERROR_POP_UP_BANNED_BUTTON","OK"
"TID_ERROR_POP_UP_BANNED_BUTTON_CONTACT_PS","Contact opnemen met ondersteuning"
"TID_ERROR_POP_UP_BANNED_ARTICLE_BUTTON","Meer info"
"TID_INFO_POP_UP_IAP_NOTE_TITLE","Belangrijk bericht"
"TID_INFO_POP_UP_IAP_NOTE","Brawl Stars kan gratis worden gespeeld, maar je kunt je voortgang versnellen met in-app aankopen. Je kunt deze optie uitschakelen via de instellingen van je apparaat. Tik op OK om akkoord te gaan met onze Algemene voorwaarden en ons Privacybeleid."
"TID_INFO_POP_UP_IAP_NOTE_BUTTON","OK"
"TID_SERVER_ERROR_TITLE","Serverfout <number>"
"TID_SERVER_ERROR","De verbinding werd verbroken tijdens het gevecht."
"TID_SERVER_ERROR_BUTTON","OK"
"TID_ERROR_POP_UP_CONNECTION_LOST_TITLE","Verbinding verbroken"
"TID_ERROR_POP_UP_CONNECTION_LOST","Probeer je opnieuw aan te melden."
"TID_ERROR_POP_UP_CONNECTION_LOST_BUTTON","Opnieuw aanmelden"
"TID_TROPHIES","Trofeeën"
"TID_PRACTICE","TRAINING"
"TID_READY","Klaar"
"TID_BATTLE_END_TITLE_VICTORY","GEWONNEN!"
"TID_BATTLE_END_TITLE_DEFEAT","VERLOREN"
"TID_BATTLE_END_TITLE_DRAW","Gelijkspel"
"TID_BATTLE_END_TITLE_COOP_SURVIVAL","Overleefd gedurende <TIME>"
"TID_BATTLE_END_DEATHMATCH_VICTORY","Je bent 1e!"
"TID_BATTLE_END_DEATHMATCH_DEFEAT","Positie: <RANK>"
"TID_BATTLE_END_TVST_DRAW_DESC","Het spel is geëindigd in een gelijkspel omdat beide teams hetzelfde aantal edelstenen hebben verzameld."
"TID_BATTLE_END_TITLE_1VS5_YOU_WIN_IN_TEAM","Megaknokker verslagen in <TIME>."
"TID_BATTLE_END_TITLE_1VS5_YOU_WIN_AS_BOSS","Overleefd gedurende <TIME>"
"TID_BATTLE_END_TITLE_RAID_BOSS_VICTORY","UITDAGING: <LEVEL> VOLTOOID!"
"TID_BATTLE_END_TITLE_RAID_BOSS_DEFEAT","VERLOREN"
"TID_BATTLE_END_RETURN_HOME","SLUITEN"
"TID_BATTLE_END_NEXT","Volgende"
"TID_BATTLE_END_TAP","tik om verder te gaan"
"TID_BATTLE_END_NO_PRACTISE_TROPHIES","GEEN TROFEEËN NA TRAINING"
"TID_BATTLE_END_XP_CAPPED","Je hebt de dagelijkse ervaringslimiet bereikt."
"TID_BATTLE_END_PLAY_AGAIN","OPNIEUW SPELEN"
"TID_BATTLE_END_PLAY_AGAIN_CANCEL","ANNULEREN"
"TID_BATTLE_END_PLAY_AGAIN_READY_PLAYERS","<WAITING>/<TOTAL>"
"TID_BATTLE_END_PLAY_AGAIN_PLAYERS","<caaaaaa><TOTAL></c>"
"TID_BATTLE_END_PLAY_AGAIN_TIMER","<TIME>"
"TID_BATTLE_END_NEW_MEMBER_TO_GAMEROOM","<NAME> heeft zich bij je team aangesloten."
"TID_BATTLE_END_OVERWHELMING_VICTORY","EPISCHE OVERWINNING"
"TID_BATTLE_END_OVERWHELMING_VICTORY_LONG","EPISCHE OVERWINNING"
"TID_RESPAWNING","Terug over:\n<n1>"
"TID_TEAMS_POPUP_TITLE","TEAMS"
"TID_TEAMS_POPUP_SUBTITLE_IN_CLAN","Club- & vriendenteams"
"TID_TEAMS_POPUP_SUBTITLE_NOT_IN_CLAN","WORD LID VAN EEN CLUB OM HIER ACTIEVE GEVECHTEN TE ZIEN"
"TID_TEAMS_POPUP_SEARCH","MEEDOEN MET CODE"
"TID_TEAMS_POPUP_CREATE","TEAM SAMENSTELLEN"
"TID_TEAM_SEARCH_POPUP_TITLE","BIJ TEAM AANSLUITEN MET CODE"
"TID_TEAM_SEARCH_POPUP_SEARCH","MEEDOEN"
"TID_TEAM_JOIN_ROOM_CODE","Voer de teamcode in..."
"TID_TEAM_CHANGE_MAP","WIJZIGEN"
"TID_TEAM_TYPE_INFO_0","Klassement"
"TID_TEAM_TYPE_INFO_1","Vriendschappelijk"
"TID_TEAM_TYPE_INFO_2","Met tickets"
"TID_TEAM_MEMBER_LEFT_0","Je hebt het team verlaten."
"TID_TEAM_MEMBER_LEFT_1","Je bent uit het team gezet."
"TID_TEAM_MEMBER_LEFT_2","Het team is opgeheven omdat het evenement is verlopen."
"TID_TEAM_MEMBER_LEFT_3","Het team is opgeheven omdat de teamsamensteller het team heeft verlaten."
"TID_TEAM_MEMBER_LEFT_4","Toernooispel geannuleerd"
"TID_TEAM_MEMBER_LEFT_5","Toernooispel verlopen"
"TID_TEAM_MEMBER_LEFT_6","Toernooispel afgelopen"
"TID_TEAM_GAME_STARTING","Gevecht begint"
"TID_TEAM_CODE_COPIED","Code gekopieerd naar het klembord"
"TID_TEAM_MEMBER_INVITE_STATUS_1","<c00ff00>UITNODIGING IN BEHANDELING</c>"
"TID_TEAM_MEMBER_INVITE_STATUS_2","<ccc0000>AFGEWEZEN</c>"
"TID_TEAM_MEMBER_INVITE_STATUS_3","<c0000cc>DOEL OFFLINE</c>"
"TID_TEAM_MEMBER_CANCEL_INVITE_INFO","tik om te annuleren"
"TID_TEAM_ERROR_1","Teamserverfout"
"TID_TEAM_ERROR_2","Je kunt je niet bij dit team aansluiten. Het team zit vol."
"TID_TEAM_ERROR_3","Je kunt je niet bij dit team aansluiten. Het team is al opgeheven."
"TID_TEAM_ERROR_5","Ongeldige teamcode. Controleer of de code correct is."
"TID_TEAM_ERROR_6","Kan geen team met deze code vinden."
"TID_TEAM_ERROR_7","Je kunt je niet bij een team aansluiten nadat je eruit bent gezet."
"TID_TEAM_ERROR_8","Controleer de instellingen van je kant. Geen van beide kanten kan meer dan 3 spelers hebben."
"TID_TEAM_ERROR_10","Je kunt geen team samenstellen. Je zit al in een team."
"TID_TEAM_ERROR_11","Je kunt geen team samenstellen. Het evenement is afgelopen."
"TID_TEAM_ERROR_12","Je kunt je niet bij een opgeheven team aansluiten."
"TID_TEAM_ERROR_14","Je kunt geen team samenstellen. Dit evenement ondersteunt geen teamspel."
"TID_TEAM_ERROR_15","Je kunt je niet bij dit team aansluiten. Het team is niet in je regio."
"TID_TEAM_ERROR_17","Kan gevecht niet beginnen. Dezelfde knokkers zijn niet toegestaan."
"TID_TEAM_ERROR_18","Kan gevecht niet beginnen. Game wordt onderbroken voor onderhoud."
"TID_TEAM_ERROR_19","Je kunt de teamsamensteller niet uit het team zetten terwijl hij/zij online is."
"TID_TEAM_ERROR_20","Kan kaart niet wijzigen. Te veel spelers voor deze kaart."
"TID_TEAM_ERROR_21","Kan gevecht niet beginnen. Niet genoeg tickets."
"TID_TEAM_ERROR_22","Kan kaart niet wijzigen. Te veel spelers."
"TID_TEAM_ERROR_24","Uitnodigen mislukt. Vriend niet gevonden."
"TID_TEAM_ERROR_25","Uitnodigen mislukt. Het team zit vol."
"TID_TEAM_ERROR_26","Uitnodiging afgewezen"
"TID_TEAM_ERROR_27","Uitnodigen mislukt. De speler accepteert op dit moment geen teamuitnodigingen."
"TID_TEAM_ERROR_28","Uitnodigen mislukt. Speler is offline."
"TID_TEAM_ERROR_29","Uitnodigen mislukt. Speler zit al in een team."
"TID_TEAM_ERROR_30","Kan gevecht niet beginnen omdat er een uitnodiging in behandeling is."
"TID_TEAM_ERROR_31","Kan evenement niet wijzigen terwijl er een uitnodiging in behandeling is."
"TID_TEAM_ERROR_32","Er zitten te veel spelers in het team voor deze spelmodus."
"TID_TEAM_ERROR_33","Deze spelmodus ondersteunt geen teamspel."
"TID_TEAM_ERROR_34","Je hebt de laatste baas al verslagen."
"TID_TEAM_ERROR_40","Teamdeelnameverzoek wordt al behandeld."
"TID_TEAM_ERROR_41","Teamdeelnameverzoek is afgewezen."
"TID_TEAM_ERROR_42","Teamdeelnameverzoek mislukt. Het team kan niet worden gevonden."
"TID_TEAM_ERROR_43","Ontvanger van teamdeelnameverzoek zit niet meer in een team."
"TID_TEAM_ERROR_44","Ontvanger van teamdeelnameverzoek is offline gegaan."
"TID_TEAM_ERROR_45","Teamdeelnameverzoek mislukt. Team is vol."
"TID_TEAM_ERROR_46","Ontvanger van teamdeelnameverzoek heeft je uitgesloten."
"TID_TEAM_ERROR_47","Deelnameverzoek mislukt. Alleen de samensteller van een vriendschappelijk gevecht kan deelnameverzoeken accepteren."
"TID_TEAM_ERROR_48","Ontvanger van teamdeelnameverzoek heeft alle uitnodigingen uitgesloten."
"TID_TEAM_ERROR_60","Kan dit evenement niet voorstellen. Te veel spelers."
"TID_TEAM_ERROR_61","Kan geen wijziging van het evenement voorstellen terwijl er een uitnodiging in behandeling is."
"TID_TEAM_ERROR_62","Kan dit evenement niet voorstellen. Vak is niet beschikbaar voor de teamsamensteller."
"TID_TEAM_ERROR_102","Je kunt geen team samenstellen. Je hebt al een deelnameverzoek in behandeling."
"TID_TEAM_ERROR_120","Kan gevecht niet beginnen. Je kunt alleen spelen op de kaart van je huidige uitdagingslevel."
"TID_TEAM_ERROR_121","Kan gevecht niet beginnen. Geen pogingen meer over."
"TID_SELECT_LOCATION_TITLE","KAART KIEZEN"
"TID_SELECT_LOCATION_LOCATIONS","VRIENDSCHAPPELIJK"
"TID_SELECT_LOCATION_EVENTS","KLASSEMENT"
"TID_TEAM_SEARCH_INVALID_CODE","Ongeldige teamcode. Controleer of de code correct is."
"TID_TEAM_LEAVE","VERLATEN"
"TID_TEAM_JOIN","AANSLUITEN BIJ TEAM"
"TID_TEAM_READY_BUTTON_LABEL","IK BEN KLAAR"
"TID_TEAM_CANCEL_READY","Annuleren"
"TID_TEAM_QUIT","SLUITEN"
"TID_TEAM_TEAMCODE","Teamcode"
"TID_TEAM_TEAMCODE_DESC","Je vrienden kunnen zich met deze code bij je team aansluiten."
"TID_TEAM_WAITING_FOR_PLAYER","Uitnodiging met teamcode"
"TID_TEAM_NO_MEMBER","BOT"
"TID_TEAM_NO_MEMBER_INVITE","UITNODIGEN"
"TID_TEAMCREATE_EVENT","Kaart"
"TID_TEAM_KICK","Eruit zetten"
"TID_TEAM_PROFILE","Profiel"
"TID_TEAM_SWAP","Van kant wisselen"
"TID_TEAM_SWAP_HERE","Wisselen"
"TID_TEAM_CREATOR_ONLY_FEATURE","Alleen beschikbaar voor teamsamensteller"
"TID_TEAM_CREATOR_ONLY_FEATURE_MODES","Alleen de teamsamensteller kan evenementen veranderen"
"TID_TEAM_PROFILE_BLOCKED","Niet zichtbaar als je klaar bent"
"TID_TEAM_FEATURE_BLOCKED_WHILE_READY","Niet beschikbaar als je klaar bent"
"TID_TEAM_PRACTISE_BUTTON_LABEL","TRAINEN"
"TID_TEAM_PRACTISE_BUTTON_SUBLABEL","met bots"
"TID_TEAM_LOOT_UNLOCKS","BELONINGEN"
"TID_BONUS_REWARD","Bonusbeloning voor 3 overwinningen:"
"TID_BONUS_REWARD_COLLECTED","Bonusbeloning opgehaald"
"TID_INFO_SERVER_ERROR_TITLE","Serverfout"
"TID_INFO_SERVER_ERROR_BUTTON","Spel opnieuw laden"
"TID_RARITY_NAME_0","Trofeeënpadbeloning"
"TID_RARITY_NAME_1","Zeldzaam"
"TID_RARITY_NAME_2","Superzeldzaam"
"TID_RARITY_NAME_3","Episch"
"TID_RARITY_NAME_4","Mythisch"
"TID_RARITY_NAME_5","Legendarisch"
"TID_RARITY_COLOR_0","B9EAFF"
"TID_RARITY_COLOR_1","68FD58"
"TID_RARITY_COLOR_2","5AB3FF"
"TID_RARITY_COLOR_3","D850FF"
"TID_RARITY_COLOR_4","FE5E72"
"TID_RARITY_COLOR_5","FFF11E"
"TID_HERO_SCREEN_DIM_COLOR","164382"
"TID_RANK_UP_POPUP_TITLE","RANG OMHOOG"
"TID_RANK_UP_POPUP_REWARD_BONUS","HOGERE-RANGBONUS"
"TID_RANK_UP_POPUP_RANK","RANG <RANK>"
"TID_NAME_FAILED_TOO_SHORT","Naam te kort"
"TID_NAME_FAILED_PROFANITIES","Naam niet geaccepteerd"
"TID_NAME_FAILED","Naam niet geaccepteerd"
"TID_EVENT_STARTED","Nieuwe <GAMEMODE>-kaart open! Nieuwe beloningen beschikbaar!"
"TID_SELECT_HERO_INFO_1","<cFF8000>Spelers tegen spelers</c>"
"TID_SELECT_HERO_INFO_2","<c2288ff>Spelers tegen bots</c>"
"TID_SELECT_HERO_INFO_3","<c40E0D0>Speel solo met bots</c>"
"TID_SELECT_HERO_INFO_1_6","<cFF8000>Spelers tegen spelers</c>"
"TID_SELECT_HERO_INFO_3_6","<c40E0D0>Speel solo met bots</c>"
"TID_SELECT_HERO_INFO_FRIENDLY","<c40E0D0>Alle knokkers zijn helemaal geüpgraded in vriendschappelijke gevechten.</c>"
"TID_SELECT_HERO_INFO_RANK_REWARD","Om krachtpunten te ontvangen"
"TID_SELECT_HERO_POW_INFO_TITLE","KRACHTPUNTENBELONING"
"TID_SELECT_HERO_POW_INFO_PURCHASE_TITLE","KRACHTPUNTEN KOPEN"
"TID_SELECT_HERO_POW_INFO_BODY","KIES EEN KNOKKER OM\nKRACHTPUNTEN TE ONTVANGEN"
"TID_SELECT_HERO_WILD_CARD_POWER_NOT_ASSIGNABLE","Deze knokker heeft al het maximum aantal krachtpunten."
"TID_WILDCARD_POWER_PURCHASE_CONFIRM_TITLE","AANKOOP BEVESTIGEN"
"TID_WILDCARD_POWER_PURCHASE_CONFIRM_INFO","Krachtpunten gaan naar <HERO>."
"TID_WILDCARD_POWER_RANKUP_REWARD_CONFIRM_TITLE","BELONING BEVESTIGEN"
"TID_WILDCARD_POWER_RANKUP_REWARD_CONFIRM_INFO","Krachtpunten gaan naar <HERO>"
"TID_NAVI_1","Winkel"
"TID_NAVI_2","Nieuws"
"TID_NAVI_3","Gevecht"
"TID_NAVI_4","Knokkers"
"TID_NAVI_5","Club"
"TID_NAVI_6","Profiel"
"TID_NAVI_7","Vrienden"
"TID_LEADERBOARD_TITLE","KLASSEMENTEN"
"TID_LEADERBOARD_TAB_TOTAL","TROFEEËN-\nTOTAAL"
"TID_LEADERBOARD_TAB_HEROES","KNOKKERS"
"TID_LEADERBOARD_TAB_CLANS","CLUBS"
"TID_LEADERBOARD_TAB_FRIENDS","VRIENDEN"
"TID_LEADERBOARD_SUBTITLE_1","BESTE SPELERS"
"TID_LEADERBOARD_SUBTITLE_2","BESTE CLUBS"
"TID_LEADERBOARD_SUBTITLE_0","BESTE <HERO>-SPELERS"
"TID_BATTLE_MAIN_NEXT_REWARD","Volgende beloning: <VALUE>/<MAX>"
"TID_BATTLE_MAIN_NEXT_PLANET","Nieuwe kaart over: <TIME>"
"TID_BATTLE_MAIN_COLLECTED_COINS","<VALUE> verzameld"
"TID_GATCHA_ERROR_NOT_ENOUGH_GOLD","Verzamel 100 tokens om een knokdoos te krijgen."
"TID_GATCHA_INFO","<c0000ff>Knokdozen</c>\n\nOpen knokdozen om knokkers, krachtpunten, munten of tokenverdubbelaars te vinden."
"TID_HERO_INFO_ABILITY_COLOR_1","12b400"
"TID_HERO_INFO_ABILITY_COLOR_2","df1800"
"TID_HERO_INFO_ABILITY_COLOR_3","005bd6"
"TID_HERO_INFO_ARMOR","GEZONDHEID"
"TID_HERO_INFO_ABILITY","AANVAL: <NAME>"
"TID_HERO_INFO_ULTI","SUPER: <NAME>"
"TID_HERO_INFO_ARMOR_LABEL","GEZONDHEID"
"TID_HERO_INFO_ABILITY_LABEL","AANVAL"
"TID_HERO_INFO_ULTI_LABEL","SUPER"
"TID_HERO_INFO_BACK","TERUG"
"TID_HERO_INFO_UPGRADE","UPGRADE"
"TID_HERO_INFO_ABILITY_LEVEL","LVL <LEVEL>/<MAXLEVEL>"
"TID_HERO_INFO_CRAFT_HERO","Knokker kopen"
"TID_HERO_INFO_RARITY","<c<COLOR>><NAME></c>"
"TID_HERO_INFO_ITEM_RARITY","<c<COLOR>><NAME></c>"
"TID_HERO_INFO_POWER_BAR_TOOL_TIP","Verzamel krachtpunten via knokdozen en winkelaanbiedingen om de volgende upgrade te ontgrendelen."
"TID_HERO_INFO_STAR_POWER_CAN_DROP","Je kunt deze sterrenkracht nu in knokdozen vinden."
"TID_HERO_INFO_STAR_POWER_BLOCKED","Upgrade <HERONAME> met een selecteerbare sterrenkracht! Je vindt ze in knokdozen na het bereiken van KRACHTLEVEL <LEVEL>."
"TID_HERO_INFO_ACCESSORIES_CAN_DROP","Je kunt deze gadget nu in knokdozen vinden."
"TID_HERO_INFO_ACCESSORIES_BLOCKED","Upgrade <HERONAME> met een speciale gadget! Je vindt deze in knokdozen na het bereiken van KRACHTLEVEL <LEVEL>."
"TID_HERO_INFO_STAR_POWER_LABEL","STERRENKRACHT: <NAME>"
"TID_HERO_INFO_ACCESSORIES_LABEL","GADGET: <NAME>"
"TID_HERO_INFO_ABILITY_DESC","<c<COLOR>><CAPTION></c>\n<BODY>"
"TID_MATCHMAKE_FAILED_5","Koppeling mislukt: evenement is verlopen."
"TID_MATCHMAKE_FAILED_7","Koppelen mislukt: verbinding van teamlid werd verbroken."
"TID_MATCHMAKE_FAILED_9","Koppeling mislukt: onderhoud begint."
"TID_MATCHMAKE_FAILED_11","Koppeling mislukt: teamlid heeft koppelprocedure verlaten."
"TID_MATCHMAKE_FAILED_12","Koppeling mislukt: je hebt de laatste baas al verslagen."
"TID_MATCHMAKE_FAILED_14","KRACHTSPEL kan alleen worden gespeeld met knokkers met een sterrenkracht."
"TID_MATCHMAKE_FAILED_15","Je kunt vandaag geen KRACHTSPELLEN meer spelen."
"TID_SUDDEN_DEATH_TIMER","<n1>"
"TID_OWN_TEAM_WINNING","Het blauwe team wint over:"
"TID_ENEMY_TEAM_WINNING","Het rode team wint over:"
"TID_OWN_TEAM","Blauw team"
"TID_ENEMY_TEAM","Rood team"
"TID_COUNTDOWN","AFTELLEN"
"TID_HERO_LIST_UNLOCKED","<COUNT>/<TOTAL>"
"TID_HERO_LIST_LABEL","KNOKKERS"
"TID_HERO_LIST_DO_GATCHA","Knokdoos openen"
"TID_HERO_TIME_UNTIL_RELEASE","Beschikbaar over <TIME>"
"TID_HERO_LIST_COMING_UP","Bekijk de details nadat de knokker beschikbaar is."
"TID_SKIN_INFO_TIME_UNTIL_RELEASE","Beschikbaar over <TIME>"
"TID_SKIN_INFO_","Supercell ID-beloningsskin"
"TID_SKIN_INFO_1","Brawl Stars-pioniersskin!\n\nVoor accounts die voor 2019 zijn aangemaakt."
"TID_SKIN_INFO_2","Verdien deze skin door je in het instellingenscherm aan te melden met je Supercell ID."
"TID_SKIN_INFO_3_TEASER","Binnenkort verkrijgbaar"
"TID_SKIN_INFO_3_AVAILABLE","\nTijdelijk beschikbaar voor aankoop."
"TID_SKIN_INFO_3_NOT_AVAILABLE","\nKan op dit moment niet worden gekocht."
"TID_SKIN_INFO_3_HERO_NEEDED","\nOntgrendel eerst de knokker om deze skin te kopen."
"TID_SKIN_INFO_CAMPAIGN_1_AVAILABLE","Vier de knokfeestdagen met deze feestelijke skin!"
"TID_SKIN_INFO_CAMPAIGN_1_NOT_AVAILABLE","Knokfeestdagen-skin"
"TID_SKIN_INFO_CAMPAIGN_3_AVAILABLE","Vier Brawl-o-ween met deze feestelijke skin!"
"TID_SKIN_INFO_CAMPAIGN_3_NOT_AVAILABLE","Brawl-o-ween-skin"
"TID_SKIN_INFO_LEGENDARY","Sterskin"
"TID_LEGENDARY_TROPHIES","sterpunten"
"TID_SKIN_REWARD_TITLE_1","SKINBELONING"
"TID_SKIN_REWARD_INFO_1","Je hebt een nieuwe skin ontgrendeld! Bedankt dat je Brawl Stars hebt gespeeld in 2018."
"TID_SKIN_REWARD_TITLE_2","SKINBELONING"
"TID_SKIN_REWARD_INFO_2","Je hebt een nieuwe skin ontgrendeld als beloning voor het verbinden van je spel met Supercell ID."
"TID_SKIN_REWARD_OK","OPHALEN"
"TID_HERO_REWARD_TITLE_1","BERICHT VAN DE ONDERSTEUNING"
"TID_HERO_REWARD_INFO_1","De Brawl Stars-ondersteuning heeft een nieuwe knokker aan je gedoneerd."
"TID_SKIN_REWARD_TITLE_0","BERICHT VAN DE ONDERSTEUNING"
"TID_SKIN_REWARD_INFO_0","De Brawl Stars-ondersteuning heeft een nieuwe skin aan je gedoneerd."
"TID_SKIN_REWARD_TITLE_3","BERICHT VAN DE ONDERSTEUNING"
"TID_SKIN_REWARD_INFO_3","De Brawl Stars-ondersteuning heeft een nieuwe skin aan je gedoneerd."
"TID_REWARD_TITLE","BERICHT VAN DE ONDERSTEUNING"
"TID_REWARD_INFO","Er staat een donatie van de Brawl Stars-ondersteuning voor je klaar."
"TID_REWARD_INFO_RESOURCE_FIRSTWINS","<AMOUNT> stertokens opgehaald"
"TID_REWARD_INFO_RESOURCE_GOLD","<AMOUNT> tokens opgehaald"
"TID_REWARD_INFO_RESOURCE_LEGENDARYTROPHIES","<AMOUNT> sterpunten opgehaald"
"TID_REWARD_OK","OPHALEN"
"TID_HERO_REWARD_OK","OPHALEN"
"TID_RANK_POPUP_TITLE","TROFEEËNPAD"
"TID_RANK_POPUP_NEXT_GOAL","VOLGEND DOEL"
"TID_RANK_POPUP_COLLECT","VERZAMELEN"
"TID_RANK_POPUP_SEASON_END_REWARD","Seizoensbeloning"
"TID_RANK_POPUP_SEASON_END_REWARD_OWN","<cffff00>JE SEIZOENSBELONING</c>"
"TID_RANK_POPUP_TOTAL_INFO","Verdien meer trofeeën in totaal om beloningen te ontgrendelen en nieuwe divisies te bereiken!\nJe trofeeëntotaal geeft alle trofeeën van je individuele knokkers weer."
"TID_RANK_POPUP_SEASON_END_TITLE","SEIZOEN EINDIGT OVER"
"TID_RANK_POPUP_SEASON_END_INFO","Als het seizoen eindigt, verliezen knokkers een aantal van hun trofeeën wanneer ze <DECAYSTART> of meer trofeeën hebben. De verloren trofeeën worden omgezet in sterpunten, die je kunt gebruiken in de winkel."
"TID_RANK_POPUP_HILITE_CAPTION_3","ONTGRENDEL: <HERO>"
"TID_RANK_POPUP_HILITE_CAPTION_4","ONTGRENDEL: <SKIN>"
"TID_RANK_POPUP_HILITE_CAPTION_13","NIEUW EVENEMENT: <NAME>"
"TID_RANK_POPUP_HILITE_CAPTION_10","MEGADOOS"
"TID_RANK_POPUP_HILITE_CAPTION_SLOT_4","TEAMEVENEMENTEN"
