"TID","PT"
"TID_STAT_DAMAGE_PER_STRIKE","Dano por soco"
"TID_ROBOT","BALAS PERDIDAS"
"TID_ROBOT_DESC","Feito para defender. Usado para destruir."
"TID_ROBOT_WEAPON","TOCAIA DE FOGUETE"
"TID_ROBOT_WEAPON_DESC","O Balas Perdidas atira um foguete explosivo de grande alcance e precisão mecânica."
"TID_ROBOT_ULTI","PODER DE DISPERSÃO"
"TID_ROBOT_ULTI_DESC","O Balas Perdidas derrama uma chuva de foguetes na multidão rebelde que não sabe manter a ordem quando necessário."
"TID_ARMOR_STAT","Condição"
"TID_HEALTH","Saúde"
"TID_STAT_GRENADE_DAMAGE","Dano por granada"
"TID_STAT_MISSILE_DAMAGE","Dano por foguete"
"TID_STAT_HEALTH","Pontos de vida"
"TID_STAT_SPEED","Velocidade"
"TID_STAT_DAMAGE","Dano"
"TID_STAT_DAMAGE_PER_SHOT","Dano por bala"
"TID_STAT_DAMAGE_PER_SHELL","Dano por projétil"
"TID_STAT_HAMMER_DAMAGE","Dano a cada 0,2 s."
"TID_BATTLE","JOGAR"
"TID_QUIT","Sair"
"TID_MATCHMAKING_QUIT","Sair"
"TID_MATCHMAKING_HEADING","Buscando jogadores"
"TID_MATCHMAKING_TIME_LABEL","Começa em:"
"TID_MATCHMAKING_PLAYERS","Jogadores encontrados: <x>/<y>"
"TID_BUTTON_CANCEL","Cancelar"
"TID_BUTTON_OK","OK"
"TID_ENTER_NAME_TITLE","Bem-vindo ao Brawl Stars!"
"TID_ENTER_NAME_BODY","Qual é o seu nome?"
"TID_TIME_DAYS","d"
"TID_TIME_HOURS","h"
"TID_TIME_MINS","m"
"TID_TIME_SECS","s"
"TID_MATCHMAKING_TIME","Início em: <TIME>"
"TID_SUPERCELL_ID_TITLE","Supercell ID"
"TID_SUPERCELL_ID_BUTTON_CONNECTED","Conectado"
"TID_SUPERCELL_ID_BUTTON_DISCONNECTED","Conectar"
"TID_SUPERCELL_ID_LOGIN_BUTTON","Fazer login"
"TID_SUPERCELL_ID_NEW_GAME_BUTTON","Jogar sem"
"TID_CANNOT_SWITCH_TO_ACCOUNT_WITHOUT_SUPERCELL_ID","Você quer carregar o jogo com progresso de <number> de XP? Acesse seu Supercell ID para carregá-lo."
"TID_ERROR_POP_UP_OUT_OF_SYNC_TITLE","Erro!"
"TID_ERROR_POP_UP_OUT_OF_SYNC","O cliente e o servidor não estão sincronizados!"
"TID_ERROR_POP_UP_OUT_OF_SYNC_BUTTON","Recarregar o jogo"
"TID_ERROR_POP_UP_CONNECTION_FAILED_TITLE","Erro de conexão"
"TID_ERROR_POP_UP_CONNECTION_FAILED","Não foi possível conectar-se ao servidor. Verifique sua conexão à internet e tente novamente."
"TID_ERROR_POP_UP_CONNECTION_FAILED_BUTTON","Tentar novamente"
"TID_ERROR_POP_UP_LOGIN_FAILED_TITLE","Falha no login"
"TID_ERROR_POP_UP_LOGIN_FAILED","Tente novamente mais tarde."
"TID_ERROR_POP_UP_LOGIN_FAILED_BUTTON","Tentar novamente"
"TID_ERROR_POP_UP_AUTO_DISCONNECTED_TITLE","Alguém por aí?"
"TID_ERROR_POP_UP_AUTO_DISCONNECTED","Clique no botão abaixo para recarregar o jogo."
"TID_ERROR_POP_UP_AUTO_DISCONNECTED_BUTTON","Recarregar o jogo"
"TID_ERROR_POP_UP_WRONG_CLIENT_VERSION_TITLE","Atualização disponível!"
"TID_ERROR_POP_UP_WRONG_CLIENT_VERSION","Boas notícias! Uma nova versão do Brawl Stars está disponível."
"TID_ERROR_POP_UP_WRONG_CLIENT_VERSION_BUTTON","Atualizar"
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_TITLE","Intervalo de manutenção"
"TID_ERROR_POP_UP_SERVER_MAINTENANCE","Lamentamos, mas os servidores estão em manutenção. Tente novamente mais tarde."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_BUTTON","Tentar novamente"
"TID_ERROR_POP_UP_BANNED_TITLE","Você foi banido!"
"TID_ERROR_POP_UP_BANNED","Você foi banido temporariamente."
"TID_ERROR_POP_UP_BANNED_BUTTON","OK"
"TID_ERROR_POP_UP_BANNED_BUTTON_CONTACT_PS","Contatar o suporte"
"TID_ERROR_POP_UP_BANNED_ARTICLE_BUTTON","Mais informações"
"TID_INFO_POP_UP_IAP_NOTE_TITLE","Aviso importante"
"TID_INFO_POP_UP_IAP_NOTE","O Brawl Stars é grátis para jogar, mas você pode acelerar seu progresso com compras no aplicativo (é possível desativar isso nas configurações do seu dispositivo). Toque em OK para aceitar nossos Termos de Uso e Política de Privacidade."
"TID_INFO_POP_UP_IAP_NOTE_BUTTON","OK"
"TID_SERVER_ERROR_TITLE","Erro <number> do servidor"
"TID_SERVER_ERROR","Você perdeu a conexão durante o combate."
"TID_SERVER_ERROR_BUTTON","OK"
"TID_ERROR_POP_UP_CONNECTION_LOST_TITLE","Conexão perdida"
"TID_ERROR_POP_UP_CONNECTION_LOST","Tente conectar-se de novo."
"TID_ERROR_POP_UP_CONNECTION_LOST_BUTTON","Tentar de novo"
"TID_TROPHIES","Troféus"
"TID_PRACTICE","TREINO"
"TID_READY","Pronto"
"TID_BATTLE_END_TITLE_VICTORY","VITÓRIA!"
"TID_BATTLE_END_TITLE_DEFEAT","DERROTA"
"TID_BATTLE_END_TITLE_DRAW","EMPATE"
"TID_BATTLE_END_TITLE_COOP_SURVIVAL","Sobreviveu por <TIME>"
"TID_BATTLE_END_DEATHMATCH_VICTORY","Primeiro lugar!"
"TID_BATTLE_END_DEATHMATCH_DEFEAT","Classificação: <RANK>"
"TID_BATTLE_END_TVST_DRAW_DESC","Empate porque ambas as equipes coletaram a mesma quantidade de gemas!"
"TID_BATTLE_END_TITLE_1VS5_YOU_WIN_IN_TEAM","Brawler Chefão derrotado em <TIME>"
"TID_BATTLE_END_TITLE_1VS5_YOU_WIN_AS_BOSS","Sobreviveu por <TIME>"
"TID_BATTLE_END_TITLE_RAID_BOSS_VICTORY","DIFICULDADE: <LEVEL> SUPERADA!"
"TID_BATTLE_END_TITLE_RAID_BOSS_DEFEAT","DERROTA"
"TID_BATTLE_END_RETURN_HOME","SAIR"
"TID_BATTLE_END_NEXT","Próximo"
"TID_BATTLE_END_TAP","toque para continuar"
"TID_BATTLE_END_NO_PRACTISE_TROPHIES","SEM TROFÉUS DO TREINO"
"TID_BATTLE_END_XP_CAPPED","Toda a experiência ganha hoje"
"TID_BATTLE_END_PLAY_AGAIN","JOGAR DE NOVO"
"TID_BATTLE_END_PLAY_AGAIN_CANCEL","CANCELAR"
"TID_BATTLE_END_PLAY_AGAIN_READY_PLAYERS","<WAITING>/<TOTAL>"
"TID_BATTLE_END_PLAY_AGAIN_PLAYERS","<caaaaaa><TOTAL></c>"
"TID_BATTLE_END_PLAY_AGAIN_TIMER","<TIME>"
"TID_BATTLE_END_NEW_MEMBER_TO_GAMEROOM","<NAME> entrou na sua equipe"
"TID_BATTLE_END_OVERWHELMING_VICTORY","VITÓRIA ÉPICA"
"TID_BATTLE_END_OVERWHELMING_VICTORY_LONG","VITÓRIA ÉPICA"
"TID_RESPAWNING","Voltando em:\n<n1>"
"TID_TEAMS_POPUP_TITLE","EQUIPES"
"TID_TEAMS_POPUP_SUBTITLE_IN_CLAN","Clube e Equipes"
"TID_TEAMS_POPUP_SUBTITLE_NOT_IN_CLAN","ENTRE NUM CLUBE PARA VER OS JOGOS DISPONÍVEIS"
"TID_TEAMS_POPUP_SEARCH","USAR CÓDIGO"
"TID_TEAMS_POPUP_CREATE","CRIAR EQUIPE"
"TID_TEAM_SEARCH_POPUP_TITLE","ENTRAR COM UM CÓDIGO"
"TID_TEAM_SEARCH_POPUP_SEARCH","ENTRAR"
"TID_TEAM_JOIN_ROOM_CODE","Código da equipe..."
"TID_TEAM_CHANGE_MAP","ALTERAR"
"TID_TEAM_TYPE_INFO_0","Ranqueado"
"TID_TEAM_TYPE_INFO_1","Amistoso"
"TID_TEAM_TYPE_INFO_2","Restrito"
"TID_TEAM_MEMBER_LEFT_0","Você saiu da equipe."
"TID_TEAM_MEMBER_LEFT_1","Expulsaram você da equipe."
"TID_TEAM_MEMBER_LEFT_2","Equipe desfeita porque o evento expirou."
"TID_TEAM_MEMBER_LEFT_3","Equipe desfeita porque o administrador saiu."
"TID_TEAM_MEMBER_LEFT_4","Partida do torneio cancelada"
"TID_TEAM_MEMBER_LEFT_5","Partida do torneio expirada"
"TID_TEAM_MEMBER_LEFT_6","Partida do torneio encerrada"
"TID_TEAM_GAME_STARTING","Jogo começando"
"TID_TEAM_CODE_COPIED","Código copiado para a área de transferência."
"TID_TEAM_MEMBER_INVITE_STATUS_1","<c00ff00>CONVITE PENDENTE</c>"
"TID_TEAM_MEMBER_INVITE_STATUS_2","<ccc0000>RECUSADO</c>"
"TID_TEAM_MEMBER_INVITE_STATUS_3","<c0000cc>INTEGRANTE DESCONECTADO</c>"
"TID_TEAM_MEMBER_CANCEL_INVITE_INFO","toque para cancelar"
"TID_TEAM_ERROR_1","Erro no servidor de equipe"
"TID_TEAM_ERROR_2","Não é possível entrar. Equipe lotada."
"TID_TEAM_ERROR_3","Não é possível entrar. Equipe desfeita."
"TID_TEAM_ERROR_5","Código de equipe incorreto. Por favor, insira um código válido."
"TID_TEAM_ERROR_6","Impossível localizar uma equipe com o código utilizado."
"TID_TEAM_ERROR_7","Não é possível entrar na equipe depois de ter sido expulso."
"TID_TEAM_ERROR_8","Os times não podem ter mais do que 3 jogadores. Veja as configurações de time."
"TID_TEAM_ERROR_10","Não é possível criar uma equipe estando em outra."
"TID_TEAM_ERROR_11","O evento expirou. Não é possível criar uma equipe."
"TID_TEAM_ERROR_12","Não é possível entrar em equipe expirada."
"TID_TEAM_ERROR_14","Não é possível criar uma equipe. Este evento não tem jogo em equipe."
"TID_TEAM_ERROR_15","Não é possível entrar na equipe, pois ela não é da sua região."
"TID_TEAM_ERROR_17","Brawlers repetidos não são permitidos. Impossível iniciar a partida."
"TID_TEAM_ERROR_18","O jogo está em manutenção. Não é possível iniciar a partida."
"TID_TEAM_ERROR_19","Não é possível expulsar o administrador on-line da equipe."
"TID_TEAM_ERROR_20","Impossível alterar o mapa. Muitos jogadores para este mapa."
"TID_TEAM_ERROR_21","Ingressos insuficientes. Impossível iniciar a partida."
"TID_TEAM_ERROR_22","Impossível alterar o mapa. Número de jogadores excedido."
"TID_TEAM_ERROR_24","Falha ao convidar. Nenhum amigo encontrado."
"TID_TEAM_ERROR_25","Falha ao convidar. Equipe cheia."
"TID_TEAM_ERROR_26","Convite recusado"
"TID_TEAM_ERROR_27","Falha ao convidar. O jogador não está aceitando convites para equipes."
"TID_TEAM_ERROR_28","Falha ao convidar. Jogador desconectado."
"TID_TEAM_ERROR_29","Falha ao convidar. O jogador já está em uma equipe."
"TID_TEAM_ERROR_30","Convite pendente. Não é possível iniciar a partida."
"TID_TEAM_ERROR_31","Não é possível alterar o evento se houver um convite pendente."
"TID_TEAM_ERROR_32","A equipe tem jogadores demais para esse modo de jogo."
"TID_TEAM_ERROR_33","Não é possível jogar em equipes nesse modo."
"TID_TEAM_ERROR_34","Você já derrotou o último Chefão."
"TID_TEAM_ERROR_40","O pedido de entrada na equipe ainda está pendente."
"TID_TEAM_ERROR_41","O pedido de entrada na equipe foi rejeitado."
"TID_TEAM_ERROR_42","Não foi possível pedir para entrar na equipe. Equipe não encontrada."
"TID_TEAM_ERROR_43","A pessoa para quem você pediu não está mais na equipe."
"TID_TEAM_ERROR_44","A pessoa para quem você pediu ficou off-line."
"TID_TEAM_ERROR_45","Não foi possível pedir para entrar na equipe. Equipe lotada."
"TID_TEAM_ERROR_46","A pessoa para quem você pediu silenciou você."
"TID_TEAM_ERROR_47","Falha no pedido de entrada em equipe. Apenas o criador da partida amistosa pode aceitar os pedidos."
"TID_TEAM_ERROR_48","O destinatário silenciou os pedidos de entrada em equipe."
"TID_TEAM_ERROR_60","Não é possível sugerir este evento. Número de jogadores excedido."
"TID_TEAM_ERROR_61","Não é possível sugerir mudança de evento se houver um convite pendente."
"TID_TEAM_ERROR_62","Não é possível sugerir este evento. O administrador não liberou este espaço."
"TID_TEAM_ERROR_102","Não é possível criar uma equipe. Você tem um pedido pendente."
"TID_TEAM_ERROR_120","Erro. Só é possível jogar no mapa do seu nível atual do desafio."
"TID_TEAM_ERROR_121","Jogo indisponível. Tentativas esgotadas."
"TID_SELECT_LOCATION_TITLE","ESCOLHA UM MAPA"
"TID_SELECT_LOCATION_LOCATIONS","AMISTOSO"
"TID_SELECT_LOCATION_EVENTS","RANQUEADO"
"TID_TEAM_SEARCH_INVALID_CODE","Código de equipe incorreto. Por favor, insira um código válido."
"TID_TEAM_LEAVE","SAIR"
"TID_TEAM_JOIN","PARTICIPAR DA EQUIPE"
"TID_TEAM_READY_BUTTON_LABEL","PRONTO"
"TID_TEAM_CANCEL_READY","Cancelar"
"TID_TEAM_QUIT","SAIR"
"TID_TEAM_TEAMCODE","Código de equipe"
"TID_TEAM_TEAMCODE_DESC","Seus amigos podem acessar a equipe com esse código."
"TID_TEAM_WAITING_FOR_PLAYER","Convite com código de equipe"
"TID_TEAM_NO_MEMBER","BOT"
"TID_TEAM_NO_MEMBER_INVITE","CONVIDAR"
"TID_TEAMCREATE_EVENT","Mapa"
"TID_TEAM_KICK","Expulsar"
"TID_TEAM_PROFILE","Perfil"
"TID_TEAM_SWAP","Trocar de time"
"TID_TEAM_SWAP_HERE","Trocar aqui"
"TID_TEAM_CREATOR_ONLY_FEATURE","Disponível só para o administrador da equipe."
"TID_TEAM_CREATOR_ONLY_FEATURE_MODES","Apenas o administrador da equipe pode mudar os eventos."
"TID_TEAM_PROFILE_BLOCKED","Não disponível após selecionar \qPronto\q"
"TID_TEAM_FEATURE_BLOCKED_WHILE_READY","Não disponível após selecionar \qPronto\q"
"TID_TEAM_PRACTISE_BUTTON_LABEL","TREINO"
"TID_TEAM_PRACTISE_BUTTON_SUBLABEL","com bots"
"TID_TEAM_LOOT_UNLOCKS","RECOMPENSAS"
"TID_BONUS_REWARD","Recompensa extra por 3 vitórias:"
"TID_BONUS_REWARD_COLLECTED","Recompensa extra resgatada."
"TID_INFO_SERVER_ERROR_TITLE","Erro de servidor"
"TID_INFO_SERVER_ERROR_BUTTON","Recarregar o jogo"
"TID_RARITY_NAME_0","Caminho de troféus"
"TID_RARITY_NAME_1","Raro"
"TID_RARITY_NAME_2","Super-raro"
"TID_RARITY_NAME_3","Épico"
"TID_RARITY_NAME_4","Mítico"
"TID_RARITY_NAME_5","Lendário"
"TID_RARITY_COLOR_0","B9EAFF"
"TID_RARITY_COLOR_1","68FD58"
"TID_RARITY_COLOR_2","5AB3FF"
"TID_RARITY_COLOR_3","D850FF"
"TID_RARITY_COLOR_4","FE5E72"
"TID_RARITY_COLOR_5","FFF11E"
"TID_HERO_SCREEN_DIM_COLOR","164382"
"TID_RANK_UP_POPUP_TITLE","PONTUAÇÃO"
"TID_RANK_UP_POPUP_REWARD_BONUS","BÔNUS DE PONTUAÇÃO"
"TID_RANK_UP_POPUP_RANK","CLASSE <RANK>"
"TID_NAME_FAILED_TOO_SHORT","Nome muito curto!"
"TID_NAME_FAILED_PROFANITIES","Nome não aceito!"
"TID_NAME_FAILED","Nome não aceito!"
"TID_EVENT_STARTED","Novo mapa do modo <GAMEMODE> disponível! Ganhe novas recompensas!"
"TID_SELECT_HERO_INFO_1","<cFF8000>Jogadores x Jogadores</c>"
"TID_SELECT_HERO_INFO_2","<c2288ff>Jogadores x Bots</c>"
"TID_SELECT_HERO_INFO_3","<c40E0D0>Sozinho com Bots</c>"
"TID_SELECT_HERO_INFO_1_6","<cFF8000>Jogadores x Jogadores</c>"
"TID_SELECT_HERO_INFO_3_6","<c40E0D0>Sozinho com Bots</c>"
"TID_SELECT_HERO_INFO_FRIENDLY","<c40E0D0>Todos os Brawlers são melhorados ao máximo nos jogos amistosos</c>"
"TID_SELECT_HERO_INFO_RANK_REWARD","Para receber pontos de poder"
"TID_SELECT_HERO_POW_INFO_TITLE","RECOMPENSA DE PONTOS DE PODER"
"TID_SELECT_HERO_POW_INFO_PURCHASE_TITLE","COMPRA DE PONTOS DE PODER"
"TID_SELECT_HERO_POW_INFO_BODY","ESCOLHA UM BRAWLER PARA\nRECEBER OS PONTOS DE PODER."
"TID_SELECT_HERO_WILD_CARD_POWER_NOT_ASSIGNABLE","Esse Brawler já tem o máximo de pontos de poder."
"TID_WILDCARD_POWER_PURCHASE_CONFIRM_TITLE","CONFIRMAR COMPRA"
"TID_WILDCARD_POWER_PURCHASE_CONFIRM_INFO","O poder irá para <HERO>!"
"TID_WILDCARD_POWER_RANKUP_REWARD_CONFIRM_TITLE","CONFIRMAR RECOMPENSA"
"TID_WILDCARD_POWER_RANKUP_REWARD_CONFIRM_INFO","O poder irá para <HERO>"
"TID_NAVI_1","Loja"
"TID_NAVI_2","Notícias"
"TID_NAVI_3","Batalha"
"TID_NAVI_4","Brawlers"
"TID_NAVI_5","Clube"
"TID_NAVI_6","Perfil"
"TID_NAVI_7","Amigos"
"TID_LEADERBOARD_TITLE","LIDERANÇA"
"TID_LEADERBOARD_TAB_TOTAL","TOTAL\nDE TROFÉUS"
"TID_LEADERBOARD_TAB_HEROES","BRAWLERS"
"TID_LEADERBOARD_TAB_CLANS","CLUBES"
"TID_LEADERBOARD_TAB_FRIENDS","AMIGOS"
"TID_LEADERBOARD_SUBTITLE_1","MELHORES JOGADORES"
"TID_LEADERBOARD_SUBTITLE_2","MELHORES CLUBES"
"TID_LEADERBOARD_SUBTITLE_0","MELHORES JOGADORES (<HERO>)"
"TID_BATTLE_MAIN_NEXT_REWARD","Próxima recompensa: <VALUE>/<MAX>"
"TID_BATTLE_MAIN_NEXT_PLANET","Novo mapa em: <TIME>"
"TID_BATTLE_MAIN_COLLECTED_COINS","Coletados: <VALUE>"
"TID_GATCHA_ERROR_NOT_ENOUGH_GOLD","Junte 100 fichas para abrir uma Caixa Brawl!"
"TID_GATCHA_INFO","<c0000ff>Caixas Brawl</c>\n\nEncontre Brawlers, pontos de poder, moedas ou duplicadores de fichas nas Caixas Brawl!"
"TID_HERO_INFO_ABILITY_COLOR_1","12b400"
"TID_HERO_INFO_ABILITY_COLOR_2","df1800"
"TID_HERO_INFO_ABILITY_COLOR_3","005bd6"
"TID_HERO_INFO_ARMOR","SAÚDE"
"TID_HERO_INFO_ABILITY","ATAQUE: <NAME>"
"TID_HERO_INFO_ULTI","SUPER: <NAME>"
"TID_HERO_INFO_ARMOR_LABEL","SAÚDE"
"TID_HERO_INFO_ABILITY_LABEL","ATAQUE"
"TID_HERO_INFO_ULTI_LABEL","SUPER"
"TID_HERO_INFO_BACK","VOLTAR"
"TID_HERO_INFO_UPGRADE","MELHORAR"
"TID_HERO_INFO_ABILITY_LEVEL","NVL <LEVEL>/<MAXLEVEL>"
"TID_HERO_INFO_CRAFT_HERO","Comprar Brawler"
"TID_HERO_INFO_RARITY","<c<COLOR>><NAME></c>"
"TID_HERO_INFO_ITEM_RARITY","<c<COLOR>><NAME></c>"
"TID_HERO_INFO_POWER_BAR_TOOL_TIP","Obtenha pontos de poder nas Caixas Brawl e nas ofertas da loja para desbloquear a próxima melhoria!"
"TID_HERO_INFO_STAR_POWER_CAN_DROP","Agora você encontra poder de estrela nas Caixas Brawl."
"TID_HERO_INFO_STAR_POWER_BLOCKED","Aprimore <HERONAME> com um poder de estrela de sua escolha! Disponível nas Caixas Brawl ao alcançar nível de poder <LEVEL>."
"TID_HERO_INFO_ACCESSORIES_CAN_DROP","Agora você encontra acessórios nas Caixas Brawl."
"TID_HERO_INFO_ACCESSORIES_BLOCKED","Aumente a força de <HERONAME> com um acessório especial! Disponível nas Caixas Brawl após alcançar nível de poder <LEVEL>!"
"TID_HERO_INFO_STAR_POWER_LABEL","PODER DE ESTRELA: <NAME>"
"TID_HERO_INFO_ACCESSORIES_LABEL","ACESSÓRIO: <NAME>"
"TID_HERO_INFO_ABILITY_DESC","<c<COLOR>><CAPTION></c>\n<BODY>"
"TID_MATCHMAKE_FAILED_5","Falha no pareamento: o evento expirou."
"TID_MATCHMAKE_FAILED_7","Falha no pareamento: o integrante da equipe foi desconectado."
"TID_MATCHMAKE_FAILED_9","Falha no pareamento: manutenção iniciada."
"TID_MATCHMAKE_FAILED_11","Falha no pareamento: o integrante do time saiu da opção de pareamento."
"TID_MATCHMAKE_FAILED_12","Falha no pareamento: você já derrotou o último chefe."
"TID_MATCHMAKE_FAILED_14","SEDE DE PODER só pode ser jogado com Brawlers que tenham poder de estrela."
"TID_MATCHMAKE_FAILED_15","Não há mais batalhas disponíveis em SEDE DE PODER hoje."
"TID_SUDDEN_DEATH_TIMER","<n1>"
"TID_OWN_TEAM_WINNING","A equipe azul vencerá em:"
"TID_ENEMY_TEAM_WINNING","A equipe vermelha vencerá em:"
"TID_OWN_TEAM","Equipe azul"
"TID_ENEMY_TEAM","Equipe vermelha"
"TID_COUNTDOWN","CONTAGEM REGRESSIVA"
"TID_HERO_LIST_UNLOCKED","<COUNT>/<TOTAL>"
"TID_HERO_LIST_LABEL","BRAWLERS"
"TID_HERO_LIST_DO_GATCHA","Abrir a Caixa Brawl"
"TID_HERO_TIME_UNTIL_RELEASE","Disponível em <TIME>"
"TID_HERO_LIST_COMING_UP","Saiba mais assim que o Brawler for lançado!"
"TID_SKIN_INFO_TIME_UNTIL_RELEASE","Disponível em <TIME>"
"TID_SKIN_INFO_","Visual de recompensa do Supercell ID"
"TID_SKIN_INFO_1","Visual de pioneiro do Brawl Stars!\n\nPara contas criadas antes de 2019."
"TID_SKIN_INFO_2","Consiga o visual vinculando-se ao Supercell ID na tela de configurações!"
"TID_SKIN_INFO_3_TEASER","Em breve!"
"TID_SKIN_INFO_3_AVAILABLE","\nDisponível para comprar por tempo limitado!"
"TID_SKIN_INFO_3_NOT_AVAILABLE","\nIndisponível para comprar no momento."
"TID_SKIN_INFO_3_HERO_NEEDED","\nDesbloqueie o Brawler para comprar o visual!"
"TID_SKIN_INFO_CAMPAIGN_1_AVAILABLE","Comemore as festas Brawl com este visual divertido!"
"TID_SKIN_INFO_CAMPAIGN_1_NOT_AVAILABLE","Visual das festas Brawl"
"TID_SKIN_INFO_CAMPAIGN_3_AVAILABLE","Comemore o Halloween do Brawl com este visual divertido!"
"TID_SKIN_INFO_CAMPAIGN_3_NOT_AVAILABLE","Visual de Halloween"
"TID_SKIN_INFO_LEGENDARY","Visual estelar"
"TID_LEGENDARY_TROPHIES","Pontos estelares"
"TID_SKIN_REWARD_TITLE_1","VISUAL DE RECOMPENSA"
"TID_SKIN_REWARD_INFO_1","Você desbloqueou um visual novo! Obrigado por jogar Brawl Stars em 2018."
"TID_SKIN_REWARD_TITLE_2","VISUAL DE RECOMPENSA"
"TID_SKIN_REWARD_INFO_2","Você desbloqueou um visual novo como recompensa por se conectar ao Supercell ID."
"TID_SKIN_REWARD_OK","RESGATAR"
"TID_HERO_REWARD_TITLE_1","MENSAGEM DA EQUIPE DE SUPORTE"
"TID_HERO_REWARD_INFO_1","A equipe de suporte de Brawl Stars lhe doou um novo Brawler."
"TID_SKIN_REWARD_TITLE_0","MENSAGEM DA EQUIPE DE SUPORTE"
"TID_SKIN_REWARD_INFO_0","A equipe de suporte de Brawl Stars lhe doou um novo visual."
"TID_SKIN_REWARD_TITLE_3","MENSAGEM DA EQUIPE DE SUPORTE"
"TID_SKIN_REWARD_INFO_3","A equipe de suporte de Brawl Stars lhe doou um novo visual."
"TID_REWARD_TITLE","MENSAGEM DA EQUIPE DE SUPORTE"
"TID_REWARD_INFO","Você tem uma doação pendente da equipe de suporte de Brawl Stars."
"TID_REWARD_INFO_RESOURCE_FIRSTWINS","<AMOUNT> fichas estrelas resgatadas"
"TID_REWARD_INFO_RESOURCE_GOLD","<AMOUNT> fichas resgatadas"
"TID_REWARD_INFO_RESOURCE_LEGENDARYTROPHIES","<AMOUNT> pontos estelares resgatados"
"TID_REWARD_OK","RESGATAR"
"TID_HERO_REWARD_OK","RESGATAR"
"TID_RANK_POPUP_TITLE","CAMINHO DE TROFÉUS"
"TID_RANK_POPUP_NEXT_GOAL","PRÓXIMO"
"TID_RANK_POPUP_COLLECT","COLETAR"
"TID_RANK_POPUP_SEASON_END_REWARD","Prêmio da temporada"
"TID_RANK_POPUP_SEASON_END_REWARD_OWN","<cffff00>SUA RECOMPENSA DA TEMPORADA</c>"
"TID_RANK_POPUP_TOTAL_INFO","Acumule mais troféus para liberar recompensas e alcançar novas ligas!\nO total de troféus é uma combinação de todos os troféus de cada um de seus Brawlers."
"TID_RANK_POPUP_SEASON_END_TITLE","FIM DA TEMPORADA"
"TID_RANK_POPUP_SEASON_END_INFO","Ao fim da temporada, Brawlers com mais de <DECAYSTART> troféus perderão alguns desses troféus, mas ganharão pontos estelares, que podem ser usados na loja."
"TID_RANK_POPUP_HILITE_CAPTION_3","LIBERA: <HERO>"
"TID_RANK_POPUP_HILITE_CAPTION_4","LIBERA: <SKIN>"
"TID_RANK_POPUP_HILITE_CAPTION_13","NOVO EVENTO: <NAME>"
"TID_RANK_POPUP_HILITE_CAPTION_10","MEGACAIXA"
"TID_RANK_POPUP_HILITE_CAPTION_SLOT_4","EVENTOS EM EQUIPE"
"TID_RANK_POPUP_HILITE_CAPTION_SLOT_3","EVENTOS DIÁRIOS"
"TID_RANK_POPUP_HILITE_CAPTION_SLOT_7","EVENTOS RESTRITOS"
"TID_RANK_INFO_POPUP_SEASON_REWARDS_1","Pontos estelares ao fim da temporada"
"TID_RANK_INFO_POPUP_SEASON_REWARDS_2","Recompensas por classificação"
"TID_RANK_INFO_POPUP_SEASON_REWARDS_3","Recompensas por pontuação"
"TID_RANK_INFO_POPUP_POINTS_LABEL_1","Troféus"
"TID_RANK_INFO_POPUP_LABEL_STAR_POINTS","Pontos estelares obtidos"
"TID_RANK_INFO_POPUP_LABEL_END_TROPHIES","Troféus ao fim da temporada"
"TID_RANK_INFO_POPUP_SEASON_REWARD_ENTRY","<START> - <END>"
"TID_DAILY_COINS_COLLECTED","Coletados"
"TID_TEAM_BATTLE","CRIAR"
"TID_TEAM_UNREADY","preparando"
"TID_TEAM_WAITING_WHILE_READY","Você está pronto!\nEsperando os outros."
"TID_GATCHA_SCREEN_NEW_HERO","<c<COLOR>><OWNEDCOUNT>/<SETSIZE> dos Brawlers tipo <NAME></c>"
"TID_GATCHA_SCREEN_NEW_ITEM","<c<COLOR>><OWNEDCOUNT>/<SETSIZE> <NAME></c>"
"TID_GATCHA_SCREEN_BOXES_REMAINING","<AMOUNT>"
"TID_GATCHA_SCREEN_OK","Legal!"
"TID_GATCHA_SCREEN_TAP","Toque aqui!"
"TID_GATCHA_SCREEN_TICKET_DROP_HEADER","INGRESSOS DE EVENTO"
"TID_GATCHA_SCREEN_TICKET_DROP_BONUS","BÔNUS!"
"TID_GATCHA_SCREEN_TICKET_DROP_DESC_ONGOING","Ativo por <TIME>"
"TID_GATCHA_SCREEN_TICKET_DROP_DESC_FUTURE","Começando em <TIME>"
"TID_GATCHA_SCREEN_TICKET_DROP_NOTE","<EMPTY>"
"TID_GATCHA_SCREEN_COIN_DOUBLER_HEADER","DUPLICADOR DE FICHAS"
"TID_GATCHA_SCREEN_COIN_DOUBLER_VALUE","+ <AMOUNT>"
"TID_GATCHA_SCREEN_COIN_DOUBLER_DESC","Duplique o número de fichas recebidas nas batalhas!"
"TID_GATCHA_SCREEN_GOLD_DROP_TITLE","MOEDAS"
"TID_GATCHA_SCREEN_GOLD_DROP_DESC","Melhore seus Brawlers com moedas!"
"TID_GATCHA_SCREEN_GEM_DROP_TITLE","GEMAS"
"TID_GATCHA_SCREEN_GEM_DROP_DESC","Use as gemas para comprar caixas, visuais novos e outros itens na loja."
