"TID_CROW_DESC","Quạ bắn ra ba lưỡi dao tẩm độc. Khi dùng Tuyệt chiêu, anh ta nhảy lên và phóng ra dao cả lúc nhảy lên lẫn lúc hạ xuống!"
"TID_CROW_WEAPON","DAO XẾP"
"TID_CROW_WEAPON_DESC","Quạ ném ra 3 lưỡi dao găm cực kỳ nguy hiểm. Kẻ địch nào bị lưỡi dao có tẩm độc ghim trúng thì sẽ chịu sát thương theo thời gian."
"TID_CROW_ULTI","ĐỘT KÍCH TỪ TRÊN KHÔNG"
"TID_CROW_ULTI_DESC","Quạ bay lên không trung, ném ra một vòng tròn dao găm có tẩm độc xung quanh mình cả khi bay lên không và khi đáp xuống đất."
"TID_DEAD_MARIACHI","POCO"
"TID_DEAD_MARIACHI_DESC","Poco bắn ra sóng âm thanh gây sát thương về phía kẻ địch. Tuyệt chiêu của anh ta có thể hồi máu cho chính mình và cả đồng đội!"
"TID_DEAD_MARIACHI_WEAPON","HỢP ÂM SỨC MẠNH"
"TID_DEAD_MARIACHI_WEAPON_DESC","Poco gảy chiếc đàn guitarrón của anh ta, phát ra làn âm thanh chói tai. Kẻ địch sẽ chịu sát thương khi bị những làn sóng này đánh trúng."
"TID_DEAD_MARIACHI_ULTI","GIAI ĐIỆU CHỮA THƯƠNG"
"TID_DEAD_MARIACHI_ULTI_DESC","Poco tự hồi máu cho mình và cho cả những người bạn nào ở trong phạm vi mà giai điệu khích lệ của anh ta có thể truyền tới. Không có tác dụng lên kẻ địch."
"TID_BOW_DUDE","BO"
"TID_BOW_DUDE_DESC","Bo bắn ra ba mũi tên gây nổ về phía mục tiêu của anh ta. Tuyệt chiêu của anh ta là đặt ba quả mìn ẩn, phát nổ dưới đất!"
"TID_BOW_DUDE_WEAPON","MẮT CHIM ƯNG"
"TID_BOW_DUDE_WEAPON_DESC","Bo bắn ra 3 mũi tên phát nổ xé đối phương thành từng mảnh giống như móng vuốt của chim ưng vậy."
"TID_BOW_DUDE_ULTI","BẪY PHÁT NỔ"
"TID_BOW_DUDE_ULTI_DESC","Bo giấu các bẫy phát nổ dưới mặt đất. Khi bị kích hoạt bởi đối phương, những chiếc bẫy này sẽ nổ tung, đánh văng kẻ địch và gây sát thương lên chúng."
"TID_SNIPER","PIPER"
"TID_SNIPER_DESC","Những phát đạn từ súng bắn tỉa của Piper gây nhiều sát thương hơn ở khoảng cách xa hơn. Tuyệt chiêu của cô là thả lựu đạn xuống chân, còn bản thân Piper thì nhảy ra xa!"
"TID_SNIPER_WEAPON","SÚNG DÙ"
"TID_SNIPER_WEAPON_DESC","Piper bắn tỉa bằng đỉnh của chiếc dù. Mục tiêu càng xa thì phát súng của cô ấy càng gây ra nhiều sát thương!"
"TID_SNIPER_ULTI","NÉM LỰU ĐẠN"
"TID_SNIPER_ULTI_DESC","Piper sẽ nhảy lên không trung để tránh khỏi những kẻ đeo bám. Cô ấy ném xuống cho họ vài quả lựu đạn từ chiếc nịt bít tất của mình!"
"TID_MINIGUN_DUDE","PAM"
"TID_MINIGUN_DUDE_DESC","Pam bắn từ hông, phủ đầu mục tiêu bằng đạn mảnh. Tuyệt chiêu của cô là một trụ cứu thương hồi máu cho cô và cả đồng đội!"
"TID_MINIGUN_DUDE_WEAPON","CƠN BÃO PHẾ LIỆU"
"TID_MINIGUN_DUDE_WEAPON_DESC","Pam bắn ra một loạt phế liệu kim loại có tầm rất rộng. Hãy nhớ mang theo kính bảo hộ khi vào chiến trận đấy!"
"TID_MINIGUN_DUDE_ULTI","NỤ HÔN CỦA MẸ"
"TID_MINIGUN_DUDE_ULTI_DESC","Trụ cứu thương của Pam sẽ chữa trị cho chính cô ta và cho cả những đồng đội nào ở trong khu vực có hiệu lực của nó."
"TID_BONE_THROWER","Outdated"
"TID_BONE_THROWER_DESC","Tay súng mini này không hề nhỏ bé như tên gọi! Với kỹ năng sử dụng khẩu súng máy to lớn thành thạo, Tay súng mini có thể tiêu diệt hầu như bất kỳ số lượng kẻ xấu nào. (Tốc độ di chuyển chậm, không bị đẩy lùi)"
"TID_BONE_THROWER_WEAPON","SÚNG MINI"
"TID_BONE_THROWER_WEAPON_DESC","Tay súng mini có thể sử dụng khẩu súng máy to lớn này một cách dễ dàng. Anh ta có thể vừa đi vừa bắn như một phản xạ tự nhiên."
"TID_BONE_THROWER_ULTI","THÙNG BĂNG KEO CÁ NHÂN"
"TID_BONE_THROWER_ULTI_DESC","Đôi khi bạn sẽ bị trầy xước hoặc bị thương khi chiến đấu trong trận chiến bom lửa khắc nghiệt.Thùng Băng keo cá nhân sẽ giúp chữa thương cho cả đội của bạn để họ luôn giữ vững tinh thần chiến đấu!"
"TID_BLACK_HOLE","TARA"
"TID_BLACK_HOLE_DESC","Tấn công 3 lá bài tarot của Tara xuyên qua kẻ địch. Tuyệt chiêu của cô là một hố đen kéo hết kẻ địch gần xung quanh vào, gây ra sát thương!"
"TID_BLACK_HOLE_WEAPON","BA LÁ BÀI TAROT"
"TID_BLACK_HOLE_WEAPON_DESC","Tara vung cổ tay, tung ra 3 lá bài tarot có thể xuyên thủng đối phương. Như một trò ma thuật vậy!"
"TID_BLACK_HOLE_ULTI","TRỌNG LỰC"
"TID_BLACK_HOLE_ULTI_DESC","Tara dùng ý chí tạo ra một cái giếng trọng lực. Đối thủ nằm trong tầm ảnh hưởng sẽ bị kéo vào đó, đâm sầm vào nhau và chịu thương tổn nặng nề."
"TID_TURRET_DAMAGE","Sát thương Trụ súng"
"TID_TURRET_HEALTH","Máu Trụ súng"
"TID_STAT_DAMAGE_PER_SECOND","Sát thương mỗi giây"
"TID_STAT_DAMAGE_PER_SECOND_EACH","Sát thương mỗi giây"
"TID_STAT_DAMAGE_PER_STRIKE","Sát thương mỗi cú đấm"
"TID_ROBOT","NGHỊ SĨ THÉP"
"TID_ROBOT_DESC","Được tạo ra để làm nhiệm vụ hủy diệt."
"TID_ROBOT_WEAPON","BẮN TÊN LỬA"
"TID_ROBOT_WEAPON_DESC","Nghị sĩ Thép bắn ra tên lửa phát nổ có độ chính xác cơ học từ khoảng cách cực xa."
"TID_ROBOT_ULTI","ĐIỀU KHIỂN ĐÁM ĐÔNG"
"TID_ROBOT_ULTI_DESC","Khi cần bắn từ khoảng các cực xa, Nghị sĩ Thép có thể rải một loạt tên lửa xuống đám đông nhốn nháo."
"TID_ARMOR_STAT","Máu"
"TID_HEALTH","Máu"
"TID_STAT_GRENADE_DAMAGE","Sát thương mỗi quả lựu đạn"
"TID_STAT_MISSILE_DAMAGE","Sát thương mỗi tên lửa"
"TID_STAT_HEALTH","Máu"
"TID_STAT_SPEED","Tốc độ"
"TID_STAT_DAMAGE","Sát thương"
"TID_STAT_DAMAGE_PER_SHOT","Sát thương mỗi viên đạn"
"TID_STAT_DAMAGE_PER_SHELL","Sát thương mỗi viên đạn"
"TID_STAT_HAMMER_DAMAGE","Sát thương mỗi 0,2 giây"
"TID_BATTLE","CHƠI"
"TID_QUIT","Thoát"
"TID_MATCHMAKING_QUIT","Thoát"
"TID_MATCHMAKING_HEADING","Đang tìm người chơi"
"TID_MATCHMAKING_TIME_LABEL","Trận chiến bắt đầu sau:"
"TID_MATCHMAKING_PLAYERS","Tìm thấy <x>/<y> người chơi"
"TID_BUTTON_CANCEL","Hủy"
"TID_BUTTON_OK","OK"
"TID_ENTER_NAME_TITLE","Chào mừng đến với Brawl Stars!"
"TID_ENTER_NAME_BODY","Tên bạn là gì?"
"TID_TIME_DAYS","ng"
"TID_TIME_HOURS","giờ"
"TID_TIME_MINS","ph"
"TID_TIME_SECS","gi"
"TID_MATCHMAKING_TIME","Bắt đầu sau <TIME>"
"TID_SUPERCELL_ID_TITLE","Supercell ID"
"TID_SUPERCELL_ID_BUTTON_CONNECTED","Đã kết nối"
"TID_SUPERCELL_ID_BUTTON_DISCONNECTED","Kết nối"
"TID_SUPERCELL_ID_LOGIN_BUTTON","Đăng nhập"
"TID_SUPERCELL_ID_NEW_GAME_BUTTON","Chơi không cần"
"TID_CANNOT_SWITCH_TO_ACCOUNT_WITHOUT_SUPERCELL_ID","Bạn có muốn tải một tiến trình khác có Điểm Kinh nghiệm cấp <number> không? Hãy tải bằng cách đăng nhập bằng Supercell ID của bạn."
"TID_ERROR_POP_UP_OUT_OF_SYNC_TITLE","Lỗi!"
"TID_ERROR_POP_UP_OUT_OF_SYNC","Máy khách và máy chủ không đồng bộ!"
"TID_ERROR_POP_UP_OUT_OF_SYNC_BUTTON","Tải lại trò chơi"
"TID_ERROR_POP_UP_CONNECTION_FAILED_TITLE","Lỗi kết nối"
"TID_ERROR_POP_UP_CONNECTION_FAILED","Không thể kết nối với máy chủ. Hãy kiểm tra kết nối Internet của bạn và thử lại."
"TID_ERROR_POP_UP_CONNECTION_FAILED_BUTTON","Thử lại"
"TID_ERROR_POP_UP_LOGIN_FAILED_TITLE","Đăng nhập thất bại"
"TID_ERROR_POP_UP_LOGIN_FAILED","Vui lòng thử lại sau."
"TID_ERROR_POP_UP_LOGIN_FAILED_BUTTON","Thử lại"
"TID_ERROR_POP_UP_AUTO_DISCONNECTED_TITLE","Có ai ở đó không?"
"TID_ERROR_POP_UP_AUTO_DISCONNECTED","Bấm vào nút dưới đây để tải lại trò chơi."
"TID_ERROR_POP_UP_AUTO_DISCONNECTED_BUTTON","Tải lại trò chơi"
"TID_ERROR_POP_UP_WRONG_CLIENT_VERSION_TITLE","Có bản cập nhật!"
"TID_ERROR_POP_UP_WRONG_CLIENT_VERSION","Tin vui đây! Đã có phiên bản Brawl Stars mới."
"TID_ERROR_POP_UP_WRONG_CLIENT_VERSION_BUTTON","Cập nhật"
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_TITLE","Nghỉ bảo trì"
"TID_ERROR_POP_UP_SERVER_MAINTENANCE","Rất tiếc, các máy chủ đang được bảo trì. Vui lòng thử lại sau."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_BUTTON","Thử lại"
"TID_ERROR_POP_UP_BANNED_TITLE","Bạn đã bị cấm!"
"TID_ERROR_POP_UP_BANNED","Bạn đã tạm thời bị cấm"
"TID_ERROR_POP_UP_BANNED_BUTTON","Ok"
"TID_ERROR_POP_UP_BANNED_BUTTON_CONTACT_PS","Liên hệ Hỗ trợ"
"TID_ERROR_POP_UP_BANNED_ARTICLE_BUTTON","Thêm thông tin"
"TID_INFO_POP_UP_IAP_NOTE_TITLE","Lưu ý quan trọng"
"TID_INFO_POP_UP_IAP_NOTE","Bạn được chơi Brawl Stars miễn phí, tuy nhiên, bạn có thể đẩy nhanh tiến trình bằng cách mua vật phẩm trong ứng dụng (bạn có thể tắt chức năng này trong phần cài đặt của thiết bị). Nhấn Ok để chấp nhận Điều khoản và Chính sách Quyền riêng tư của chúng tôi."
"TID_INFO_POP_UP_IAP_NOTE_BUTTON","Ok"
"TID_SERVER_ERROR_TITLE","Lỗi máy chủ <number>"
"TID_SERVER_ERROR","Bạn bị mất kết nối khi trận đấu đang diễn ra."
"TID_SERVER_ERROR_BUTTON","Ok"
"TID_ERROR_POP_UP_CONNECTION_LOST_TITLE","Mất kết nối"
"TID_ERROR_POP_UP_CONNECTION_LOST","Vui lòng thử đăng nhập lại!"
"TID_ERROR_POP_UP_CONNECTION_LOST_BUTTON","Thử đăng nhập lại"
"TID_TROPHIES","Cúp"
"TID_PRACTICE","LUYỆN TẬP"
"TID_READY","Sẵn sàng"
"TID_BATTLE_END_TITLE_VICTORY","CHIẾN THẮNG!"
"TID_BATTLE_END_TITLE_DEFEAT","BẠI TRẬN"
"TID_BATTLE_END_TITLE_DRAW","Hòa"
"TID_BATTLE_END_TITLE_COOP_SURVIVAL","Đã sống sót trong <TIME>"
"TID_BATTLE_END_DEATHMATCH_VICTORY","Bạn đạt hạng #1!"
"TID_BATTLE_END_DEATHMATCH_DEFEAT","Hạng: <RANK>"
"TID_BATTLE_END_TVST_DRAW_DESC","Kết quả của trận đấu là hòa vì cả hai đội đều đã thu thập được cùng một số lượng ngọc như nhau!"
"TID_BATTLE_END_TITLE_1VS5_YOU_WIN_IN_TEAM","Đã đánh bại Chiến binh Brawl trong <TIME>"
"TID_BATTLE_END_TITLE_1VS5_YOU_WIN_AS_BOSS","Đã sống sót <TIME>"
"TID_BATTLE_END_TITLE_RAID_BOSS_VICTORY","THỬ THÁCH: <LEVEL> ĐÃ HOÀN TẤT!"
"TID_BATTLE_END_TITLE_RAID_BOSS_DEFEAT","BẠI TRẬN"
"TID_BATTLE_END_RETURN_HOME","THOÁT"
"TID_BATTLE_END_NEXT","Tiếp theo"
"TID_BATTLE_END_TAP","Nhấn để tiếp tục"
"TID_BATTLE_END_NO_PRACTISE_TROPHIES","KHÔNG CÓ CÚP TRONG CHẾ ĐỘ LUYỆN TẬP"
"TID_BATTLE_END_XP_CAPPED","Tất cả điểm kinh nghiệm đã thu thập trong hôm nay"
"TID_BATTLE_END_PLAY_AGAIN","CHƠI LẠI"
"TID_BATTLE_END_PLAY_AGAIN_CANCEL","HỦY"
"TID_BATTLE_END_PLAY_AGAIN_READY_PLAYERS","<WAITING>/<TOTAL>"
"TID_BATTLE_END_PLAY_AGAIN_PLAYERS","<caaaaaa><TOTAL></c>"
"TID_BATTLE_END_PLAY_AGAIN_TIMER","<TIME>"
"TID_BATTLE_END_NEW_MEMBER_TO_GAMEROOM","<NAME> tham gia vào đội của bạn"
"TID_BATTLE_END_OVERWHELMING_VICTORY","THẮNG TUYỆT ĐỐI"
"TID_BATTLE_END_OVERWHELMING_VICTORY_LONG","THẮNG TUYỆT ĐỐI"
"TID_RESPAWNING","Quay lại sau:\n<n1>"
"TID_TEAMS_POPUP_TITLE","ĐỘI"
"TID_TEAMS_POPUP_SUBTITLE_IN_CLAN","Đội Câu lạc bộ & Bạn bè"
"TID_TEAMS_POPUP_SUBTITLE_NOT_IN_CLAN","GIA NHẬP MỘT CÂU LẠC BỘ ĐỂ XEM CÁC TRẬN ĐẤU HIỆN HOẠT Ở ĐÂY"
"TID_TEAMS_POPUP_SEARCH","GIA NHẬP BẰNG MÃ"
"TID_TEAMS_POPUP_CREATE","TẠO ĐỘI"
"TID_TEAM_SEARCH_POPUP_TITLE","GIA NHẬP ĐỘI BẰNG MÃ"
"TID_TEAM_SEARCH_POPUP_SEARCH","GIA NHẬP"
"TID_TEAM_JOIN_ROOM_CODE","Nhập mã đội ở đây..."
"TID_TEAM_CHANGE_MAP","THAY ĐỔI"
"TID_TEAM_TYPE_INFO_0","Leo hạng"
"TID_TEAM_TYPE_INFO_1","Giao hữu"
"TID_TEAM_TYPE_INFO_2","Sử dụng vé"
"TID_TEAM_MEMBER_LEFT_0","Bạn đã rời khỏi đội."
"TID_TEAM_MEMBER_LEFT_1","Bạn đã bị khai trừ khỏi đội."
"TID_TEAM_MEMBER_LEFT_2","Đội giải tán vì sự kiện đã hết hạn."
"TID_TEAM_MEMBER_LEFT_3","Đội giải tán vì người tạo đội đã rời khỏi đội."
"TID_TEAM_MEMBER_LEFT_4","Trò chơi giải đấu đã bị hủy"
"TID_TEAM_MEMBER_LEFT_5","Trò chơi giải đấu đã quá hạn"
"TID_TEAM_MEMBER_LEFT_6","Trò chơi giải đấu đã kết thúc"
"TID_TEAM_GAME_STARTING","Trận chiến sắp bắt đầu"
"TID_TEAM_CODE_COPIED","Đã sao chép mã vào bảng tạm"
"TID_TEAM_MEMBER_INVITE_STATUS_1","<c00ff00>CÓ LỜI MỜI ĐANG CHỜ XỬ LÝ</c>"
"TID_TEAM_MEMBER_INVITE_STATUS_2","<ccc0000>ĐÃ TỪ CHỐI</c>"
"TID_TEAM_MEMBER_INVITE_STATUS_3","<c0000cc>MỤC TIÊU ĐANG NGOẠI TUYẾN</c>"
"TID_TEAM_MEMBER_CANCEL_INVITE_INFO","nhấn để hủy"
"TID_TEAM_ERROR_1","Lỗi máy chủ đội"
"TID_TEAM_ERROR_2","Không thể gia nhập, Đội đã đầy."
"TID_TEAM_ERROR_3","Không thể gia nhập. Đội đã bị giải tán."
"TID_TEAM_ERROR_5","Mã đội không hợp lệ. Vui lòng kiểm tra xem mã có chính xác không."
"TID_TEAM_ERROR_6","Không thể tìm được đội với mã được cung cấp."
"TID_TEAM_ERROR_7","Không thể tham gia đội sau khi bị khai trừ."
"TID_TEAM_ERROR_8","Kiểm tra cài đặt của mỗi đội. Không đội nào được quyền có nhiều hơn 3 người chơi."
"TID_TEAM_ERROR_10","Không thể tạo đội. Bạn đã gia nhập một đội rồi."
"TID_TEAM_ERROR_11","Không thể tạo đội. Sự kiện đã hết hạn."
"TID_TEAM_ERROR_12","Không thể tham gia đội đã hết hạn."
"TID_TEAM_ERROR_14","Không thể tạo đội. Sự kiện này không hỗ trợ chơi theo đội."
"TID_TEAM_ERROR_15","Không thể tham gia đội. Đội này không trong khu vực của bạn."
"TID_TEAM_ERROR_17","Không thể bắt đầu trận đấu. Không được có Chiến binh Brawl trùng lặp."
"TID_TEAM_ERROR_18","Không thể bắt đầu trận đấu. Trò chơi đang tạm nghỉ bảo trì."
"TID_TEAM_ERROR_19","Không thể khai trừ người tạo đội khi người đó đang trực tuyến."
"TID_TEAM_ERROR_20","Không thể thay đổi bản đồ. Có quá nhiều người chơi sử dụng bản đồ này"
"TID_TEAM_ERROR_21","Không thể bắt đầu trận đấu. Không có đủ vé"
"TID_TEAM_ERROR_22","Không thể thay đổi bản đồ. Có quá nhiều người chơi"
"TID_TEAM_ERROR_24","Gửi lời mời thất bại. Không tìm thấy bạn bè"
"TID_TEAM_ERROR_25","Không gửi được lời mời. Đội đã đầy"
"TID_TEAM_ERROR_26","Lời mời đã bị từ chối"
"TID_TEAM_ERROR_27","Không gửi được lời mời. Người chơi hiện không chấp nhận lời mời vào đội"
"TID_TEAM_ERROR_28","Gửi lời mời thất bại. Người chơi đã ngoại tuyến"
"TID_TEAM_ERROR_29","Không gửi được lời mời. Người chơi đã gia nhập một đội rồi"
"TID_TEAM_ERROR_30","Không thể bắt đầu trận đấu vì có lời mời đang chờ xử lý"
"TID_TEAM_ERROR_31","Không thể đổi sự kiện khi có một lời mời đang chờ xử lý"
"TID_TEAM_ERROR_32","Đội có quá nhiều thành viên đối với chế độ chơi này"
"TID_TEAM_ERROR_33","Chế độ chơi này không hỗ trợ chơi theo đội"
"TID_TEAM_ERROR_34","Bạn đã tiêu diệt Trùm cuối rồi"
"TID_TEAM_ERROR_40","Yêu cầu gia nhập đội đang chờ trả lời"
"TID_TEAM_ERROR_41","Yêu cầu gia nhập đội đã bị từ chối"
"TID_TEAM_ERROR_42","Yêu cầu gia nhập đội thất bại. Không tìm thấy đội"
"TID_TEAM_ERROR_43","Người nhận yêu cầu gia nhập đội không còn trong đội"
"TID_TEAM_ERROR_44","Người nhận yêu cầu gia nhập đội đã ngoại tuyến"
"TID_TEAM_ERROR_45","Yêu cầu gia nhập đội thất bại. Đội đã hết chỗ"
"TID_TEAM_ERROR_46","Người nhận yêu cầu gia nhập đội đã tắt tiếng bạn"
"TID_TEAM_ERROR_47","Yêu cầu gia nhập đội thất bại. Chỉ chủ phòng giao hữu mới có thể chấp nhận yêu cầu gia nhập"
"TID_TEAM_ERROR_48","Người nhận yêu cầu gia nhập đội đã tắt tiếng mọi lời mời"
"TID_TEAM_ERROR_60","Không thể đề xuất sự kiện. Quá nhiều người chơi"
"TID_TEAM_ERROR_61","Không thể đề xuất đổi sự kiện khi có một lời mời đang chờ được chấp nhận"
"TID_TEAM_ERROR_62","Không thể đề xuất sự kiện. Người tạo đội không có sự kiện này."
"TID_TEAM_ERROR_102","Không thể tạo đội. Bạn có yêu cầu gia nhập đang chờ trả lời."
"TID_TEAM_ERROR_120","Không thể bắt đầu chơi. Bạn chỉ có thể chơi ở bản đồ có cùng cấp Thử thách với mình"
"TID_TEAM_ERROR_121","Không thể bắt đầu trận đấu. Đã hết lượt chơi."
"TID_SELECT_LOCATION_TITLE","CHỌN BẢN ĐỒ"
"TID_SELECT_LOCATION_LOCATIONS","GIAO HỮU"
"TID_SELECT_LOCATION_EVENTS","LEO HẠNG"
"TID_TEAM_SEARCH_INVALID_CODE","Mã đội không hợp lệ. Vui lòng kiểm tra xem mã có chính xác không."
"TID_TEAM_LEAVE","RỜI ĐI"
"TID_TEAM_JOIN","GIA NHẬP ĐỘI"
"TID_TEAM_READY_BUTTON_LABEL","TÔI ĐÃ SẴN SÀNG"
"TID_TEAM_CANCEL_READY","Hủy"
"TID_TEAM_QUIT","THOÁT"
"TID_TEAM_TEAMCODE","Mã đội"
"TID_TEAM_TEAMCODE_DESC","Bạn bè của bạn có thể sử dụng mã này để truy cập vào đội"
"TID_TEAM_WAITING_FOR_PLAYER","Mời bằng mã đội"
"TID_TEAM_NO_MEMBER","BOT"
"TID_TEAM_NO_MEMBER_INVITE","MỜI"
"TID_TEAMCREATE_EVENT","Bản đồ"
"TID_TEAM_KICK","Khai trừ"
"TID_TEAM_PROFILE","Hồ sơ"
"TID_TEAM_SWAP","Đổi đội"
"TID_TEAM_SWAP_HERE","Đổi ở đây"
"TID_TEAM_CREATOR_ONLY_FEATURE","Chỉ dành cho người tạo đội"
"TID_TEAM_CREATOR_ONLY_FEATURE_MODES","Chỉ người tạo đội mới có thể thay đổi sự kiện"
"TID_TEAM_PROFILE_BLOCKED","Không thể xem khi đã sẵn sàng"
"TID_TEAM_FEATURE_BLOCKED_WHILE_READY","Không khả dụng khi đã sẵn sàng"
"TID_TEAM_PRACTISE_BUTTON_LABEL","LUYỆN TẬP"
"TID_TEAM_PRACTISE_BUTTON_SUBLABEL","với bot"
"TID_TEAM_LOOT_UNLOCKS","PHẦN THƯỞNG"
"TID_BONUS_REWARD","Phần thưởng phụ cho 3 chiến thắng:"
"TID_BONUS_REWARD_COLLECTED","Đã nhận Phần thưởng phụ"
"TID_INFO_SERVER_ERROR_TITLE","Lỗi máy chủ"
"TID_INFO_SERVER_ERROR_BUTTON","Tải lại trò chơi"
"TID_RARITY_NAME_0","Cột mốc Cúp"
"TID_RARITY_NAME_1","Hiếm"
"TID_RARITY_NAME_2","Siêu Hiếm"
"TID_RARITY_NAME_3","Quý hiếm"
"TID_RARITY_NAME_4","Thần thoại"
"TID_RARITY_NAME_5","Huyền thoại"
"TID_RARITY_COLOR_0","B9EAFF"
"TID_RARITY_COLOR_1","68FD58"
"TID_RARITY_COLOR_2","5AB3FF"
"TID_RARITY_COLOR_3","D850FF"
"TID_RARITY_COLOR_4","FE5E72"
"TID_RARITY_COLOR_5","FFF11E"
"TID_HERO_SCREEN_DIM_COLOR","164382"
"TID_RANK_UP_POPUP_TITLE","THĂNG HẠNG!"
"TID_RANK_UP_POPUP_REWARD_BONUS","THƯỞNG THĂNG HẠNG"
"TID_RANK_UP_POPUP_RANK","HẠNG <RANK>"
"TID_NAME_FAILED_TOO_SHORT","Tên quá ngắn!"
"TID_NAME_FAILED_PROFANITIES","Tên không được chấp nhận!"
"TID_NAME_FAILED","Tên không được chấp nhận!"
"TID_EVENT_STARTED","Bản đồ <GAMEMODE> mới đã xuất hiện! Đã có phần thưởng mới!"
"TID_SELECT_HERO_INFO_1","<cFF8000>Người chơi vs Người chơi</c>"
"TID_SELECT_HERO_INFO_2","<c2288ff>Người chơi vs Bot</c>"
"TID_SELECT_HERO_INFO_3","<c40E0D0>Chơi đơn với Bot</c>"
"TID_SELECT_HERO_INFO_1_6","<cFF8000>Người chơi vs Người chơi</c>"
"TID_SELECT_HERO_INFO_3_6","<c40E0D0>Chơi đơn với Bot</c>"
"TID_SELECT_HERO_INFO_FRIENDLY","<c40E0D0>Tất cả Chiến binh Brawl được nâng cấp hoàn toàn trong Trận đấu Giao hữu</c>"
"TID_SELECT_HERO_INFO_RANK_REWARD","Để nhận Điểm Sức mạnh"
"TID_SELECT_HERO_POW_INFO_TITLE","PHẦN THƯỞNG ĐIỂM SỨC MẠNH"
"TID_SELECT_HERO_POW_INFO_PURCHASE_TITLE","MUA ĐIỂM SỨC MẠNH"
"TID_SELECT_HERO_POW_INFO_BODY","CHỌN MỘT CHIẾN BINH BRAWL\nĐỂ NHẬN ĐIỂM SỨC MẠNH"
"TID_SELECT_HERO_WILD_CARD_POWER_NOT_ASSIGNABLE","Chiến binh Brawl này đã đạt Điểm sức mạnh tối đa"
"TID_WILDCARD_POWER_PURCHASE_CONFIRM_TITLE","XÁC NHẬN MUA"
"TID_WILDCARD_POWER_PURCHASE_CONFIRM_INFO","<HERO> sẽ nhận Sức mạnh"
"TID_WILDCARD_POWER_RANKUP_REWARD_CONFIRM_TITLE","XÁC NHẬN PHẦN THƯỞNG"
"TID_WILDCARD_POWER_RANKUP_REWARD_CONFIRM_INFO","<HERO> sẽ nhận Sức mạnh"
"TID_NAVI_1","Cửa hàng"
"TID_NAVI_2","Tin tức"
"TID_NAVI_3","Trận chiến"
"TID_NAVI_4","Chiến binh Brawl"
"TID_NAVI_5","Câu lạc bộ"
"TID_NAVI_6","Hồ sơ"
"TID_NAVI_7","Bạn bè"
"TID_LEADERBOARD_TITLE","BẢNG XẾP HẠNG"
"TID_LEADERBOARD_TAB_TOTAL","TỔNG SỐ\nCÚP"
"TID_LEADERBOARD_TAB_HEROES","Chiến binh Brawl"
"TID_LEADERBOARD_TAB_CLANS","CÂU LẠC BỘ"
"TID_LEADERBOARD_TAB_FRIENDS","BẠN BÈ"
"TID_LEADERBOARD_SUBTITLE_1","NGƯỜI CHƠI DẪN ĐẦU"
"TID_LEADERBOARD_SUBTITLE_2","CÂU LẠC BỘ DẪN ĐẦU"
"TID_LEADERBOARD_SUBTITLE_0","NGƯỜI CHƠI <HERO> DẪN ĐẦU"
"TID_BATTLE_MAIN_NEXT_REWARD","Phần thưởng tiếp theo: <VALUE>/<MAX>"
"TID_BATTLE_MAIN_NEXT_PLANET","Có bản đồ mới sau: <TIME>"
"TID_BATTLE_MAIN_COLLECTED_COINS","Đã thu thập <VALUE>"
"TID_GATCHA_ERROR_NOT_ENOUGH_GOLD","Thu thập 100 Thẻ để nhận một Hộp Brawl!"
"TID_GATCHA_INFO","<c0000ff>Hộp Brawl</c>\n\nMở Hộp Brawl để kiếm Chiến binh Brawl, Điểm Sức mạnh, Xu hoặc Bộ Nhân đôi Thẻ."
"TID_HERO_INFO_ABILITY_COLOR_1","12b400"
"TID_HERO_INFO_ABILITY_COLOR_2","df1800"
"TID_HERO_INFO_ABILITY_COLOR_3","005bd6"
"TID_HERO_INFO_ARMOR","MÁU"
"TID_HERO_INFO_ABILITY","CHIÊU THỨC TẤN CÔNG: <NAME>"
"TID_HERO_INFO_ULTI","TUYỆT CHIÊU: <NAME>"
"TID_HERO_INFO_ARMOR_LABEL","MÁU"
"TID_HERO_INFO_ABILITY_LABEL","CHIÊU THỨC TẤN CÔNG"
"TID_HERO_INFO_ULTI_LABEL","TUYỆT CHIÊU"
"TID_HERO_INFO_BACK","QUAY LẠI"
"TID_HERO_INFO_UPGRADE","NÂNG CẤP"
"TID_HERO_INFO_ABILITY_LEVEL","CẤP <LEVEL>/<MAXLEVEL>"
"TID_HERO_INFO_CRAFT_HERO","Mua Chiến binh Brawl"
