Name,FileName,StartFrame,EndFrame,Speed,TransitionInMs,TransitionOutMs,AutoFadeMs,Looping,Priority,
NaniLineRecoil,nani_line_friends_attack.scw,,23,,,,200,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0,
NaniLineReload,nani_line_friends_idle.scw,,10,,200,200,100,,,
NaniLineWin,nani_line_friends_win.scw,,114,,,,,,1,
NaniLineWinloop,nani_line_friends_win.scw,115,-1,,,,,true,1,
NaniLineSecondary,nani_line_friends_superloop.scw,,-1,,100,100,,true,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0,
NaniLinePushback,nani_pushback.scw,,-1,,50,,100,,5,
NaniLineLose,nani_line_friends_lose.scw,,-1,,,,,,1,
NaniLineLoseloop,nani_line_friends_lose.scw,117,117,,,,,true,1,
NaniLinePortrait,nani_line_friends_portrait.scw,,-1,,,,,,,
PeepLineIdle,peep_line_friends_idle.scw,1,226,,,,50,true,,
PeepLineWalk,peep_line_friends_idle.scw,1,226,,,,50,true,1,
LouIdle,lou_idle.scw,,-1,,100,100,,true,,
LouWalk,lou_walk.scw,1,22,,100,100,,true,1,
LouAttack,lou_attack.scw,1,5,,,,,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0,
LouRecoil,lou_attack.scw,6,20,,,,100,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0,
LouSuper,lou_attack.scw,1,20,,,,,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0,
LouReload,lou_idle.scw,-1,-1,,,,,,,
LouWin,lou_win.scw,1,101,,,,,,,
LouWinloop,lou_win.scw,102,140,,,,,true,,
LouLose,lou_lose.scw,1,80,,,,,,,
LouLoseloop,lou_lose.scw,80,80,,,,,true,,
LouPortrait,lou_portrait.scw,,,,,,,,,
DynamikeGroomIdle,dynamike_groom_idle.scw,,27,,100,100,,true,0,
DynamikeGroomWalk,dynamike_groom_walk.scw,1,29,150,100,100,,true,1,
DynamikeGroomPrimary,dynamike_groom_attack.scw,1,5,,,,10,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0,
DynamikeGroomSecondary,dynamike_groom_super.scw,1,5,,,,10,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0,
DynamikeGroomRecoil,dynamike_groom_attack.scw,5,20,,,,100,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0,
DynamikeGroomReload,dynamike_groom_walk.scw,1,5,150,66,66,6,,spine_lower_s#0,
DynamikeGroomUlti,dynamike_groom_super.scw,5,20,,,,100,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0,
DynamikeGroomPushback,dynamike_groom_pushback.scw,,-1,,100,100,100,,5,
DynamikeGroomWin,dynamike_groom_win.scw,1,62,,,,,,,
DynamikeGroomWinloop,dynamike_groom_win.scw,62,89,80,,,,true,,
DynamikeGroomLose,dynamike_groom_lose.scw,,41,,,,,,,
DynamikeGroomLoseloop,dynamike_groom_lose.scw,41,50,,,,,true,,
DynamikeGroomProfile,dynamike_groom_portrait.scw,20,20,,,,,true,,
LouKingLose,lou_king_lose.scw,1,120,,,,,,,
LouKingLoseloop,lou_king_lose.scw,120,120,,,,,true,,
LouKingPortrait,lou_king_portrait.scw,,-1,,,,,,,
LouKingWin,lou_king_win.scw,,223,,,,,,,
LouKingWinloop,lou_king_win.scw,224,272,,,,,true,,
GaleNutcrackerIdle,gale_nutcracker_idle.scw,1,59,,200,200,,true,,
GaleNutcrackerWalk,gale_nutcracker_walk.scw,1,22,,200,200,,true,1,
GaleNutcrackerPrimary,gale_nutcracker_attack.scw,1,5,,,,,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0,
GaleNutcrackerRecoil,gale_nutcracker_attack.scw,5,20,,,,50,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0,
GaleNutcrackerPushback,gale_pushback.scw,1,10,,20,100,100,,5,
GaleNutcrackerWin,gale_nutcracker_win.scw,1,81,,,,,,5,
GaleNutcrackerWinloop,gale_nutcracker_win.scw,82,150,,,,,true,1,
GaleNutcrackerLose,gale_nutcracker_lose.scw,1,94,,,,,,,
GaleNutcrackerLoseloop,gale_nutcracker_lose.scw,95,235,,,,,true,,
BrockReduxIdle,brock_redux_idle.scw,,-1,135,74,74,,true,,
BrockReduxWalk,brock_redux_run.scw,,-1,150,100,100,,true,1,
BrockReduxPrimary,brock_redux_attack.scw,,-1,,1,300,300,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0,
BrockReduxSecondary,brock_redux_attack.scw,,-1,,1,,,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0,
BrockReduxRecoil,brock_redux_attack.scw,,-1,,1,100,100,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0,
BrockReduxRecoil2,brock_redux_attack.scw,,-1,,1,100,100,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0,
BrockReduxPushback,brock_pushback1.scw,,-1,,100,100,100,,5,
BrockReduxWin,brock_redux_win_intro.scw,,50,,,500,500,,5,
BrockReduxWinloop,brock_redux_win_loop.scw,,59,,500,,500,true,5,
BrockReduxLose,brock_redux_lose.scw,1,70,,,,,,5,
BrockReduxLoseloop,brock_redux_lose.scw,70,110,,,,,true,5,
BrockReduxHero,brock_redux_win_intro.scw,,35,,,200,200,,5,
BrockReduxProfile,brock_redux_idle.scw,1,1,,,,,,5,
FrankXmasIdle,frank_xmas_idle.scw,,-1,,500,500,,true,,
FrankXmasWalk,frank_xmas_walk.scw,1,29,120,300,300,,true,5,
FrankXmasPrimary,frank_xmas_attack.scw,1,45,,,,100,,5,
FrankXmasSecondary,frank_xmas_super.scw,1,50,,100,100,,,5,
FrankXmasRecoil,frank_xmas_attack.scw,22,35,,,,200,,5,
FrankXmasPushback,frank_xmas_pushback.scw,,-1,,120,120,400,,5,
FrankXmasRecoil2,frank_ulti.scw,36,50,,1,1,100,,5,
FrankXmasWin,frank_xmas_win.scw,1,130,,,,,,5,
FrankXmasWinloop,frank_xmas_win.scw,131,196,,,,,true,1,
FrankXmasLose,frank_xmas_lose.scw,1,131,,,,,,5,
FrankXmasLoseloop,frank_xmas_lose.scw,132,243,,,,,true,1,
FrankXmasProfile,frank_idle.scw,44,44,,,,,,,
FrankXmasIntro,frank_intro_pose.scw,,,,,,,,,
TickSnowmanIdle,tick_snowman_idle.scw,1,47,,,,,true,,
TickSnowmanWalk,tick_snowman_walk.scw,1,21,125,,,,true,1,
TickSnowmanWin,tick_snowman_win.scw,1,97,,,,,,,
TickSnowmanWinloop,tick_snowman_win.scw,97,143,,,,,true,,
TickSnowmanProfile,tick_snowman_idle.scw,16,16,,,,,,,
TickSnowmanPrimary,tick_snowman_attack.scw,1,20,,,,25,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0,
TickSnowmanSecondary,tick_snowman_ult.scw,1,20,,,,25,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0,
TickSnowmanRecoil,tick_snowman_attack.scw,1,20,,,,100,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0,
TickSnowmanUltRecoil,tick_snowman_ult.scw,1,20,,,,300,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0,
TickSnowmanLose,tick_snowman_lose.scw,1,74,,,,,,,
TickSnowmanLoseloop,tick_snowman_lose.scw,74,-1,,,,,true,,
BombheadSnowmanIdle,bombhead_snowman_idle.scw,1,12,,,,,true,,
ByronIdle,byron_idle.scw,1,59,,120,120,,true,,
ByronWalk,byron_walk.scw,1,-1,,100,100,,true,1,
ByronAttack,byron_attack.scw,1,5,,,,,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0,
ByronSuper,byron_super.scw,1,5,,,,,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0,
ByronRecoil,byron_attack.scw,5,30,,,,120,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0,
ByronSuperRecoil,byron_super.scw,5,30,,,,120,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0,
ByronPushback,byron_pushback.scw,,-1,,,,,,5,
EdgarIdle,edgar_idle.scw,1,44,,100,100,,true,,
EdgarWalk,edgar_walk.scw,1,22,,100,100,,true,1,
EdgarAttack,edgar_attack.scw,1,5,,,,,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0,
EdgarRecoil,edgar_attack.scw,6,30,,,200,200,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0,
EdgarSuper,edgar_super.scw,5,60,,,250,250,,3,
EdgarPushback,edgar_pushback.scw,,-1,,50,100,100,,5,
EdgarWin,edgar_win.scw,,130,,,,,,,
EdgarWinloop,edgar_win.scw,131,174,,,,,true,,
ByronWin,byron_win.scw,1,92,,,,,,,
ByronWinloop,byron_win.scw,93,-1,,,,,true,,
ByronLose,byron_lose.scw,1,98,,,,,,,
ByronLoseloop,byron_lose.scw,99,198,,,,,true,,
ByronProfile,byron_win.scw,192,192,,,,,,,
EdgarProfile,edgar_win.scw,,,,,,,,,
EdgarLose,edgar_lose.scw,,26,,,,,,,
EdgarLoseloop,edgar_lose.scw,27,48,,,,,true,,
BoWarriorIdle,bo_warrior_idle.scw,1,29,,100,100,,true,,
BoWarriorWalk,bo_warrior_walk.scw,1,20,,100,100,,true,1,
BoWarriorWin,bo_warrior_win.scw,-1,79,,100,100,500,,,
BoWarriorWinloop,bo_warrior_win.scw,80,120,,100,100,200,true,,
RuffsIdle,ruffs_idle.scw,1,29,,100,100,,true,,
RuffsWalk,ruffs_walk.scw,1,22,,100,100,,true,1,
RuffsAttack,ruffs_attack.scw,1,5,,,,,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0,
RuffsRecoil,ruffs_attack.scw,1,30,,,,120,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0,
RuffsSuper,ruffs_super.scw,1,5,,,,,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0,
RuffsSuperRecoil,ruffs_super.scw,5,20,,,,120,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0,
RuffsPushback,ruffs_pushback.scw,,-1,,50,100,100,,5,
DarrylDroidIdle,droid_darryl_idle.scw,1,-1,,100,100,100,true,,
DarrylDroidWalk,droid_darryl_run.scw,1,20,,100,100,,true,1,
DarrylDroidPrimary,droid_darryl_attack.scw,,10,,100,100,100,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0,
DarrylDroidSecondary,droid_darryl_super.scw,,29,,1,1,1,true,5,
DarrylDroidRecoil,droid_darryl_recoil_01.scw,1,10,,,100,100,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0,
DarrylDroidRecoil2,droid_darryl_recoil_02.scw,1,10,,,100,100,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0,
DarrylDroidReload,droid_darryl_idle.scw,,-1,,800,800,800,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0,
DarrylDroidPushback,droid_darryl_pushback.scw,1,10,,50,100,200,,5,
DarrylDroidWin,droid_darryl_win.scw,,-1,,,,200,,,
DarrylDroidWinloop,droid_darryl_winloop.scw,1,29,,,,,true,,
DarrylDroidLose,droid_darryl_lose.scw,,-1,,,,200,,,
DarrylDroidLoseloop,droid_darryl_lose.scw,45,45,,,,,true,,
DarrylDroidHide,droid_darryl_win.scw,,1,,200,200,100,true,,
DarrylDroidProfile,droid_darryl_win.scw,44,44,,,,,true,,
SpikeLordIdle,spike_lord_idle.scw,,-1,,100,100,,true,,
SpikeLordWalk,spike_lord_walk.scw,,-1,,100,100,,true,1,
SpikeLordPrimary,spike_lord_attack.scw,8,20,,,,100,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0,
SpikeLordSecondary,spike_lord_attack.scw,5,20,,,,100,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0,
SpikeLordRecoil,spike_lord_attack.scw,8,20,,,,100,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0,
SpikeLordRecoil2,spike_lord_attack.scw,5,20,,,,100,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0,
SpikeLordReload,spike_lord_idle.scw,1,2,,200,200,200,,5,
SpikeLordWin,spike_lord_win.scw,1,108,,,,,,5,
SpikeLordWinloop,spike_lord_win.scw,109,145,,,,,true,1,
SpikeLordLose,spike_lord_lose.scw,1,40,,,,,,5,
SpikeLordLoseloop,spike_lord_lose.scw,41,-1,,,,,true,1,
SpikeLordProfile,spike_lord_portrait.scw,,,,,,,,5,
BullDudeLaserIdle,bull_ox_idle.scw,,29,,150,150,,true,,
BullDudeLaserWalk,bull_ox_walk.scw,,21,,100,100,,true,1,
BullDudeLaserPrimary,bull_ox_attack.scw,1,3,,,,,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0,
BullDudeLaserSecondary,bull_ox_super.scw,,21,150,66,66,133,,5,
BullDudeLaserRecoil,bull_ox_attack.scw,4,20,,50,,100,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0,
BullDudeLaserReload,bull_ox_idle.scw,1,10,200,250,250,250,,ChestBone#2,
BullDudeLaserPushback,bull_rock_pushback.scw,,-1,,100,100,100,,5,
BullDudeLaserWin,bull_ox_win.scw,,88,,,,,,5,
BullDudeLaserWinloop,bull_ox_win.scw,89,148,,,,,true,5,
BullDudeLaserLose,bull_ox_lose.scw,,94,,,,,,5,
BullDudeLaserLoseloop,bull_ox_lose.scw,95,174,,,,,true,5,
BullDudeLaserProfile,bull_ox_portrait.scw,10,10,,,,,,5,
PercenterCrewIdle,colette_crew_idle.scw,1,29,,100,100,,true,,
PercenterCrewWalk,colette_crew_walk.scw,1,-1,,100,100,,true,1,
PercenterCrewAttack,colette_attack.scw,1,4,,,,,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0,
PercenterCrewSuper,colette_crew_super.scw,,-1,,50,50,50,true,5,
PercenterCrewRecoil,colette_attack.scw,3,20,,,,100,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0,
PercenterCrewWin,colette_crew_win.scw,1,175,,,1000,1000,,,
PercenterCrewLose,colette_crew_lose.scw,1,86,,,,,,,
PercenterCrewLoseloop,colette_crew_lose.scw,86,86,,,,,true,,
PercenterCrewPortrait,colette_crew_idle.scw,1,1,,,,,,,
RuffsWin,ruffs_win.scw,1,98,,,,,,,
RuffsWinloop,ruffs_win.scw,99,-1,,,,,true,,
RuffsLose,ruffs_lose.scw,,68,,,,,,,
RuffsLoseloop,ruffs_lose.scw,69,-1,,,,,true,,
LouCroonerWin,lou_crooner_win.scw,1,101,,,,,,,
LouCroonerWinloop,lou_crooner_win.scw,102,-1,,,,,true,,
RuffsRoninIdle,ruffs_ronin_idle.scw,1,29,,100,100,,true,,
RuffsRoninWalk,ruffs_ronin_walk.scw,1,22,,100,100,,true,1,
RuffsRoninAttack,ruffs_ronin_attack.scw,1,5,,,,,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0,
RuffsRoninSuper,ruffs_super.scw,1,5,,,,,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0,
RuffsRoninRecoil,ruffs_attack.scw,1,30,,,,120,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0,
RuffsRoninSuperRecoil,ruffs_super.scw,5,20,,,,120,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0,
RuffsRoninPushback,ruffs_pushback.scw,,-1,,50,100,100,,5,
RuffsRoninWin,ruffs_ronin_win.scw,1,80,,,,,,,
RuffsRoninWinloop,ruffs_ronin_win.scw,81,118,,,,,true,,
RuffsRoninLose,ruffs_ronin_lose.scw,,152,,,,,,,
RuffsRoninLoseloop,ruffs_ronin_lose.scw,153,184,,,,,true,,
RuffsPortrait,ruffs_idle.scw,,,,,,,,,
RuffsRoninPortrait,ruffs_ronin_idle.scw,,,,,,,,,
LouCroonerPortrait,lou_crooner_portrait.scw,10,-1,,,,,,,
LouCroonerLose,lou_crooner_lose.scw,,-1,,,,,,,
LouCroonerLoseloop,lou_crooner_lose.scw,105,-1,,,,,true,,
,,,,,,,,,,
