"TID","JP"
"TID_STAT_HAMMER_DAMAGE","0.2秒ごとのダメージ"
"TID_BATTLE","プレイ"
"TID_QUIT","終了"
"TID_MATCHMAKING_QUIT","終了"
"TID_MATCHMAKING_HEADING","プレイヤーを探しています"
"TID_MATCHMAKING_TIME_LABEL","ゲーム開始まで："
"TID_MATCHMAKING_PLAYERS","待機中のプレイヤー：<x>/<y>"
"TID_BUTTON_CANCEL","キャンセル"
"TID_BUTTON_OK","OK"
"TID_ENTER_NAME_TITLE","ブロスタへようこそ！"
"TID_ENTER_NAME_BODY","あなたの名前は？"
"TID_TIME_DAYS","日"
"TID_TIME_HOURS","時間"
"TID_TIME_MINS","分"
"TID_TIME_SECS","秒"
"TID_MATCHMAKING_TIME","開始時間：<TIME>"
"TID_SUPERCELL_ID_TITLE","Supercell ID"
"TID_SUPERCELL_ID_BUTTON_CONNECTED","接続済み"
"TID_SUPERCELL_ID_BUTTON_DISCONNECTED","接続する"
"TID_SUPERCELL_ID_LOGIN_BUTTON","ログイン"
"TID_SUPERCELL_ID_NEW_GAME_BUTTON","そのままプレイ"
"TID_CANNOT_SWITCH_TO_ACCOUNT_WITHOUT_SUPERCELL_ID","XPレベル<number>のアカウントを読み込みますか？Supercell IDにログインすれば、進行状況を読み込むことができます。"
"TID_ERROR_POP_UP_OUT_OF_SYNC_TITLE","エラー"
"TID_ERROR_POP_UP_OUT_OF_SYNC","クライアントとサーバーが同期していません。"
"TID_ERROR_POP_UP_OUT_OF_SYNC_BUTTON","ゲームを再起動"
"TID_ERROR_POP_UP_CONNECTION_FAILED_TITLE","接続エラー"
"TID_ERROR_POP_UP_CONNECTION_FAILED","サーバーに接続できません。インターネット接続を確認し、再度お試しください。"
"TID_ERROR_POP_UP_CONNECTION_FAILED_BUTTON","再試行"
"TID_ERROR_POP_UP_LOGIN_FAILED_TITLE","ログイン失敗"
"TID_ERROR_POP_UP_LOGIN_FAILED","しばらくたってから再度お試しください。"
"TID_ERROR_POP_UP_LOGIN_FAILED_BUTTON","再試行"
"TID_ERROR_POP_UP_AUTO_DISCONNECTED_TITLE","応答がありません"
"TID_ERROR_POP_UP_AUTO_DISCONNECTED","下のボタンをタップして、ゲームを再起動してください。"
"TID_ERROR_POP_UP_AUTO_DISCONNECTED_BUTTON","ゲームを再起動"
"TID_ERROR_POP_UP_WRONG_CLIENT_VERSION_TITLE","アップデートがあります"
"TID_ERROR_POP_UP_WRONG_CLIENT_VERSION","ブロスタの新バージョンをダウンロードできます！"
"TID_ERROR_POP_UP_WRONG_CLIENT_VERSION_BUTTON","アップデート"
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_TITLE","メンテナンス中"
"TID_ERROR_POP_UP_SERVER_MAINTENANCE","現在サーバーのメンテナンス中です。しばらくたってから再度お試しください。"
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_BUTTON","再試行"
"TID_ERROR_POP_UP_BANNED_TITLE","アカウント停止"
"TID_ERROR_POP_UP_BANNED","アカウントが一時的に停止されました。"
"TID_ERROR_POP_UP_BANNED_BUTTON","OK"
"TID_ERROR_POP_UP_BANNED_BUTTON_CONTACT_PS","サポートへ連絡"
"TID_ERROR_POP_UP_BANNED_ARTICLE_BUTTON","詳細"
"TID_INFO_POP_UP_IAP_NOTE_TITLE","重要なお知らせ"
"TID_INFO_POP_UP_IAP_NOTE","ブロスタは無料でプレイできますが、アプリ内でアイテムを購入することで、ゲームを早く進めることもできます。またこの機能は、お使いのデバイスの「設定」内にある「App内での購入」から無効にすることもできます。「OK」をタップすると、当社のサービス利用規約とプライバシーポリシーに同意したものとみなされます。"
"TID_INFO_POP_UP_IAP_NOTE_BUTTON","OK"
"TID_SERVER_ERROR_TITLE","サーバーエラー：<number>"
"TID_SERVER_ERROR","バトル中に接続が切断されました。"
"TID_SERVER_ERROR_BUTTON","OK"
"TID_ERROR_POP_UP_CONNECTION_LOST_TITLE","接続が切断されました"
"TID_ERROR_POP_UP_CONNECTION_LOST","再度ログインしてください。"
"TID_ERROR_POP_UP_CONNECTION_LOST_BUTTON","再ログイン"
"TID_TROPHIES","トロフィー"
"TID_PRACTICE","練習"
"TID_READY","準備完了"
"TID_BATTLE_END_TITLE_VICTORY","勝利！"
"TID_BATTLE_END_TITLE_DEFEAT","敗北"
"TID_BATTLE_END_TITLE_DRAW","引き分け"
"TID_BATTLE_END_TITLE_COOP_SURVIVAL","生存時間：<TIME>"
"TID_BATTLE_END_DEATHMATCH_VICTORY","No.1!"
"TID_BATTLE_END_DEATHMATCH_DEFEAT","ランク：<RANK>"
"TID_BATTLE_END_TVST_DRAW_DESC","両チームのエメラルドが同数のため、引き分けです！"
"TID_BATTLE_END_TITLE_1VS5_YOU_WIN_IN_TEAM","巨大キャラ撃破まで：<TIME>"
"TID_BATTLE_END_TITLE_1VS5_YOU_WIN_AS_BOSS","生存時間：<TIME>"
"TID_BATTLE_END_TITLE_RAID_BOSS_VICTORY","チャレンジレベル：\n<LEVEL>クリア！"
"TID_BATTLE_END_TITLE_RAID_BOSS_DEFEAT","敗北"
"TID_BATTLE_END_RETURN_HOME","終了"
"TID_BATTLE_END_NEXT","次へ"
"TID_BATTLE_END_TAP","タップして進む"
"TID_BATTLE_END_NO_PRACTISE_TROPHIES","練習ではトロフィーを獲得できません"
"TID_BATTLE_END_XP_CAPPED","今日のXPはすべて回収しました"
"TID_BATTLE_END_PLAY_AGAIN","もう一度"
"TID_BATTLE_END_PLAY_AGAIN_CANCEL","キャンセル"
"TID_BATTLE_END_PLAY_AGAIN_READY_PLAYERS","<WAITING>/<TOTAL>"
"TID_BATTLE_END_PLAY_AGAIN_PLAYERS","<caaaaaa><TOTAL></c>"
"TID_BATTLE_END_PLAY_AGAIN_TIMER","<TIME>"
"TID_BATTLE_END_NEW_MEMBER_TO_GAMEROOM","<NAME>がチームに参加しました"
"TID_BATTLE_END_OVERWHELMING_VICTORY","大勝利"
"TID_BATTLE_END_OVERWHELMING_VICTORY_LONG","大勝利"
"TID_RESPAWNING","リスポーンまで：\n<n1>"
"TID_TEAMS_POPUP_TITLE","チーム"
"TID_TEAMS_POPUP_SUBTITLE_IN_CLAN","クラブ＆フレンドチーム"
"TID_TEAMS_POPUP_SUBTITLE_NOT_IN_CLAN","クラブに参加してもっと楽しみましょう！"
"TID_TEAMS_POPUP_SEARCH","コードで参加"
"TID_TEAMS_POPUP_CREATE","チームを作成"
"TID_TEAM_SEARCH_POPUP_TITLE","コードで参加"
"TID_TEAM_SEARCH_POPUP_SEARCH","参加"
"TID_TEAM_JOIN_ROOM_CODE","ここにコードを入力..."
"TID_TEAM_CHANGE_MAP","変更"
"TID_TEAM_TYPE_INFO_0","ガチバトル"
"TID_TEAM_TYPE_INFO_1","フレンドバトル"
"TID_TEAM_TYPE_INFO_2","チケット"
"TID_TEAM_MEMBER_LEFT_0","チームを脱退しました。"
"TID_TEAM_MEMBER_LEFT_1","チームから追放されました。"
"TID_TEAM_MEMBER_LEFT_2","イベントが終了したためチームは解散しました。"
"TID_TEAM_MEMBER_LEFT_3","チーム作成者が脱退したためチームは解散しました。"
"TID_TEAM_MEMBER_LEFT_4","大会ゲームがキャンセルされました"
"TID_TEAM_MEMBER_LEFT_5","大会ゲームが期限切れになりました"
"TID_TEAM_MEMBER_LEFT_6","大会ゲームが終了しました"
"TID_TEAM_GAME_STARTING","まもなく開始"
"TID_TEAM_CODE_COPIED","コードをコピーしました"
"TID_TEAM_MEMBER_INVITE_STATUS_1","<c00ff00>招待中</c>"
"TID_TEAM_MEMBER_INVITE_STATUS_2","<ccc0000>拒否</c>"
"TID_TEAM_MEMBER_INVITE_STATUS_3","<c0000cc>オフライン</c>"
"TID_TEAM_MEMBER_CANCEL_INVITE_INFO","タップして\nキャンセル"
"TID_TEAM_ERROR_1","チームサーバーエラー"
"TID_TEAM_ERROR_2","チームが満員のため参加できません。"
"TID_TEAM_ERROR_3","チームがすでに解散しているため参加できません。"
"TID_TEAM_ERROR_5","無効なコードです。正しいコードを確認してください。"
"TID_TEAM_ERROR_6","該当するチームが見つかりません。"
"TID_TEAM_ERROR_7","追放されるとチームに参加できません。"
"TID_TEAM_ERROR_8","チーム設定を確認してください。1チームに参加できるプレイヤーは3人までです。"
"TID_TEAM_ERROR_10","すでにチームに参加しているため、チームを作成できません。"
"TID_TEAM_ERROR_11","イベントが終了しているため、チームを作成できません。"
"TID_TEAM_ERROR_12","期限が切れたチームには参加できません。"
"TID_TEAM_ERROR_14","チームを作成できません。このイベントはチームプレイに対応していません。"
"TID_TEAM_ERROR_15","地域が異なるため、このチームには参加できません。"
"TID_TEAM_ERROR_17","ゲームを開始できません。\n同じキャラクターは使えません。"
"TID_TEAM_ERROR_18","ゲームを開始できません。\nまもなくメンテナンスに入ります。"
"TID_TEAM_ERROR_19","チーム作成者がオンラインの間は追放できません。"
"TID_TEAM_ERROR_20","マップを変更できません。このマップを選ぶにはプレイヤーが多すぎます。"
"TID_TEAM_ERROR_21","チケットが足りないため、ゲームを開始できません。"
"TID_TEAM_ERROR_22","プレイヤーが多すぎるため、マップを変更できません。"
"TID_TEAM_ERROR_24","フレンドが見つからないため、招待できませんでした。"
"TID_TEAM_ERROR_25","チームが満員のため招待できません。"
"TID_TEAM_ERROR_26","招待が拒否されました。"
"TID_TEAM_ERROR_27","このプレイヤーは、現在チームの招待を受け付けていないため招待できません。"
"TID_TEAM_ERROR_28","プレイヤーがオフラインになったため、招待できませんでした。"
"TID_TEAM_ERROR_29","このプレイヤーは、すでにチームに参加しているため招待できません。"
"TID_TEAM_ERROR_30","返事待ちの招待があるため、ゲームを開始できません。"
"TID_TEAM_ERROR_31","返事待ちの招待があるため、イベントを変更できません。"
"TID_TEAM_ERROR_32","ゲームモードに対してチームメンバーが多すぎます"
"TID_TEAM_ERROR_33","このゲームモードはチームプレイに対応していません"
"TID_TEAM_ERROR_34","すでに最後のボスを倒しています"
"TID_TEAM_ERROR_40","チーム参加申請は保留中です"
"TID_TEAM_ERROR_41","参加申請が拒否されました"
"TID_TEAM_ERROR_42","チームが見つからないため\n参加申請できません"
"TID_TEAM_ERROR_43","参加申請の受信者がチームを脱退しています"
"TID_TEAM_ERROR_44","参加申請の受信者がオフラインです"
"TID_TEAM_ERROR_45","チームが満員のため参加申請できません。"
"TID_TEAM_ERROR_46","参加申請の受信者にミュートされています"
"TID_TEAM_ERROR_47","参加申請を承認できるのはフレンドゲームの作成者のみです"
"TID_TEAM_ERROR_48","参加申請の受信者がミュート中です"
"TID_TEAM_ERROR_60","プレイヤーが多すぎるため、イベントを提案できません"
"TID_TEAM_ERROR_61","返事待ちの招待があるため、イベントの変更を提案できません"
"TID_TEAM_ERROR_62","チーム作成者がこのイベントをアンロックしていないため、提案できません"
"TID_TEAM_ERROR_102","保留中の参加申請があるためチームを作成できません"
"TID_TEAM_ERROR_120","ゲームを開始できません。現在のチャレンジレベルに対応したマップ以外はプレイできません。"
"TID_TEAM_ERROR_121","挑戦回数がなくなったため\nバトルを開始できません。"
"TID_SELECT_LOCATION_TITLE","マップを選択"
"TID_SELECT_LOCATION_LOCATIONS","フレンドバトル"
"TID_SELECT_LOCATION_EVENTS","ガチバトル"
"TID_TEAM_SEARCH_INVALID_CODE","無効なコードです。正しいコードを確認してください。"
"TID_TEAM_LEAVE","退出"
"TID_TEAM_JOIN","チームに参加"
"TID_TEAM_READY_BUTTON_LABEL","準備完了"
"TID_TEAM_CANCEL_READY","キャンセル"
"TID_TEAM_QUIT","終了"
"TID_TEAM_TEAMCODE","チームコード"
"TID_TEAM_TEAMCODE_DESC","フレンドはこのコードでチームにアクセスできます"
"TID_TEAM_WAITING_FOR_PLAYER","チームコードで招待"
"TID_TEAM_NO_MEMBER","ボット"
"TID_TEAM_NO_MEMBER_INVITE","招待"
"TID_TEAMCREATE_EVENT","マップ"
"TID_TEAM_KICK","追放"
"TID_TEAM_PROFILE","プロフィール"
"TID_TEAM_SWAP","チームを入れ替える"
"TID_TEAM_SWAP_HERE","入れ替える"
"TID_TEAM_CREATOR_ONLY_FEATURE","チーム作成者にしか利用できません"
"TID_TEAM_CREATOR_ONLY_FEATURE_MODES","イベントを変更できるのは\nチーム作成者のみです"
"TID_TEAM_PROFILE_BLOCKED","準備完了を選ぶと見られません"
"TID_TEAM_FEATURE_BLOCKED_WHILE_READY","準備完了を選ぶと\n利用できません"
"TID_TEAM_PRACTISE_BUTTON_LABEL","練習"
"TID_TEAM_PRACTISE_BUTTON_SUBLABEL","ボットと"
"TID_TEAM_LOOT_UNLOCKS","報酬"
"TID_BONUS_REWARD","3勝ボーナス："
"TID_BONUS_REWARD_COLLECTED","ボーナスを受け取りました"
"TID_INFO_SERVER_ERROR_TITLE","サーバーエラー"
"TID_INFO_SERVER_ERROR_BUTTON","ゲームを再起動"
"TID_RARITY_NAME_0","トロフィー目標"
"TID_RARITY_NAME_1","レア"
"TID_RARITY_NAME_2","スーパーレア"
"TID_RARITY_NAME_3","ハイパーレア"
"TID_RARITY_NAME_4","ウルトラレア"
"TID_RARITY_NAME_5","レジェンドレア"
"TID_RARITY_COLOR_0","B9EAFF"
"TID_RARITY_COLOR_1","68FD58"
"TID_RARITY_COLOR_2","5AB3FF"
"TID_RARITY_COLOR_3","D850FF"
"TID_RARITY_COLOR_4","FE5E72"
"TID_RARITY_COLOR_5","FFF11E"
"TID_HERO_SCREEN_DIM_COLOR","164382"
"TID_RANK_UP_POPUP_TITLE","ランクアップ！"
"TID_RANK_UP_POPUP_REWARD_BONUS","ランクアップボーナス"
"TID_RANK_UP_POPUP_RANK","ランク<RANK>"
"TID_NAME_FAILED_TOO_SHORT","名前が短すぎます"
"TID_NAME_FAILED_PROFANITIES","無効な名前です"
"TID_NAME_FAILED","無効な名前です"
"TID_EVENT_STARTED","<GAMEMODE>のマップが登場！新たに報酬を獲得できます！"
"TID_SELECT_HERO_INFO_1","<cFF8000>PvP</c>"
"TID_SELECT_HERO_INFO_2","<c2288ff>ボット戦</c>"
"TID_SELECT_HERO_INFO_3","<c40E0D0>ソロ + ボット</c>"
"TID_SELECT_HERO_INFO_1_6","<cFF8000>PvP</c>"
"TID_SELECT_HERO_INFO_3_6","<c40E0D0>ソロ + ボット</c>"
"TID_SELECT_HERO_INFO_FRIENDLY","<c40E0D0>フレンドバトルでは全キャラクターが完全にアップグレードされます</c>"
"TID_SELECT_HERO_INFO_RANK_REWARD","パワーポイントを受け取るには"
"TID_SELECT_HERO_POW_INFO_TITLE","パワーポイント報酬"
"TID_SELECT_HERO_POW_INFO_PURCHASE_TITLE","パワーポイントを購入"
"TID_SELECT_HERO_POW_INFO_BODY","パワーポイントを受け取る\nキャラクターを選ぼう"
"TID_SELECT_HERO_WILD_CARD_POWER_NOT_ASSIGNABLE","このキャラクターはすでにパワーポイントが最大です"
"TID_WILDCARD_POWER_PURCHASE_CONFIRM_TITLE","購入を確定"
"TID_WILDCARD_POWER_PURCHASE_CONFIRM_INFO","パワーポイントは<HERO>に追加されます"
"TID_WILDCARD_POWER_RANKUP_REWARD_CONFIRM_TITLE","報酬を確定"
"TID_WILDCARD_POWER_RANKUP_REWARD_CONFIRM_INFO","パワーポイントは<HERO>に追加されます"
"TID_NAVI_1","ショップ"
"TID_NAVI_2","新着"
"TID_NAVI_3","バトル"
"TID_NAVI_4","キャラクター"
"TID_NAVI_5","クラブ"
"TID_NAVI_6","プロフィール"
"TID_NAVI_7","フレンド"
"TID_LEADERBOARD_TITLE","ランキング"
"TID_LEADERBOARD_TAB_TOTAL","合計\nトロフィー"
"TID_LEADERBOARD_TAB_HEROES","キャラクター"
"TID_LEADERBOARD_TAB_CLANS","クラブ"
"TID_LEADERBOARD_TAB_FRIENDS","フレンド"
"TID_LEADERBOARD_SUBTITLE_1","ベストプレイヤー"
"TID_LEADERBOARD_SUBTITLE_2","ベストクラブ"
"TID_LEADERBOARD_SUBTITLE_0","ベスト<HERO>プレイヤー"
"TID_BATTLE_MAIN_NEXT_REWARD","次の報酬：<VALUE>/<MAX>"
"TID_BATTLE_MAIN_NEXT_PLANET","次のマップまで：<TIME>"
"TID_BATTLE_MAIN_COLLECTED_COINS","<VALUE>枚回収済み"
"TID_GATCHA_ERROR_NOT_ENOUGH_GOLD","トークンを100個集めてブロスタボックスをアンロック！"
"TID_GATCHA_INFO","<c0000ff>ブロスタボックス</c>\n\nキャラやパワーポイント、コイン、ダブルトークンを入手できます。"
"TID_HERO_INFO_ABILITY_COLOR_1","12b400"
"TID_HERO_INFO_ABILITY_COLOR_2","df1800"
"TID_HERO_INFO_ABILITY_COLOR_3","005bd6"
"TID_HERO_INFO_ARMOR","HP"
"TID_HERO_INFO_ABILITY","通常攻撃：<NAME>"
"TID_HERO_INFO_ULTI","必殺技：<NAME>"
"TID_HERO_INFO_ARMOR_LABEL","HP"
"TID_HERO_INFO_ABILITY_LABEL","通常攻撃"
"TID_HERO_INFO_ULTI_LABEL","必殺技"
"TID_HERO_INFO_BACK","戻る"
"TID_HERO_INFO_UPGRADE","アップグレード"
"TID_HERO_INFO_ABILITY_LEVEL","レベル：<LEVEL>/<MAXLEVEL>"
"TID_HERO_INFO_CRAFT_HERO","キャラを購入"
"TID_HERO_INFO_RARITY","<c<COLOR>><NAME></c>"
"TID_HERO_INFO_ITEM_RARITY","<c<COLOR>><NAME></c>"
"TID_HERO_INFO_POWER_BAR_TOOL_TIP","ブロスタボックスやショップのセール品からパワーポイントを集めて、キャラをアップグレードをしましょう"
"TID_HERO_INFO_STAR_POWER_CAN_DROP","スターパワーがブロスタボックスから入手可能になりました！"
"TID_HERO_INFO_STAR_POWER_BLOCKED","選べるスターパワーで<HERONAME>をパワーアップしましょう！\nパワー<LEVEL>に到達するとブロスタボックスから入手できます。"
"TID_HERO_INFO_ACCESSORIES_CAN_DROP","ガジェットがブロスタボックスから入手可能になりました"
"TID_HERO_INFO_ACCESSORIES_BLOCKED","特別なガジェットで<HERONAME>をパワーアップしましょう！パワー<LEVEL>に到達するとブロスタボックスから入手できます。"
"TID_HERO_INFO_STAR_POWER_LABEL","スターパワー：<NAME>"
"TID_HERO_INFO_ACCESSORIES_LABEL","ガジェット：<NAME>"
"TID_HERO_INFO_ABILITY_DESC","<c<COLOR>><CAPTION></c>\n<BODY>"
"TID_MATCHMAKE_FAILED_5","マッチ不成立: イベントは終了しました"
"TID_MATCHMAKE_FAILED_7","マッチ不成立：チームメンバーがサーバーから切断されました"
"TID_MATCHMAKE_FAILED_9","マッチメイキング失敗：メンテナンスが始まります"
"TID_MATCHMAKE_FAILED_11","マッチメイキング失敗：チームメンバーが退出しました"
