"TID","TH"
"TID_MECHANIC_ULTI_DESC","เจสซี่เรียกป้อมปืนที่โจมตีศัตรูโดยอัตโนมัติ และทำมาจากวัสดุรีไซเคิล 100% ด้วยนะ!"
"TID_SHAMAN","นิต้า"
"TID_SHAMAN_DESC","นิต้าโจมตีศัตรูของเธอด้วยคลื่นกระแทกที่ดังสนั่น ท่าไม้ตายของเธอจะเป็นการอัญเชิญหมีตัวโตมาสู้เคียงข้าง!"
"TID_SHAMAN_WEAPON","ฉีกสะบั้น"
"TID_SHAMAN_WEAPON_DESC","นิต้าส่งคลื่นกระแทกไปด้านหน้า ศัตรูที่ได้รับความเสียหายจะมีอาการสั่น"
"TID_SHAMAN_ULTI","จอมบงการ"
"TID_SHAMAN_ULTI_DESC","นิต้าอัญเชิญวิญญาณของลูกหมียักษ์เพื่อตามล่าศัตรู"
"TID_UNDERTAKER","มอร์ติส"
"TID_UNDERTAKER_DESC","มอร์ติสพุ่งไปด้านหน้าพร้อมแกว่งพลั่วไปมา ท่าไม้ตายของเขาคือการปล่อยฝูงค้างคาวเพื่อสร้างความเสียหายให้กับศัตรูและฟื้นฟูพลังชีวิตของตัวเอง!"
"TID_UNDERTAKER_WEAPON","พลั่วควงสว่าน"
"TID_UNDERTAKER_WEAPON_DESC","มอร์ติสพุ่งไปด้านหน้าพร้อมกับควงพลั่วที่จะสร้างโอกาสทางธุรกิจให้กับกิจการสัปเหร่อของเขา"
"TID_UNDERTAKER_ULTI","เลือดแห่งชีวิต"
"TID_UNDERTAKER_ULTI_DESC","มอร์ติสเรียกฝูงค้างคาวแวมไพร์ที่ดูดพลังชีวิตของศัตรูมาฟื้นคืนพลังชีวิตให้กับตนเอง สยอง!"
"TID_CROW","โครว"
"TID_CROW_DESC","โครวปามีดอาบยาพิษออกไปสามเล่ม ท่าไม้ตายของเขาคือเขาจะกระโดดขึ้นฟ้าพร้อมปามีดไปรอบตัวทั้งตอนกระโดดและตอนลงพื้น!"
"TID_CROW_WEAPON","มีดพกสังหาร"
"TID_CROW_WEAPON_DESC","โครวปามีดออกไปสามเล่ม ศัตรูที่ถูกใบมีดอาบยาพิษจะได้รับความเสียหายเพิ่มเติมตามเวลา"
"TID_CROW_ULTI","โฉบถลา"
"TID_CROW_ULTI_DESC","โครวบินขึ้นฟ้าแล้วปามีดอาบยาพิษเป็นวงแหวนรอบตัวเขาทั้งตอนบินขึ้นและลงจากฟ้า"
"TID_DEAD_MARIACHI","โปโค่"
"TID_DEAD_MARIACHI_DESC","โปโค่ยิงคลื่นเสียงที่สร้างความเสียหายให้กับศัตรู ท่าไม้ตายของเขาจะฟื้นฟูพลังชีวิตให้กับตัวเองและเพื่อนร่วมทีม!"
"TID_DEAD_MARIACHI_WEAPON","คอร์ดร็อค"
"TID_DEAD_MARIACHI_WEAPON_DESC","โปโค่ดีดกีตาร์ส่งคลื่นสะท้านกระดูกไปข้างหน้า สร้างความเสียหายแก่ศัตรูที่ถูกคลื่นกระทบ"
"TID_DEAD_MARIACHI_ULTI","ทำนองที่เพรียกหา"
"TID_DEAD_MARIACHI_ULTI_DESC","โปโค่ฟื้นฟูพลังชีวิตให้กับตัวเองและพันธมิตรที่อยู่ในระยะด้วยบทเพลงที่ให้กำลังใจ ไม่มีผลต่อตัวละครฝ่ายตรงข้าม"
"TID_BOW_DUDE","โบ"
"TID_BOW_DUDE_DESC","โบยิงลูกศรระเบิดสามดอกไปยังศัตรู ท่าไม้ตายของเขาคือการวางกับระเบิดพรางตาสามลูกไว้บนพื้น!"
"TID_BOW_DUDE_WEAPON","นัยน์ตาอินทรี"
"TID_BOW_DUDE_WEAPON_DESC","โบจะยิงลูกศรระเบิดออกไปสามดอก ฉีกร่างศัตรูดุจกงเล็บอินทรี"
"TID_BOW_DUDE_ULTI","ล่าจิ้งจอก"
"TID_BOW_DUDE_ULTI_DESC","โบวางกับดักระเบิดไว้บนพื้น เมื่อศัตรูเหยียบ กับดักจะระเบิดหลังดีเลย์ไม่นาน สร้างความเสียหายและผลักศัตรูกระเด็นถอยหลัง"
"TID_SNIPER","ไพเพอร์"
"TID_SNIPER_DESC","การซุ่มยิงของไพเพอร์จะสร้างความเสียหายเพิ่มขึ้นตามระยะทางการยิง ท่าไม้ตายของเธอคือการทิ้งระเบิดในขณะที่เธอกระโดดหนี!"
"TID_SNIPER_WEAPON","ปืนร่ม"
"TID_SNIPER_WEAPON_DESC","ไพเพอร์ยิงกระสุนลอบสังหารจากปลายร่มของเธอ กระสุนจะสร้างความเสียหายเพิ่มขึ้นตามระยะทาง!"
"TID_SNIPER_ULTI","ระเบิดจากฟากฟ้า"
"TID_SNIPER_ULTI_DESC","ไพเพอร์กระโดดขึ้นสูงเพื่อหนีจากผู้ชายจอมตื้อ แต่เธอก็ยังใจดีทิ้งระเบิดมือจากสายรัดถุงน่องของเธอไว้ให้ดูต่างหน้า!"
"TID_MINIGUN_DUDE","แพม"
"TID_MINIGUN_DUDE_DESC","แพมใช้เศษเหล็กเป็นกระสุนระดมยิงใส่เป้าหมาย ท่าไม้ตายของเธอคือป้อมพยาบาลที่ฟื้นฟูพลังชีวิตให้ตัวเองและเพื่อนร่วมทีม!"
"TID_MINIGUN_DUDE_WEAPON","เศษเหล็กสลาตัน"
"TID_MINIGUN_DUDE_WEAPON_DESC","แพมพ่นเศษเหล็กออกเป็นบริเวณกว้าง ขอแนะนำว่าให้ใส่แว่นตานิรภัยไว้ด้วย!"
"TID_MINIGUN_DUDE_ULTI","จูบของแม่"
"TID_MINIGUN_DUDE_ULTI_DESC","ป้อมพยาบาลของแพมจะฟื้นฟูพลังชีวิตให้เธอและพันธมิตรที่อยู่ในบริเวณ"
"TID_BONE_THROWER","นักขว้างกระดูก"
"TID_BONE_THROWER_DESC","เล็กๆ ไม่ ใหญ่ๆ ทำ! มินิกันเนอร์สามารถกำจัดเหล่าวายร้ายให้ราบคาบด้วยปืนกลกระบอกใหญ่ (ความเร็วในการเคลื่อนที่ต่ำ ป้องกันการกระเด็น)"
"TID_BONE_THROWER_WEAPON","มินิกัน"
"TID_BONE_THROWER_WEAPON_DESC","มินิกันเนอร์ทำให้การใช้ปืนกลนี้ดูง่าย ทำได้แม้กระทั่งเดินชิลล์ๆ ในขณะที่ปล่อยให้ปืนกลรัวกระสุน!"
"TID_BONE_THROWER_ULTI","ผู้ปฐมพยาบาล"
"TID_BONE_THROWER_ULTI_DESC","เมื่อคุณได้รับบาดเจ็บในการต่อสู้สุดเข้มข้น ผู้ปฐมพยาบาลจะช่วยให้คุณรักษาฟอร์มการต่อสู้ของทีมได้!"
"TID_BLACK_HOLE","ทาร่า"
"TID_BLACK_HOLE_DESC","ทาร่าปาไพ่ทาโร่ต์สามใบที่ทะลวงผ่านศัตรูได้ ท่าไม้ตายของเธอคือการสร้างหลุมดำที่ดูดศัตรูที่อยู่ใกล้เคียงเข้ามาและสร้างความเสียหาย!"
"TID_BLACK_HOLE_WEAPON","ทาโร่ต์ทะลวง"
"TID_BLACK_HOLE_WEAPON_DESC","ทาร่าสะบัดข้อมือปาไพ่ทาโร่ต์สามใบที่ทะลวงผ่านศัตรู ลูกเล่นแพรวพราวสุดๆ!"
"TID_BLACK_HOLE_ULTI","แรงโน้มถ่วง"
"TID_BLACK_HOLE_ULTI_DESC","ทาร่าร่ายเวทเสกสนามแรงโน้มถ่วงสุดพิศวงขึ้นมา! ศัตรูที่อยู่ในบริเวณนั้นจะถูกดูดเข้าไปบีบอัดด้วยกันอย่างรุนแรง"
"TID_TURRET_DAMAGE","พลังโจมตีของป้อมปืน"
"TID_TURRET_HEALTH","พลังชีวิตป้อมปืน"
"TID_STAT_DAMAGE_PER_SECOND","ความเสียหายต่อวินาที"
"TID_STAT_DAMAGE_PER_SECOND_EACH","ความเสียหายต่อวินาที"
"TID_STAT_DAMAGE_PER_STRIKE","ความเสียหายต่อหมัด"
"TID_ROBOT","รองหัวหน้าไอรอนส์"
"TID_ROBOT_DESC","สร้างขึ้นเพื่อรับใช้ แต่งตั้งเพื่อทำลาย"
"TID_ROBOT_WEAPON","มือซุ่มยิงจรวด"
"TID_ROBOT_WEAPON_DESC","รองหัวหน้าไอรอนส์ยิงจรวดลูกระเบิดออกไปในระยะที่ไกลมากด้วยความแม่นยำในแบบจักรกล"
"TID_ROBOT_ULTI","คุมฝูงชน"
"TID_ROBOT_ULTI_DESC","เมื่อต้องใช้มาตรการขั้นเด็ดขาด รองหัวหน้าไอรอนส์จะระดมยิงจรวดไปยังฝูงชนที่วุ่นวาย"
"TID_ARMOR_STAT","พลังชีวิต"
"TID_HEALTH","พลังชีวิต"
"TID_STAT_GRENADE_DAMAGE","ความเสียหายต่อลูกระเบิด"
"TID_STAT_MISSILE_DAMAGE","ความเสียหายต่อจรวด"
"TID_STAT_HEALTH","พลังชีวิต"
"TID_STAT_SPEED","ความเร็ว"
"TID_STAT_DAMAGE","ความเสียหาย"
"TID_STAT_DAMAGE_PER_SHOT","ความเสียหายต่อกระสุน"
"TID_STAT_DAMAGE_PER_SHELL","ความเสียหายต่อลูกปราย"
"TID_STAT_HAMMER_DAMAGE","ความเสียหายทุกๆ 0.2 วินาที"
"TID_BATTLE","เล่น"
"TID_QUIT","ออก"
"TID_MATCHMAKING_QUIT","ออก"
"TID_MATCHMAKING_HEADING","กำลังค้นหาผู้เล่น"
"TID_MATCHMAKING_TIME_LABEL","เกมเริ่มใน:"
"TID_MATCHMAKING_PLAYERS","พบผู้เล่น <x>/<y>"
"TID_BUTTON_CANCEL","ยกเลิก"
"TID_BUTTON_OK","ตกลง"
"TID_ENTER_NAME_TITLE","ยินดีต้อนรับสู่ Brawl Stars!"
"TID_ENTER_NAME_BODY","คุณชื่ออะไร?"
"TID_TIME_DAYS","ว."
"TID_TIME_HOURS","ชม."
"TID_TIME_MINS","น."
"TID_TIME_SECS","วิ."
"TID_MATCHMAKING_TIME","เวลาที่จะเริ่ม <TIME>"
"TID_SUPERCELL_ID_TITLE","Supercell ID"
"TID_SUPERCELL_ID_BUTTON_CONNECTED","เชื่อมต่อแล้ว"
"TID_SUPERCELL_ID_BUTTON_DISCONNECTED","เชื่อมต่อ"
"TID_SUPERCELL_ID_LOGIN_BUTTON","ล็อกอิน"
"TID_SUPERCELL_ID_NEW_GAME_BUTTON","เล่นโดยไม่มี"
"TID_CANNOT_SWITCH_TO_ACCOUNT_WITHOUT_SUPERCELL_ID","คุณต้องการโหลดความคืบหน้าอื่นที่มีค่าประสบการณ์เลเวล <number> หรือไม่? โหลดได้โดยการล็อกอินด้วย Supercell ID ของคุณ"
"TID_ERROR_POP_UP_OUT_OF_SYNC_TITLE","เกิดข้อผิดพลาด!"
"TID_ERROR_POP_UP_OUT_OF_SYNC","ไคลเอนต์และเซิร์ฟเวอร์ไม่ประสานกัน!"
"TID_ERROR_POP_UP_OUT_OF_SYNC_BUTTON","โหลดเกมใหม่"
"TID_ERROR_POP_UP_CONNECTION_FAILED_TITLE","เกิดข้อผิดพลาดในการเชื่อมต่อ"
"TID_ERROR_POP_UP_CONNECTION_FAILED","ไม่สามารถเชื่อมต่อกับเซิร์ฟเวอร์ได้ ตรวจสอบการเชื่อมต่อกับอินเทอร์เน็ตของคุณแล้วลองอีกครั้ง"
"TID_ERROR_POP_UP_CONNECTION_FAILED_BUTTON","ลองใหม่อีกครั้ง"
