"TID","PL"
"TID_SNIPER_DESC","Snajperskie strzały Piper zadają tym więcej obrażeń, im dalej lecą. Podczas superataku Piper rzuca sobie pod nogi granaty, a następnie odskakuje na bezpieczną odległość."
"TID_SNIPER_WEAPON","ZABÓJCZA PARASOLKA"
"TID_SNIPER_WEAPON_DESC","Piper strzela ze swojej parasolki niczym snajper. Im dalej leci strzał, tym większej nabiera mocy!"
"TID_SNIPER_ULTI","WYBUCHOWA DAMA"
"TID_SNIPER_ULTI_DESC","Piper odskakuje, aby oddalić się od nachalnych zalotników, jednak zostawia im prezent godny damy: odpięte od podwiązki granaty!"
"TID_MINIGUN_DUDE","PAM"
"TID_MINIGUN_DUDE_DESC","Pam oddaje strzał z biodra, zasypując swoje cele odłamkami pocisku. Jej superatak to leczące działko, które przywraca jej i członkom drużyny punkty życia!"
"TID_MINIGUN_DUDE_WEAPON","ZŁOMOBURZA"
"TID_MINIGUN_DUDE_WEAPON_DESC","Pam rozrzuca złom na dużym obszarze, więc pamiętaj, by założyć okulary ochronne!"
"TID_MINIGUN_DUDE_ULTI","BUZIAK OD MAMY"
"TID_MINIGUN_DUDE_ULTI_DESC","Działko leczące podreperuje kondycję Pam i pozostałych Zadymiarzy z drużyny, którzy znajdą się w jego zasięgu."
"TID_BONE_THROWER","Kościomiot"
"TID_BONE_THROWER_DESC","Minigunner ma naprawdę imponujące rozmiary! Uzbrojony w ogromny karabin maszynowy da sobie radę niemal z dowolną liczbą wrogów. (Porusza się powoli, ale jest odporny na odrzut)."
"TID_BONE_THROWER_WEAPON","MINIGUN"
"TID_BONE_THROWER_WEAPON_DESC","Minigunner świetnie sobie radzi z tym ogromnym karabinem maszynowym. Może się poruszać, nawet gdy broń strzela w całkowicie automatycznym trybie!"
"TID_BONE_THROWER_ULTI","DOZOWNIK BANDAŻY"
"TID_BONE_THROWER_ULTI_DESC","Czasami w trakcie intensywnej strzelaniny mogą ci się przytrafić zadrapania albo rany. Dozownik bandaży sprawi, że cała drużyna będzie w dobrej formie podczas walki!"
"TID_BLACK_HOLE","TARA"
"TID_BLACK_HOLE_DESC","Potrójny atak kartami tarota przebija wrogów na wylot. Superatak Tary to czarna otchłań, która wciąga najbliżej położonych wrogów, zadając im obrażenia."
"TID_BLACK_HOLE_WEAPON","TRZY KARTY TAROTA"
"TID_BLACK_HOLE_WEAPON_DESC","Zręcznym ruchem ręki Tara ciska trzy karty tarota we wrogów, przebijając ich na wylot. Niezła sztuczka!"
"TID_BLACK_HOLE_ULTI","GRAWITACJA"
"TID_BLACK_HOLE_ULTI_DESC","Tara wyczarowuje oszałamiającą studnię grawitacyjną. Będący w jej zasięgu wrogowie zostają w nią wessani i boleśnie zmiażdżeni."
"TID_TURRET_DAMAGE","Obrażenia działka"
"TID_TURRET_HEALTH","Punkty życia działka"
"TID_STAT_DAMAGE_PER_SECOND","Obrażenia na sekundę"
"TID_STAT_DAMAGE_PER_SECOND_EACH","Obrażenia na sekundę"
"TID_STAT_DAMAGE_PER_STRIKE","Obrażenia od uderzenia"
"TID_ROBOT","BLASZANY SZERYF"
"TID_ROBOT_DESC","Zbudowany po to, by służyć. Zaprogramowany, by niszczyć."
"TID_ROBOT_WEAPON","RAKIETA DALEKIEGO ZASIĘGU"
"TID_ROBOT_WEAPON_DESC","Blaszany Szeryf z mechaniczną precyzją strzela wybuchową rakietą dalekiego zasięgu."
"TID_ROBOT_ULTI","KONTROLA NAD TŁUMEM"
"TID_ROBOT_ULTI_DESC","Gdy nadchodzi czas na zastosowanie drastycznych środków, Blaszany Szeryf posyła serię rakiet w kierunku nieposkromionych tłumów."
"TID_ARMOR_STAT","Punkty życia"
"TID_HEALTH","Punkty życia"
"TID_STAT_GRENADE_DAMAGE","Obrażenia od granatu"
"TID_STAT_MISSILE_DAMAGE","Obrażenia od rakiety"
"TID_STAT_HEALTH","Punkty zdrowia"
"TID_STAT_SPEED","Prędkość"
"TID_STAT_DAMAGE","Obrażenia"
"TID_STAT_DAMAGE_PER_SHOT","Obrażenia od pocisku"
"TID_STAT_DAMAGE_PER_SHELL","Obrażenia od naboju"
"TID_STAT_HAMMER_DAMAGE","Obrażenia co 0,2 s"
"TID_BATTLE","GRAJ"
"TID_QUIT","Wyjście"
"TID_MATCHMAKING_QUIT","Wyjście"
"TID_MATCHMAKING_HEADING","Wyszukiwanie graczy"
"TID_MATCHMAKING_TIME_LABEL","Rozpoczęcie gry za:"
"TID_MATCHMAKING_PLAYERS","Znaleziono graczy <x>/<y>"
"TID_BUTTON_CANCEL","Anuluj"
"TID_BUTTON_OK","OK"
"TID_ENTER_NAME_TITLE","Witaj w Brawl Stars!"
"TID_ENTER_NAME_BODY","Jak masz na imię?"
"TID_TIME_DAYS","d"
"TID_TIME_HOURS","h"
"TID_TIME_MINS","m"
"TID_TIME_SECS","s"
"TID_MATCHMAKING_TIME","Zaczynamy za <TIME>"
"TID_SUPERCELL_ID_TITLE","Supercell ID"
"TID_SUPERCELL_ID_BUTTON_CONNECTED","Połączono"
"TID_SUPERCELL_ID_BUTTON_DISCONNECTED","Połącz"
"TID_SUPERCELL_ID_LOGIN_BUTTON","Zaloguj"
"TID_SUPERCELL_ID_NEW_GAME_BUTTON","Graj bez"
"TID_CANNOT_SWITCH_TO_ACCOUNT_WITHOUT_SUPERCELL_ID","Czy chcesz wczytać inną grę na <number>. poziomie doświadczenia? Możesz to zrobić, logując się za pomocą swojego Supercell ID."
"TID_ERROR_POP_UP_OUT_OF_SYNC_TITLE","Błąd!"
"TID_ERROR_POP_UP_OUT_OF_SYNC","Brak synchronizacji między klientem a serwerem!"
"TID_ERROR_POP_UP_OUT_OF_SYNC_BUTTON","Wczytaj grę ponownie"
"TID_ERROR_POP_UP_CONNECTION_FAILED_TITLE","Błąd połączenia"
"TID_ERROR_POP_UP_CONNECTION_FAILED","Nie można połączyć się z serwerem. Sprawdź połączenie internetowe i spróbuj ponownie."
"TID_ERROR_POP_UP_CONNECTION_FAILED_BUTTON","Spróbuj ponownie"
"TID_ERROR_POP_UP_LOGIN_FAILED_TITLE","Logowanie nie powiodło się"
"TID_ERROR_POP_UP_LOGIN_FAILED","Spróbuj ponownie później."
"TID_ERROR_POP_UP_LOGIN_FAILED_BUTTON","Spróbuj ponownie"
"TID_ERROR_POP_UP_AUTO_DISCONNECTED_TITLE","Jesteś tam?"
"TID_ERROR_POP_UP_AUTO_DISCONNECTED","Kliknij poniższy przycisk, aby ponownie wczytać grę."
"TID_ERROR_POP_UP_AUTO_DISCONNECTED_BUTTON","Wczytaj grę ponownie"
"TID_ERROR_POP_UP_WRONG_CLIENT_VERSION_TITLE","Dostępna aktualizacja!"
"TID_ERROR_POP_UP_WRONG_CLIENT_VERSION","Dobre wieści! Dostępna jest nowa wersja Brawl Stars."
"TID_ERROR_POP_UP_WRONG_CLIENT_VERSION_BUTTON","Aktualizacja"
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_TITLE","Przerwa konserwacyjna"
"TID_ERROR_POP_UP_SERVER_MAINTENANCE","Przepraszamy, nasze serwery są w trakcie konserwacji. Prosimy spróbować później."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_BUTTON","Spróbuj ponownie"
"TID_ERROR_POP_UP_BANNED_TITLE","Zostałeś zablokowany!"
"TID_ERROR_POP_UP_BANNED","Zostałeś chwilowo zablokowany"
"TID_ERROR_POP_UP_BANNED_BUTTON","OK"
"TID_ERROR_POP_UP_BANNED_BUTTON_CONTACT_PS","Skontaktuj się z działem wsparcia"
"TID_ERROR_POP_UP_BANNED_ARTICLE_BUTTON","Więcej informacji"
"TID_INFO_POP_UP_IAP_NOTE_TITLE","Ważny komunikat"
"TID_INFO_POP_UP_IAP_NOTE","Gra Brawl Stars jest dostępna za darmo, lecz pozwala przyspieszyć postępy dzięki zakupom w aplikacji (funkcję tę można wyłączyć w ustawieniach urządzenia). Stuknij OK, aby zaakceptować nasz Regulamin i Politykę prywatności."
"TID_INFO_POP_UP_IAP_NOTE_BUTTON","OK"
"TID_SERVER_ERROR_TITLE","Błąd serwera <number>"
"TID_SERVER_ERROR","Twoje połączenie zostało przerwane w trakcie walki."
"TID_SERVER_ERROR_BUTTON","OK"
"TID_ERROR_POP_UP_CONNECTION_LOST_TITLE","Utracono połączenie"
"TID_ERROR_POP_UP_CONNECTION_LOST","Spróbuj zalogować się ponownie!"
"TID_ERROR_POP_UP_CONNECTION_LOST_BUTTON","Zaloguj się ponownie"
"TID_TROPHIES","Puchary"
"TID_PRACTICE","ĆWICZENIA"
"TID_READY","Gotowy"
"TID_BATTLE_END_TITLE_VICTORY","ZWYCIĘSTWO!"
"TID_BATTLE_END_TITLE_DEFEAT","PORAŻKA"
"TID_BATTLE_END_TITLE_DRAW","Remis"
"TID_BATTLE_END_TITLE_COOP_SURVIVAL","Udało ci się przeżyć przez <TIME>"
"TID_BATTLE_END_DEATHMATCH_VICTORY","Jesteś numerem 1!"
"TID_BATTLE_END_DEATHMATCH_DEFEAT","Ranga: <RANK>"
"TID_BATTLE_END_TVST_DRAW_DESC","Gra zakończyła się remisem, ponieważ obie drużyny zebrały tyle samo klejnotów."
"TID_BATTLE_END_TITLE_1VS5_YOU_WIN_IN_TEAM","Wielki Zadymiarz pokonany w <TIME>"
"TID_BATTLE_END_TITLE_1VS5_YOU_WIN_AS_BOSS","Udało ci się przeżyć przez <TIME>"
"TID_BATTLE_END_TITLE_RAID_BOSS_VICTORY","WYZWANIE: POZ. <LEVEL> ZALICZONY!"
"TID_BATTLE_END_TITLE_RAID_BOSS_DEFEAT","PORAŻKA"
"TID_BATTLE_END_RETURN_HOME","WYJŚCIE"
"TID_BATTLE_END_NEXT","Dalej"
"TID_BATTLE_END_TAP","stuknij aby kontynuować"
"TID_BATTLE_END_NO_PRACTISE_TROPHIES","BRAK PUCHARÓW ZA ĆWICZENIA"
"TID_BATTLE_END_XP_CAPPED","Osiągnięto dzienny limit zdobytego doświadczenia"
"TID_BATTLE_END_PLAY_AGAIN","ZAGRAJ PONOWNIE"
"TID_BATTLE_END_PLAY_AGAIN_CANCEL","ANULUJ"
"TID_BATTLE_END_PLAY_AGAIN_READY_PLAYERS","<WAITING>/<TOTAL>"
"TID_BATTLE_END_PLAY_AGAIN_PLAYERS","<caaaaaa><TOTAL></c>"
"TID_BATTLE_END_PLAY_AGAIN_TIMER","<TIME>"
"TID_BATTLE_END_NEW_MEMBER_TO_GAMEROOM","<NAME> jest teraz w Twojej drużynie"
"TID_BATTLE_END_OVERWHELMING_VICTORY","EPICKIE ZWYCIĘSTWO"
"TID_BATTLE_END_OVERWHELMING_VICTORY_LONG","EPICKIE ZWYCIĘSTWO"
"TID_RESPAWNING","Powrót za:\n<n1>"
"TID_TEAMS_POPUP_TITLE","DRUŻYNY"
"TID_TEAMS_POPUP_SUBTITLE_IN_CLAN","Drużyny znajomych i klubu"
"TID_TEAMS_POPUP_SUBTITLE_NOT_IN_CLAN","DOŁĄCZ DO KLUBU, ABY ZOBACZYĆ AKTYWNE GRY"
"TID_TEAMS_POPUP_SEARCH","DOŁĄCZ, UŻYWAJĄC KODU"
"TID_TEAMS_POPUP_CREATE","UTWÓRZ DRUŻYNĘ"
"TID_TEAM_SEARCH_POPUP_TITLE","DOŁĄCZ, UŻYWAJĄC KODU"
"TID_TEAM_SEARCH_POPUP_SEARCH","DOŁĄCZ"
"TID_TEAM_JOIN_ROOM_CODE","Tutaj wpisz kod drużyny..."
"TID_TEAM_CHANGE_MAP","ZMIEŃ"
"TID_TEAM_TYPE_INFO_0","W rankingu"
"TID_TEAM_TYPE_INFO_1","Dla znajomych"
"TID_TEAM_TYPE_INFO_2","Biletowana"
"TID_TEAM_MEMBER_LEFT_0","Opuszczasz drużynę."
"TID_TEAM_MEMBER_LEFT_1","Wyrzucono cię z drużyny."
"TID_TEAM_MEMBER_LEFT_2","Drużyna została rozwiązana, ponieważ wydarzenie wygasło."
"TID_TEAM_MEMBER_LEFT_3","Drużyna została rozwiązana, ponieważ jej twórca ją opuścił."
"TID_TEAM_MEMBER_LEFT_4","Mecz turniejowy został anulowany"
"TID_TEAM_MEMBER_LEFT_5","Mecz turniejowy stracił ważność"
"TID_TEAM_MEMBER_LEFT_6","Mecz turniejowy dobiegł końca"
"TID_TEAM_GAME_STARTING","Rozpoczynanie gry"
"TID_TEAM_CODE_COPIED","Kod skopiowany do schowka"
"TID_TEAM_MEMBER_INVITE_STATUS_1","<c00ff00>OCZEKUJĄCE ZAPROSZENIE</c>"
"TID_TEAM_MEMBER_INVITE_STATUS_2","<ccc0000>ODRZUCONO</c>"
"TID_TEAM_MEMBER_INVITE_STATUS_3","<c0000cc>CEL JEST W TRYBIE OFFLINE</c>"
"TID_TEAM_MEMBER_CANCEL_INVITE_INFO","stuknij, aby anulować"
"TID_TEAM_ERROR_1","Błąd serwera drużyny"
"TID_TEAM_ERROR_2","Nie można dołączyć, drużyna jest pełna."
"TID_TEAM_ERROR_3","Nie można dołączyć. Drużyna została rozwiązana."
"TID_TEAM_ERROR_5","Niepoprawny kod drużyny. Sprawdź, czy kod jest poprawny."
"TID_TEAM_ERROR_6","Nie można znaleźć drużyny za pomocą podanego kodu."
"TID_TEAM_ERROR_7","Po wyrzuceniu z drużyny nie można do niej ponownie dołączyć."
"TID_TEAM_ERROR_8","Sprawdź ustawienia obu stron. Żadna nie może mieć więcej niż 3 graczy."
"TID_TEAM_ERROR_10","Nie można utworzyć drużyny. Jesteś już w drużynie."
"TID_TEAM_ERROR_11","Nie można utworzyć drużyny. Wydarzenie jest już nieaktywne."
"TID_TEAM_ERROR_12","Nie można dołączyć do drużyny, która jest nieaktywna."
"TID_TEAM_ERROR_14","Nie można utworzyć drużyny. Drużyny nie mogą brać udziału w tym wydarzeniu."
"TID_TEAM_ERROR_15","Nie można dołączyć do drużyny. Ta drużyna nie znajduje się w Twoim regionie."
"TID_TEAM_ERROR_17","Nie można rozpocząć gry. Identyczni Zadymiarze nie mogą ze sobą walczyć."
"TID_TEAM_ERROR_18","Nie można rozpocząć gry. Gra będzie niedostępna z powodu prac konserwacyjnych."
"TID_TEAM_ERROR_19","Nie można wyrzucić twórcy drużyny, gdy jest on w trybie online."
"TID_TEAM_ERROR_20","Nie można zmienić mapy. Na tej mapie jest zbyt wielu graczy"
"TID_TEAM_ERROR_21","Nie można rozpocząć gry. Za mało biletów"
"TID_TEAM_ERROR_22","Nie można zmienić mapy. Zbyt wielu graczy"
"TID_TEAM_ERROR_24","Zaproszenie nie powiodło się. Nie znaleziono znajomego"
"TID_TEAM_ERROR_25","Zaproszenie nie powiodło się. Drużyna jest pełna"
"TID_TEAM_ERROR_26","Zaproszenie odrzucone"
"TID_TEAM_ERROR_27","Zaproszenie nieudane. Gracz obecnie nie przyjmuje zaproszeń do drużyn"
"TID_TEAM_ERROR_28","Zaproszenie nieudane. Gracz jest w trybie offline"
"TID_TEAM_ERROR_29","Zaproszenie nieudane. Gracz jest już w drużynie"
"TID_TEAM_ERROR_30","Nie można rozpocząć gry z powodu oczekującego zaproszenia"
"TID_TEAM_ERROR_31","Nie można zmienić wydarzenia, jeśli istnieje oczekujące zaproszenie"
"TID_TEAM_ERROR_32","Drużyna ma zbyt wielu członków w tym trybie gry"
"TID_TEAM_ERROR_33","W tym trybie nie ma możliwości gry drużynowej"
"TID_TEAM_ERROR_34","Pokonałeś już ostatniego Bossa"
"TID_TEAM_ERROR_40","Prośba o dołączenie do drużyny już oczekuje"
"TID_TEAM_ERROR_41","Prośba o dołączenie do drużyny została odrzucona"
"TID_TEAM_ERROR_42","Nie udało się dołączyć do drużyny. Nie można znaleźć tej drużyny"
"TID_TEAM_ERROR_43","Odbiorca prośby o dołączenie do drużyny nie jest już w drużynie"
"TID_TEAM_ERROR_44","Odbiorca prośby o dołączenie do drużyny przeszedł w tryb offline"
"TID_TEAM_ERROR_45","Nie udało się dołączyć do drużyny. Drużyna jest pełna"
"TID_TEAM_ERROR_46","Odbiorca prośby o dołączenie do drużyny wyciszył cię"
"TID_TEAM_ERROR_47","Nie udało się dołączyć do drużyny. Prośbę może zaakceptować wyłącznie właściciel pokoju gry dla znajomych."
"TID_TEAM_ERROR_48","Odbiorca prośby o dołączenie do drużyny wyciszył wszystkie zaproszenia"
"TID_TEAM_ERROR_60","Nie można zasugerować wydarzenia. Zbyt wielu graczy"
"TID_TEAM_ERROR_61","Nie można zasugerować zmiany wydarzenia, dopóki istnieje oczekujące zaproszenie"
"TID_TEAM_ERROR_62","Nie można zasugerować wydarzenia. Miejsce niedostępne dla tworzącego drużynę."
"TID_TEAM_ERROR_102","Nie można utworzyć drużyny. Masz oczekującą prośbę o dołączenie."
"TID_TEAM_ERROR_120","Nie można rozpocząć gry. Możesz grać tylko na mapie wyzwania na swoim aktualnym poziomie"
"TID_TEAM_ERROR_121","Nie można uruchomić gry. Wyczerpano limit prób."
"TID_SELECT_LOCATION_TITLE","WYBIERZ MAPĘ"
"TID_SELECT_LOCATION_LOCATIONS","DLA ZNAJOMYCH"
"TID_SELECT_LOCATION_EVENTS","RANKINGOWY"
"TID_TEAM_SEARCH_INVALID_CODE","Niepoprawny kod drużyny. Sprawdź, czy kod jest poprawny."
"TID_TEAM_LEAVE","OPUŚĆ"
"TID_TEAM_JOIN","DOŁĄCZ DO DRUŻYNY"
"TID_TEAM_READY_BUTTON_LABEL","ZACZYNAJMY"
"TID_TEAM_CANCEL_READY","Anuluj"
"TID_TEAM_QUIT","WYJŚCIE"
"TID_TEAM_TEAMCODE","Kod drużyny"
"TID_TEAM_TEAMCODE_DESC","Twoi znajomi mogą uzyskać dostęp do drużyny za pomocą tego kodu"
"TID_TEAM_WAITING_FOR_PLAYER","Zaproś z kodem drużyny"
"TID_TEAM_NO_MEMBER","BOT"
"TID_TEAM_NO_MEMBER_INVITE","ZAPROŚ"
"TID_TEAMCREATE_EVENT","Mapa"
"TID_TEAM_KICK","Wyrzuć"
"TID_TEAM_PROFILE","Profil"
"TID_TEAM_SWAP","Zmień stronę"
"TID_TEAM_SWAP_HERE","Zmień"
"TID_TEAM_CREATOR_ONLY_FEATURE","Dostępne tylko dla twórcy drużyny"
"TID_TEAM_CREATOR_ONLY_FEATURE_MODES","Tylko twórca drużyny może zmieniać wydarzenia"
"TID_TEAM_PROFILE_BLOCKED","Nie można wyświetlić w trybie gotowości"
"TID_TEAM_FEATURE_BLOCKED_WHILE_READY","Niedostępne w trybie gotowości"
"TID_TEAM_PRACTISE_BUTTON_LABEL","ĆWICZENIA"
"TID_TEAM_PRACTISE_BUTTON_SUBLABEL","z botami"
"TID_TEAM_LOOT_UNLOCKS","NAGRODY"
"TID_BONUS_REWARD","Nagroda dodatkowa za 3 zwycięstwa:"
"TID_BONUS_REWARD_COLLECTED","Odebrano nagrodę dodatkową"
"TID_INFO_SERVER_ERROR_TITLE","Błąd serwera"
"TID_INFO_SERVER_ERROR_BUTTON","Wczytaj grę ponownie"
"TID_RARITY_NAME_0","Aleja Pucharów"
"TID_RARITY_NAME_1","Rzadki"
"TID_RARITY_NAME_2","Bardzo rzadki"
"TID_RARITY_NAME_3","Epicki"
"TID_RARITY_NAME_4","Mityczny"
"TID_RARITY_NAME_5","Legendarny"
"TID_RARITY_COLOR_0","B9EAFF"
"TID_RARITY_COLOR_1","68FD58"
"TID_RARITY_COLOR_2","5AB3FF"
"TID_RARITY_COLOR_3","D850FF"
"TID_RARITY_COLOR_4","FE5E72"
"TID_RARITY_COLOR_5","FFF11E"
"TID_HERO_SCREEN_DIM_COLOR","164382"
"TID_RANK_UP_POPUP_TITLE","RANGA W GÓRĘ!"
"TID_RANK_UP_POPUP_REWARD_BONUS","BONUS ZA PODWYŻSZENIE RANGI"
"TID_RANK_UP_POPUP_RANK","RANGA <RANK>"
"TID_NAME_FAILED_TOO_SHORT","Nazwa jest za krótka!"
"TID_NAME_FAILED_PROFANITIES","Nazwa niedozwolona!"
"TID_NAME_FAILED","Nazwa niedozwolona!"
"TID_EVENT_STARTED","Otwarto nową mapę <GAMEMODE>. Do zdobycia są nowe nagrody!"
"TID_SELECT_HERO_INFO_1","<cFF8000>Gracze kontra gracze</c>"
"TID_SELECT_HERO_INFO_2","<c2288ff>Gracze kontra boty</c>"
"TID_SELECT_HERO_INFO_3","<c40E0D0>Gra solo z botami</c>"
"TID_SELECT_HERO_INFO_1_6","<cFF8000>Gracze kontra gracze</c>"
"TID_SELECT_HERO_INFO_3_6","<c40E0D0>Gra solo z botami</c>"
"TID_SELECT_HERO_INFO_FRIENDLY","<c40E0D0>W grach dla znajomych wszyscy Zadymiarze są w pełni rozwinięci</c>"
"TID_SELECT_HERO_INFO_RANK_REWARD","Aby otrzymać punkty mocy"
"TID_SELECT_HERO_POW_INFO_TITLE","NAGRODA: PUNKTY MOCY"
"TID_SELECT_HERO_POW_INFO_PURCHASE_TITLE","ZAKUP PUNKTÓW MOCY"
"TID_SELECT_HERO_POW_INFO_BODY","WYBIERZ ZADYMIARZA,\nKTÓRY MA OTRZYMAĆ PUNKTY MOCY"
"TID_SELECT_HERO_WILD_CARD_POWER_NOT_ASSIGNABLE","Ten Zadymiarz ma już maksymalną liczbę punktów mocy"
"TID_WILDCARD_POWER_PURCHASE_CONFIRM_TITLE","POTWIERDŹ ZAKUP"
"TID_WILDCARD_POWER_PURCHASE_CONFIRM_INFO","Moc otrzyma <HERO>"
"TID_WILDCARD_POWER_RANKUP_REWARD_CONFIRM_TITLE","POTWIERDŹ NAGRODĘ"
"TID_WILDCARD_POWER_RANKUP_REWARD_CONFIRM_INFO","Moc otrzyma <HERO>"
"TID_NAVI_1","Sklep"
"TID_NAVI_2","Aktualności"
"TID_NAVI_3","Bitwa"
"TID_NAVI_4","Zadymiarze"
"TID_NAVI_5","Klub"
"TID_NAVI_6","Profil"
"TID_NAVI_7","Znajomi"
"TID_LEADERBOARD_TITLE","TABELE WYNIKÓW"
"TID_LEADERBOARD_TAB_TOTAL","RANKING\nPUCHAROWY"
"TID_LEADERBOARD_TAB_HEROES","ZADYMIARZE"
"TID_LEADERBOARD_TAB_CLANS","KLUBY"
"TID_LEADERBOARD_TAB_FRIENDS","ZNAJOMI"
"TID_LEADERBOARD_SUBTITLE_1","NAJLEPSI GRACZE"
"TID_LEADERBOARD_SUBTITLE_2","NAJLEPSZE KLUBY"
"TID_LEADERBOARD_SUBTITLE_0","NAJLEPSI GRACZE: <HERO>"
"TID_BATTLE_MAIN_NEXT_REWARD","Następna nagroda: <VALUE>/<MAX>"
"TID_BATTLE_MAIN_NEXT_PLANET","Nowa mapa za: <TIME>"
"TID_BATTLE_MAIN_COLLECTED_COINS","Zebrano <VALUE>"
"TID_GATCHA_ERROR_NOT_ENOUGH_GOLD","Zbierz 100 żetonów, aby otrzymać skrzynkę Zadymiarza!"
"TID_GATCHA_INFO","<c0000ff>Skrzynki Zadymiarza</c>\n\nOtwieraj skrzynki Zadymiarza, aby zdobywać Zadymiarzy, punkty mocy, monety lub podwajacze żetonów."
"TID_HERO_INFO_ABILITY_COLOR_1","12b400"
"TID_HERO_INFO_ABILITY_COLOR_2","df1800"
"TID_HERO_INFO_ABILITY_COLOR_3","005bd6"
"TID_HERO_INFO_ARMOR","PUNKTY ŻYCIA"
"TID_HERO_INFO_ABILITY","ATAK: <NAME>"
"TID_HERO_INFO_ULTI","SUPERATAK: <NAME>"
"TID_HERO_INFO_ARMOR_LABEL","PUNKTY ŻYCIA"
"TID_HERO_INFO_ABILITY_LABEL","ATAK"
"TID_HERO_INFO_ULTI_LABEL","SUPERATAK"
"TID_HERO_INFO_BACK","POWRÓT"
"TID_HERO_INFO_UPGRADE","ULEPSZ"
"TID_HERO_INFO_ABILITY_LEVEL","POZ. <LEVEL>/<MAXLEVEL>"
"TID_HERO_INFO_CRAFT_HERO","Kup Zadymiarza"
"TID_HERO_INFO_RARITY","<c<COLOR>><NAME></c>"
"TID_HERO_INFO_ITEM_RARITY","<c<COLOR>><NAME></c>"
"TID_HERO_INFO_POWER_BAR_TOOL_TIP","Zbieraj punkty mocy ze skrzynek Zadymiarza i ofert sklepowych, aby odblokować następne ulepszenie"
"TID_HERO_INFO_STAR_POWER_CAN_DROP","Gwiezdną moc można teraz znaleźć w skrzynkach Zadymiarza"
"TID_HERO_INFO_STAR_POWER_BLOCKED","Wzmocnij Zadymiarza <HERONAME> za pomocą wybieranej ilości gwiezdnej mocy! Dostępna w skrzynkach Zadymiarza po osiągnięciu poziomu MOCY <LEVEL>."
"TID_HERO_INFO_ACCESSORIES_CAN_DROP","Gadżety można teraz znaleźć w skrzynkach Zadymiarza"
"TID_HERO_INFO_ACCESSORIES_BLOCKED","Wzmocnij Zadymiarza <HERONAME> specjalnym gadżetem! Dostępny w skrzynkach Zadymiarza po osiągnięciu poziomu MOCY <LEVEL>."
"TID_HERO_INFO_STAR_POWER_LABEL","GWIEZDNA MOC: <NAME>"
"TID_HERO_INFO_ACCESSORIES_LABEL","GADŻET: <NAME>"
"TID_HERO_INFO_ABILITY_DESC","<c<COLOR>><CAPTION></c>\n<BODY>"
"TID_MATCHMAKE_FAILED_5","Łączenie graczy nie powiodło się: wydarzenie wygasło"
"TID_MATCHMAKE_FAILED_7","Wybór przeciwników nie powiódł się: członek drużyny został rozłączony"
"TID_MATCHMAKE_FAILED_9","Łączenie graczy nie powiodło się: rozpoczęcie prac konserwacyjnych"
"TID_MATCHMAKE_FAILED_11","Łączenie graczy nie powiodło się: członek drużyny opuścił tryb łączenia graczy"
"TID_MATCHMAKE_FAILED_12","Łączenie graczy nie powiodło się: ostatni Boss został już pokonany"
"TID_MATCHMAKE_FAILED_14","W IGRZYSKACH MOCY mogą startować tylko Zadymiarze mający gwiezdną moc"
"TID_MATCHMAKE_FAILED_15","Dzisiejsze gry w ramach IGRZYSK MOCY zostały wyczerpane"
"TID_SUDDEN_DEATH_TIMER","<n1>"
"TID_OWN_TEAM_WINNING","Niebieska drużyna wygra za:"
"TID_ENEMY_TEAM_WINNING","Czerwona drużyna wygra za:"
"TID_OWN_TEAM","Niebieska drużyna"
"TID_ENEMY_TEAM","Czerwona drużyna"
"TID_COUNTDOWN","ODLICZANIE"
"TID_HERO_LIST_UNLOCKED","<COUNT>/<TOTAL>"
"TID_HERO_LIST_LABEL","ZADYMIARZE"
"TID_HERO_LIST_DO_GATCHA","Otwórz skrzynkę Zadymiarza"
"TID_HERO_TIME_UNTIL_RELEASE","Pojawi się za <TIME>"
"TID_HERO_LIST_COMING_UP","Sprawdź szczegóły po udostępnieniu Zadymiarza"
"TID_SKIN_INFO_TIME_UNTIL_RELEASE","Pojawi się za <TIME>"
"TID_SKIN_INFO_","Przebranie - nagroda za Supercell ID"
"TID_SKIN_INFO_1","Przebranie dla pionierów Brawl Stars!\n\nDla kont utworzonych przed 2019 rokiem"
"TID_SKIN_INFO_2","Zdobądź to przebranie, łącząc konto z Supercell ID na ekranie ustawień."
"TID_SKIN_INFO_3_TEASER","Już wkrótce..."
"TID_SKIN_INFO_3_AVAILABLE","\nMożliwość zakupu ograniczona czasowo"
"TID_SKIN_INFO_3_NOT_AVAILABLE","\nZakup obecnie niedostępny"
"TID_SKIN_INFO_3_HERO_NEEDED","\nŻeby kupić to przebranie, musisz najpierw odblokować Zadymiarza"
"TID_SKIN_INFO_CAMPAIGN_1_AVAILABLE","Załóż specjalne przebranie na Święta z Brawl Stars!"
"TID_SKIN_INFO_CAMPAIGN_1_NOT_AVAILABLE","Przebranie na Święta z Brawl Stars."
"TID_SKIN_INFO_CAMPAIGN_3_AVAILABLE","Załóż specjalne przebranie na Brawl-o-ween!"
"TID_SKIN_INFO_CAMPAIGN_3_NOT_AVAILABLE","Przebranie na Brawl-o-ween."
"TID_SKIN_INFO_LEGENDARY","Gwiezdne przebranie."
