"TID","AR"
"TID_MINIGUN_DUDE_ULTI_DESC","لدى بام برج شفاء يعالجها وزملاءها الموجودين في منطقة التأثير."
"TID_BONE_THROWER","قاذف العظام"
"TID_BONE_THROWER_DESC","لا شيء صغير بخصوص هذا المدفعي! يستعمل رشاشه الآلي الهائل بحرفية كبيرة؛ حيث يمكنه سحق أي حشد من الأعداء (حركتة بطيئة ومحصن ضد الدفع للخلف)."
"TID_BONE_THROWER_WEAPON","الرشاش الآلي"
"TID_BONE_THROWER_WEAPON_DESC","يستخدم المدفعي رشاشه الآلي الكبير بسلاسة وخفة؛ حتى أنه يطلق النار تلقائيًا خلال التنقل."
"TID_BONE_THROWER_ULTI","الإسعافات"
"TID_BONE_THROWER_ULTI_DESC","أحيانًا تصاب بالجروح والخدوش خلال تبادل إطلاق النار. تساعد الإسعافات إبقاء فريقك كله بحالة جيدة للقتال."
"TID_BLACK_HOLE","تارا"
"TID_BLACK_HOLE_DESC","هجوم تارا المتمثل في التاروت الثلاثي قادر على تمزيق أعدائها، وعند استخدام الزخم تفتح هوة سوداء تسحب الأعداء القريبين وتلحق بهم الضرر."
"TID_BLACK_HOLE_WEAPON","ثلاثي التاروت"
"TID_BLACK_HOLE_WEAPON_DESC","تلقي تارا ثلاث بطاقات تاروت بحركة خاطفة فتصعق أعداءها. يا لها من خفة يد!"
"TID_BLACK_HOLE_ULTI","الجاذبية"
"TID_BLACK_HOLE_ULTI_DESC","تارا تستحضر قوة الجاذبية المذهلة أيضًا؛ حيث يتعرض الأعداء في منطقة التأثير إلى السحب والارتطام بعضهم ببعض لينسحقوا بطريقة أليمة."
"TID_TURRET_DAMAGE","ضرر البرج"
"TID_TURRET_HEALTH","صحة البرج"
"TID_STAT_DAMAGE_PER_SECOND","الضرر في الثانية"
"TID_STAT_DAMAGE_PER_SECOND_EACH","الضرر في الثانية"
"TID_STAT_DAMAGE_PER_STRIKE","ضرر اللكمة الواحدة"
"TID_ROBOT","الملازم أيرنز"
"TID_ROBOT_DESC","صُمم للخدمة. مبرمج للتدمير."
"TID_ROBOT_WEAPON","قاذف صواريخ"
"TID_ROBOT_WEAPON_DESC","يطلق الملازم أيرنز صاروخًا متفجرًا بعيد الأمد بدقة عالية."
"TID_ROBOT_ULTI","تقويض الجموع"
"TID_ROBOT_ULTI_DESC","عندما تدعو الحاجة إلى اتخاذ تدابير قاسية، يمكن للملازم أيرنز إطلاق وابل من الصواريخ على الجموع الجامحة."
"TID_ARMOR_STAT","الصحة"
"TID_HEALTH","الصحة"
"TID_STAT_GRENADE_DAMAGE","ضرر القنبلة الواحدة"
"TID_STAT_MISSILE_DAMAGE","ضرر الصاروخ الواحد"
"TID_STAT_HEALTH","نقاط الصمود"
"TID_STAT_SPEED","السرعة"
"TID_STAT_DAMAGE","الضرر"
"TID_STAT_DAMAGE_PER_SHOT","ضرر الرصاصة الواحدة"
"TID_STAT_DAMAGE_PER_SHELL","ضرر الخرطوشة الواحدة"
"TID_STAT_HAMMER_DAMAGE","الضرر كل 0.2 ثانية"
"TID_BATTLE","اللعب"
"TID_QUIT","الخروج"
"TID_MATCHMAKING_QUIT","الخروج"
"TID_MATCHMAKING_HEADING","البحث عن لاعبين"
"TID_MATCHMAKING_TIME_LABEL","تبدأ المواجهة بعد:"
"TID_MATCHMAKING_PLAYERS","يوجد <y>/<x> من اللاعبين"
"TID_BUTTON_CANCEL","إلغاء"
"TID_BUTTON_OK","موافق"
"TID_ENTER_NAME_TITLE","مرحبًا بك في Brawl Stars!"
"TID_ENTER_NAME_BODY","ما اسمك؟"
"TID_TIME_DAYS","ي"
"TID_TIME_HOURS","س"
"TID_TIME_MINS","د"
"TID_TIME_SECS","ث"
"TID_MATCHMAKING_TIME","البدء بعد <TIME>"
"TID_SUPERCELL_ID_TITLE","Supercell ID"
"TID_SUPERCELL_ID_BUTTON_CONNECTED","متصل"
"TID_SUPERCELL_ID_BUTTON_DISCONNECTED","الاتصال"
"TID_SUPERCELL_ID_LOGIN_BUTTON","تسجيل الدخول"
"TID_SUPERCELL_ID_NEW_GAME_BUTTON","اللعب دون"
"TID_CANNOT_SWITCH_TO_ACCOUNT_WITHOUT_SUPERCELL_ID","هل تريد تحميل تقدم آخر بمستوى خبرة <number>؟ يمكنك تحميله بتسجيل الدخول عبر Supercell ID الخاص بك."
"TID_ERROR_POP_UP_OUT_OF_SYNC_TITLE","خطأ!"
"TID_ERROR_POP_UP_OUT_OF_SYNC","العميل والخادم غير متزامنين!"
"TID_ERROR_POP_UP_OUT_OF_SYNC_BUTTON","إعادة تحميل اللعبة"
"TID_ERROR_POP_UP_CONNECTION_FAILED_TITLE","خطأ في الاتصال"
"TID_ERROR_POP_UP_CONNECTION_FAILED","تعذر الاتصال بالخادم. تحقق من الاتصال بالإنترنت ثم حاول مرة أخرى."
"TID_ERROR_POP_UP_CONNECTION_FAILED_BUTTON","إعادة المحاولة"
"TID_ERROR_POP_UP_LOGIN_FAILED_TITLE","فشل تسجيل الدخول"
"TID_ERROR_POP_UP_LOGIN_FAILED","الرجاء إعادة المحاولة لاحقًا."
"TID_ERROR_POP_UP_LOGIN_FAILED_BUTTON","إعادة المحاولة"
"TID_ERROR_POP_UP_AUTO_DISCONNECTED_TITLE","هل أحد هنا؟"
"TID_ERROR_POP_UP_AUTO_DISCONNECTED","المس الزر أدناه لإعادة تحميل اللعبة."
"TID_ERROR_POP_UP_AUTO_DISCONNECTED_BUTTON","إعادة تحميل اللعبة"
"TID_ERROR_POP_UP_WRONG_CLIENT_VERSION_TITLE","هناك تحديث متوفر!"
"TID_ERROR_POP_UP_WRONG_CLIENT_VERSION","لدينا أخبار طيبة! يتوفر إصدار جديد من Brawl Stars."
"TID_ERROR_POP_UP_WRONG_CLIENT_VERSION_BUTTON","التحديث"
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_TITLE","فاصل الصيانة"
"TID_ERROR_POP_UP_SERVER_MAINTENANCE","عذرًا، الخوادم قيد الصيانة. الرجاء المحاولة مرة أخرى لاحقًا."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_BUTTON","إعادة المحاولة"
"TID_ERROR_POP_UP_BANNED_TITLE","تم حظرك!"
"TID_ERROR_POP_UP_BANNED","تم حظرك مؤقتًا."
"TID_ERROR_POP_UP_BANNED_BUTTON","موافق"
"TID_ERROR_POP_UP_BANNED_BUTTON_CONTACT_PS","الاتصال بالدعم"
"TID_ERROR_POP_UP_BANNED_ARTICLE_BUTTON","المزيد"
"TID_INFO_POP_UP_IAP_NOTE_TITLE","تنبيه مهم"
"TID_INFO_POP_UP_IAP_NOTE","Brawl Stars تتيح اللعب مجانًا، ولكن يمكنك تسريع تقدمك في اللعب بشراء عناصر داخل التطبيق (يمكنك تعطيل هذا الخيار في إعدادات الجهاز). المس 'موافق' لقبول شروط الخدمة وسياسة الخصوصية الخاصة بنا."
"TID_INFO_POP_UP_IAP_NOTE_BUTTON","موافق"
"TID_SERVER_ERROR_TITLE","خطأ الخادم <number>"
"TID_SERVER_ERROR","انقطع اتصالك أثناء المعركة."
"TID_SERVER_ERROR_BUTTON","موافق"
"TID_ERROR_POP_UP_CONNECTION_LOST_TITLE","انقطع الاتصال"
"TID_ERROR_POP_UP_CONNECTION_LOST","الرجاء محاولة تسجيل الدخول مجددًا!"
"TID_ERROR_POP_UP_CONNECTION_LOST_BUTTON","إعادة محاولة تسجيل الدخول"
"TID_TROPHIES","الكؤوس"
"TID_PRACTICE","التدريب"
"TID_READY","مستعد"
"TID_BATTLE_END_TITLE_VICTORY","نصر!"
"TID_BATTLE_END_TITLE_DEFEAT","هزيمة"
"TID_BATTLE_END_TITLE_DRAW","تعادل"
"TID_BATTLE_END_TITLE_COOP_SURVIVAL","صمود لمدة <TIME>"
"TID_BATTLE_END_DEATHMATCH_VICTORY","أنت الأول!"
"TID_BATTLE_END_DEATHMATCH_DEFEAT","الترتيب: <RANK>"
"TID_BATTLE_END_TVST_DRAW_DESC","انتهت المواجهة بالتعادل لأن كلا الفريقين جمعا القدر نفسه من الجواهر."
"TID_BATTLE_END_TITLE_1VS5_YOU_WIN_IN_TEAM","هُزم الزعيم في <TIME>"
"TID_BATTLE_END_TITLE_1VS5_YOU_WIN_AS_BOSS","صمود لمدة <TIME>"
"TID_BATTLE_END_TITLE_RAID_BOSS_VICTORY","التحدي: اجتزت الـ<LEVEL>!"
"TID_BATTLE_END_TITLE_RAID_BOSS_DEFEAT","هزيمة"
"TID_BATTLE_END_RETURN_HOME","الخروج"
"TID_BATTLE_END_NEXT","التالي"
"TID_BATTLE_END_TAP","اضغط للمتابعة"
"TID_BATTLE_END_NO_PRACTISE_TROPHIES","لا يتم تحصيل كؤوس من التدريب"
"TID_BATTLE_END_XP_CAPPED","تم تحصيل كل نقاط الخبرة لهذا اليوم"
"TID_BATTLE_END_PLAY_AGAIN","اللعب مجددًا"
"TID_BATTLE_END_PLAY_AGAIN_CANCEL","إلغاء"
"TID_BATTLE_END_PLAY_AGAIN_READY_PLAYERS","<TOTAL>/<WAITING>"
"TID_BATTLE_END_PLAY_AGAIN_PLAYERS","<caaaaaa><TOTAL></c>"
"TID_BATTLE_END_PLAY_AGAIN_TIMER","<TIME>"
"TID_BATTLE_END_NEW_MEMBER_TO_GAMEROOM","انضم <NAME> إلى فريقك"
"TID_BATTLE_END_OVERWHELMING_VICTORY","انتصار استثنائي"
"TID_BATTLE_END_OVERWHELMING_VICTORY_LONG","انتصار استثنائي"
"TID_RESPAWNING","عودة بعد:\n<n1>"
"TID_TEAMS_POPUP_TITLE","الفرق"
"TID_TEAMS_POPUP_SUBTITLE_IN_CLAN","فرق الاتحاد والأصدقاء"
"TID_TEAMS_POPUP_SUBTITLE_NOT_IN_CLAN","انضم إلى اتحاد لمشاهدة المواجهات الجارية هنا"
"TID_TEAMS_POPUP_SEARCH","الانضمام بالرمز"
"TID_TEAMS_POPUP_CREATE","إنشاء فريق"
"TID_TEAM_SEARCH_POPUP_TITLE","انضم إلى فريق باستخدام رمز"
"TID_TEAM_SEARCH_POPUP_SEARCH","الانضمام"
"TID_TEAM_JOIN_ROOM_CODE","أدخل رمز الفريق هنا..."
"TID_TEAM_CHANGE_MAP","التغيير"
"TID_TEAM_TYPE_INFO_0","مصنف في الترتيب"
"TID_TEAM_TYPE_INFO_1","ودي"
"TID_TEAM_TYPE_INFO_2","الدخول بتذكرة"
"TID_TEAM_MEMBER_LEFT_0","خرجت من الفريق."
"TID_TEAM_MEMBER_LEFT_1","تم طردك من الفريق."
"TID_TEAM_MEMBER_LEFT_2","تم حل الفريق لانتهاء صلاحية الحدث."
"TID_TEAM_MEMBER_LEFT_3","تم حل الفريق لمغادرة مؤسس الفريق."
"TID_TEAM_MEMBER_LEFT_4","ألغيت مواجهة البطولة"
"TID_TEAM_MEMBER_LEFT_5","انتهت فترة صلاحية مواجهة البطولة"
"TID_TEAM_MEMBER_LEFT_6","انتهت مواجهة البطولة"
"TID_TEAM_GAME_STARTING","مواجهة على وشك البدء"
"TID_TEAM_CODE_COPIED","تم نسخ الرمز إلى الحافظة."
"TID_TEAM_MEMBER_INVITE_STATUS_1","<c00ff00>دعوة معلقة</c>"
"TID_TEAM_MEMBER_INVITE_STATUS_2","<ccc0000>رفض الدعوة</c>"
"TID_TEAM_MEMBER_INVITE_STATUS_3","<c0000cc>غير متصل</c>"
"TID_TEAM_MEMBER_CANCEL_INVITE_INFO","اضغط للإلغاء"
"TID_TEAM_ERROR_1","خطأ في خادم الفريق"
"TID_TEAM_ERROR_2","تعذر الانضمام. الفريق مكتمل."
"TID_TEAM_ERROR_3","تعذر الانضمام. تم حل الفريق بالفعل."
"TID_TEAM_ERROR_5","رمز الفريق غير صالح. الرجاء التأكد من صحة الرمز."
"TID_TEAM_ERROR_6","تعذر العثور على فريق بالرمز المحدد."
"TID_TEAM_ERROR_7","لا يمكن الانضمام إلى فريق بعد الطرد."
"TID_TEAM_ERROR_8","تحقق من إعدادات الفريق. لا يمكن أن يضم الفريق أكثر من 3 لاعبين في المواجهة."
"TID_TEAM_ERROR_10","تعذر إنشاء فريق. أنت في فريق بالفعل."
"TID_TEAM_ERROR_11","تعذر إنشاء فريق. انتهت صلاحية الحدث."
"TID_TEAM_ERROR_12","لا يمكن الانضمام إلى فريق منتهي الصلاحية"
"TID_TEAM_ERROR_14","تعذر إنشاء فريق. هذا الوضع لا يدعم لعب الفريق."
"TID_TEAM_ERROR_15","تعذر الانضمام إلى فريق. هذا الفريق ليس في منطقتك."
"TID_TEAM_ERROR_17","تعذر بدء المواجهة. غير مسموح بتكرار الأبطال في الفريق."
"TID_TEAM_ERROR_18","تعذر بدء المواجهة. اللعبة ستدخل قيد الصيانة."
"TID_TEAM_ERROR_19","لا يمكن طرد مؤسس الفريق وهو متصل بالإنترنت."
"TID_TEAM_ERROR_20","لا يمكن تغيير الخريطة. هناك عدد كبير جدًا من اللاعبين بهذه الخريطة."
"TID_TEAM_ERROR_21","تعذر بدء المواجهة. التذاكر غير كافية."
"TID_TEAM_ERROR_22","لا يمكن تغيير الخريطة. هناك عدد كبير جدًا من اللاعبين."
"TID_TEAM_ERROR_24","فشلت الدعوة. لم يتم العثور على صديق."
"TID_TEAM_ERROR_25","فشلت الدعوة. الفريق مكتمل."
"TID_TEAM_ERROR_26","تم رفض الدعوة"
"TID_TEAM_ERROR_27","فشلت الدعوة. اللاعب لا يقبل دعوات فريق حاليًا."
"TID_TEAM_ERROR_28","فشلت الدعوة. اللاعب غير متصل."
"TID_TEAM_ERROR_29","فشلت الدعوة. اللاعب في فريق بالفعل."
"TID_TEAM_ERROR_30","لا يمكن بدء المواجهة بسبب وجود دعوة معلقة."
"TID_TEAM_ERROR_31","لا يمكن تغيير الحدث في وجود دعوة معلقة."
"TID_TEAM_ERROR_32","لدى الفريق عدد مفرط من اللاعبين بالنسبة لهذا الوضع من اللعب"
"TID_TEAM_ERROR_33","لا يدعم هذا الوضع اللعب ضمن فرق"
"TID_TEAM_ERROR_34","لقد هزمت الزعيم الأخير بالفعل"
"TID_TEAM_ERROR_40","طلب الانضمام للفريق قيد التعليق بالفعل"
"TID_TEAM_ERROR_41","تم رفض طلب الانضمام إلى الفريق"
"TID_TEAM_ERROR_42","فشل طلب الانضمام إلى الفريق. تعذر إيجاد الفريق"
"TID_TEAM_ERROR_43","لم يعد متلقي طلب الانضمام إلى الفريق عضوًا في فريق"
"TID_TEAM_ERROR_44","متلقي طلب الانضمام إلى الفريق غير متصل"
"TID_TEAM_ERROR_45","فشل طلب الانضمام إلى الفريق. الفريق مكتمل"
"TID_TEAM_ERROR_46","متلقي طلب الانضمام عطل الإشعارات منك"
"TID_TEAM_ERROR_47","فشل طلب الانضمام إلى الفريق. يمكن لمنشئ المواجهة الودية فقط قبول طلبات الانضمام"
"TID_TEAM_ERROR_48","اللاعب الذي أرسلت إليه دعوة الفريق عطل تلقي جميع الدعوات."
"TID_TEAM_ERROR_60","تعذر اقتراح حدث. عدد اللاعبين كبير."
"TID_TEAM_ERROR_61","لا يمكن اقتراح تغيير الحدث في وجود دعوة معلقة."
"TID_TEAM_ERROR_62","تعذر اقتراح حدث. هذا موضع غير متاح لمؤسس الفريق."
"TID_TEAM_ERROR_102","تعذر إنشاء فريق. لديك طلب انضمام معلق."
"TID_TEAM_ERROR_120","تعذر البدء. لا يمكنك سوى لعب خريطة مستواك الحالي في التحدي."
"TID_TEAM_ERROR_121","لا يمكن بدء المواجهة. نفدت المحاولات."
"TID_SELECT_LOCATION_TITLE","اختر الخريطة"
"TID_SELECT_LOCATION_LOCATIONS","ودي"
"TID_SELECT_LOCATION_EVENTS","مصنف"
"TID_TEAM_SEARCH_INVALID_CODE","رمز الفريق غير صالح. الرجاء التأكد من صحة الرمز."
"TID_TEAM_LEAVE","الخروج"
"TID_TEAM_JOIN","الانضمام إلى الفريق"
"TID_TEAM_READY_BUTTON_LABEL","أنا مستعد"
"TID_TEAM_CANCEL_READY","إلغاء"
"TID_TEAM_QUIT","الخروج"
"TID_TEAM_TEAMCODE","رمز الفريق"
"TID_TEAM_TEAMCODE_DESC","يمكن لأصدقائك الوصول إلى الفريق باستخدام هذا الرمز."
"TID_TEAM_WAITING_FOR_PLAYER","الدعوة برمز الفريق"
"TID_TEAM_NO_MEMBER","روبوت"
"TID_TEAM_NO_MEMBER_INVITE","الدعوة"
"TID_TEAMCREATE_EVENT","الخريطة"
"TID_TEAM_KICK","الطرد"
"TID_TEAM_PROFILE","الملف الشخصي"
"TID_TEAM_SWAP","تبديل الفريق"
"TID_TEAM_SWAP_HERE","التبديل هنا"
"TID_TEAM_CREATOR_ONLY_FEATURE","متاحة لمؤسس الفريق فقط"
"TID_TEAM_CREATOR_ONLY_FEATURE_MODES","صلاحية تغيير الأحداث متاحة لمؤسس الفريق فقط"
"TID_TEAM_PROFILE_BLOCKED","غير قابل للعرض أثناء وضع الاستعداد"
"TID_TEAM_FEATURE_BLOCKED_WHILE_READY","غير متوفرة أثناء وضع الاستعداد"
"TID_TEAM_PRACTISE_BUTTON_LABEL","التدريب"
"TID_TEAM_PRACTISE_BUTTON_SUBLABEL","مع روبوتات"
"TID_TEAM_LOOT_UNLOCKS","المكافآت"
"TID_BONUS_REWARD","مكافأة إضافية لـ 3 انتصارات:"
"TID_BONUS_REWARD_COLLECTED","تم تحصيل المكافأة الإضافية"
"TID_INFO_SERVER_ERROR_TITLE","خطأ في الخادم"
"TID_INFO_SERVER_ERROR_BUTTON","إعادة تحميل اللعبة"
"TID_RARITY_NAME_0","مسار الكؤوس"
"TID_RARITY_NAME_1","نادر"
"TID_RARITY_NAME_2","بالغ الندرة"
"TID_RARITY_NAME_3","استثنائي"
"TID_RARITY_NAME_4","خرافي"
"TID_RARITY_NAME_5","أسطوري"
"TID_RARITY_COLOR_0","B9EAFF"
"TID_RARITY_COLOR_1","68FD58"
"TID_RARITY_COLOR_2","5AB3FF"
"TID_RARITY_COLOR_3","D850FF"
"TID_RARITY_COLOR_4","FE5E72"
"TID_RARITY_COLOR_5","FFF11E"
"TID_HERO_SCREEN_DIM_COLOR","164382"
"TID_RANK_UP_POPUP_TITLE","ترتيب أعلى!"
"TID_RANK_UP_POPUP_REWARD_BONUS","مكافأة ارتفاع الترتيب"
"TID_RANK_UP_POPUP_RANK","ترتيب <RANK>"
"TID_NAME_FAILED_TOO_SHORT","اسم قصير للغاية!"
"TID_NAME_FAILED_PROFANITIES","اسم غير مقبول!"
"TID_NAME_FAILED","اسم غير مقبول!"
"TID_EVENT_STARTED","خريطة <GAMEMODE> الجديدة مفتوحة! مكافآت جديدة بانتظارك!"
"TID_SELECT_HERO_INFO_1","<cFF8000>لاعبون ضد لاعبين</c>"
"TID_SELECT_HERO_INFO_2","<c2288ff>لاعبون ضد روبوتات</c>"
"TID_SELECT_HERO_INFO_3","<c40E0D0>فردي ضد روبوتات</c>"
"TID_SELECT_HERO_INFO_1_6","<cFF8000>لاعبون ضد لاعبين</c>"
"TID_SELECT_HERO_INFO_3_6","<c40E0D0>فردي ضد روبوتات</c>"
"TID_SELECT_HERO_INFO_FRIENDLY","<c40E0D0>تتم ترقية الأبطال بالكامل في المواجهات الودية.</c>"
"TID_SELECT_HERO_INFO_RANK_REWARD","للحصول على نقاط القوة"
"TID_SELECT_HERO_POW_INFO_TITLE","مكافأة نقاط القوة"
"TID_SELECT_HERO_POW_INFO_PURCHASE_TITLE","شراء نقاط القوة"
"TID_SELECT_HERO_POW_INFO_BODY","اختر بطلاً\nليحصل على نقاط القوة"
"TID_SELECT_HERO_WILD_CARD_POWER_NOT_ASSIGNABLE","بلغ هذا البطل الحد الأقصى لنقاط القوة بالفعل"
"TID_WILDCARD_POWER_PURCHASE_CONFIRM_TITLE","تأكيد الشراء"
"TID_WILDCARD_POWER_PURCHASE_CONFIRM_INFO","ستذهب نقاط القوة إلى <HERO>."
