"TID","EN"
"TID_ERROR_POP_UP_LOGIN_FAILED_BUTTON","Try again"
"TID_ERROR_POP_UP_AUTO_DISCONNECTED_TITLE","Anyone there?"
"TID_ERROR_POP_UP_AUTO_DISCONNECTED","Click the button below to reload the game."
"TID_ERROR_POP_UP_AUTO_DISCONNECTED_BUTTON","Reload game"
"TID_ERROR_POP_UP_WRONG_CLIENT_VERSION_TITLE","Update is available!"
"TID_ERROR_POP_UP_WRONG_CLIENT_VERSION","Good news! A new version of Brawl Stars is available."
"TID_ERROR_POP_UP_WRONG_CLIENT_VERSION_BUTTON","Update"
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_TITLE","Maintenance break"
"TID_ERROR_POP_UP_SERVER_MAINTENANCE","Sorry, the servers are under maintenance. Please try again later."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_BUTTON","Try again"
"TID_ERROR_POP_UP_BANNED_TITLE","You have been banned!"
"TID_ERROR_POP_UP_BANNED","You have been banned temporarily"
"TID_ERROR_POP_UP_BANNED_BUTTON","Okay"
"TID_ERROR_POP_UP_BANNED_BUTTON_CONTACT_PS","Contact Support"
"TID_ERROR_POP_UP_BANNED_ARTICLE_BUTTON","More Info"
"TID_INFO_POP_UP_IAP_NOTE_TITLE","Important Notice"
"TID_INFO_POP_UP_IAP_NOTE","Brawl Stars is free to play, but you can speed up progress with in-app purchases (you can disable this in your device settings). Tap Okay to accept our Terms and Privacy Policy."
"TID_INFO_POP_UP_IAP_NOTE_BUTTON","Okay"
"TID_SERVER_ERROR_TITLE","Server error <number>"
"TID_SERVER_ERROR","You were disconnected during combat."
"TID_SERVER_ERROR_BUTTON","Okay"
"TID_ERROR_POP_UP_CONNECTION_LOST_TITLE","Connection lost"
"TID_ERROR_POP_UP_CONNECTION_LOST","Please try logging in again!"
"TID_ERROR_POP_UP_CONNECTION_LOST_BUTTON","Retry login"
"TID_TROPHIES","Trophies"
"TID_PRACTICE","PRACTICE"
"TID_READY","Ready"
"TID_BATTLE_END_TITLE_VICTORY","VICTORY!"
"TID_BATTLE_END_TITLE_DEFEAT","DEFEAT"
"TID_BATTLE_END_TITLE_DRAW","Draw"
"TID_BATTLE_END_TITLE_COOP_SURVIVAL","Survived for <TIME>"
"TID_BATTLE_END_DEATHMATCH_VICTORY","You are #1!"
"TID_BATTLE_END_DEATHMATCH_DEFEAT","Rank: <RANK>"
"TID_BATTLE_END_TVST_DRAW_DESC","Game ended in a draw because both teams collected the same amount of gems!"
"TID_BATTLE_END_TITLE_1VS5_YOU_WIN_IN_TEAM","Big Brawler defeated in <TIME>"
"TID_BATTLE_END_TITLE_1VS5_YOU_WIN_AS_BOSS","Survived <TIME>"
"TID_BATTLE_END_TITLE_RAID_BOSS_VICTORY","CHALLENGE: <LEVEL> CLEARED!"
"TID_BATTLE_END_TITLE_RAID_BOSS_DEFEAT","DEFEAT"
"TID_BATTLE_END_RETURN_HOME","EXIT"
"TID_BATTLE_END_NEXT","Next"
"TID_BATTLE_END_TAP","tap to proceed"
"TID_BATTLE_END_NO_PRACTISE_TROPHIES","NO TROPHIES FROM PRACTICE"
"TID_BATTLE_END_XP_CAPPED","All experience collected for today"
"TID_BATTLE_END_PLAY_AGAIN","PLAY AGAIN"
"TID_BATTLE_END_PLAY_AGAIN_CANCEL","CANCEL"
"TID_BATTLE_END_PLAY_AGAIN_READY_PLAYERS","<WAITING>/<TOTAL>"
"TID_BATTLE_END_PLAY_AGAIN_PLAYERS","<caaaaaa><TOTAL></c>"
"TID_BATTLE_END_PLAY_AGAIN_TIMER","<TIME>"
"TID_BATTLE_END_NEW_MEMBER_TO_GAMEROOM","<NAME> joined your team"
"TID_BATTLE_END_OVERWHELMING_VICTORY","EPIC WIN"
"TID_BATTLE_END_OVERWHELMING_VICTORY_LONG","EPIC WIN"
"TID_RESPAWNING","Back in:\n<n1>"
"TID_TEAMS_POPUP_TITLE","TEAMS"
"TID_TEAMS_POPUP_SUBTITLE_IN_CLAN","Club & Friend Teams"
"TID_TEAMS_POPUP_SUBTITLE_NOT_IN_CLAN","JOIN A CLUB TO SEE ACTIVE GAMES HERE"
"TID_TEAMS_POPUP_SEARCH","JOIN WITH CODE"
"TID_TEAMS_POPUP_CREATE","CREATE TEAM"
"TID_TEAM_SEARCH_POPUP_TITLE","JOIN TEAM WITH CODE"
"TID_TEAM_SEARCH_POPUP_SEARCH","JOIN"
"TID_TEAM_JOIN_ROOM_CODE","Input team code here..."
"TID_TEAM_CHANGE_MAP","CHANGE"
"TID_TEAM_TYPE_INFO_0","Ranked"
"TID_TEAM_TYPE_INFO_1","Friendly"
"TID_TEAM_TYPE_INFO_2","Ticketed"
"TID_TEAM_MEMBER_LEFT_0","You left the team."
"TID_TEAM_MEMBER_LEFT_1","You were kicked from the team."
"TID_TEAM_MEMBER_LEFT_2","Team disbanded because the event expired."
"TID_TEAM_MEMBER_LEFT_3","Team disbanded because team creator left."
"TID_TEAM_MEMBER_LEFT_4","Tournament game cancelled"
"TID_TEAM_MEMBER_LEFT_5","Tournament game expired"
"TID_TEAM_MEMBER_LEFT_6","Tournament game finished"
"TID_TEAM_GAME_STARTING","Game starting"
"TID_TEAM_CODE_COPIED","Code copied to the clipboard"
"TID_TEAM_MEMBER_INVITE_STATUS_1","<c00ff00>INVITE PENDING</c>"
"TID_TEAM_MEMBER_INVITE_STATUS_2","<ccc0000>DECLINED</c>"
"TID_TEAM_MEMBER_INVITE_STATUS_3","<c0000cc>TARGET OFFLINE</c>"
"TID_TEAM_MEMBER_CANCEL_INVITE_INFO","tap to cancel"
"TID_TEAM_ERROR_1","Team server error"
"TID_TEAM_ERROR_2","Cannot join, Team is full."
"TID_TEAM_ERROR_3","Cannot join. Team has already disbanded."
"TID_TEAM_ERROR_5","Invalid team code. Please check that the code is correct."
"TID_TEAM_ERROR_6","Cannot find a team with the given code."
"TID_TEAM_ERROR_7","Cannot join team after getting kicked out."
"TID_TEAM_ERROR_8","Check side settings. No side can have more than 3 players."
"TID_TEAM_ERROR_10","Cannot create team. You are already in a team."
"TID_TEAM_ERROR_11","Cannot create team. Event has expired."
"TID_TEAM_ERROR_12","Cannot join expired team."
"TID_TEAM_ERROR_14","Cannot create team. This event does not support team play."
"TID_TEAM_ERROR_15","Cannot join team. This team is not in your region."
"TID_TEAM_ERROR_17","Cannot start game. Duplicate Brawlers are not allowed."
"TID_TEAM_ERROR_18","Cannot start game. Game is going down for maintenance."
"TID_TEAM_ERROR_19","Cannot kick team creator while they are online."
"TID_TEAM_ERROR_20","Cannot change map. Too many players for this map"
"TID_TEAM_ERROR_21","Cannot start game. Not enough tickets"
"TID_TEAM_ERROR_22","Cannot change map. Too many players"
"TID_TEAM_ERROR_24","Invite failed. No friend found"
"TID_TEAM_ERROR_25","Invite failed. Team is full"
"TID_TEAM_ERROR_26","Invite rejected"
"TID_TEAM_ERROR_27","Invite failed. Player is not currently accepting team invites"
"TID_TEAM_ERROR_28","Invite failed. Player went offline"
"TID_TEAM_ERROR_29","Invite failed. Player is already in a team"
"TID_TEAM_ERROR_30","Cannot start game because of a pending invitation"
"TID_TEAM_ERROR_31","Cannot change event while there's a pending invitation"
"TID_TEAM_ERROR_32","Team has too many members for this game mode"
"TID_TEAM_ERROR_33","This game mode does not support team play"
"TID_TEAM_ERROR_34","You have already defeated the last Boss"
"TID_TEAM_ERROR_40","Team join request is already pending"
"TID_TEAM_ERROR_41","Team join request was rejected"
"TID_TEAM_ERROR_42","Team join request failed. Cannot find the team"
"TID_TEAM_ERROR_43","Team join request recipient is no longer in a team"
"TID_TEAM_ERROR_44","Team join request recipient went offline"
"TID_TEAM_ERROR_45","Team join request failed. Team full"
"TID_TEAM_ERROR_46","Team join request recipient has muted you"
"TID_TEAM_ERROR_47","Team join request failed. Only friendly room owner can accept join requests"
"TID_TEAM_ERROR_48","Team join request recipient has muted all invites"
"TID_TEAM_ERROR_60","Cannot suggest event. Too many players"
"TID_TEAM_ERROR_61","Cannot suggest event change while there's a pending invitation"
"TID_TEAM_ERROR_62","Cannot suggest event. Slot not available to team creator."
"TID_TEAM_ERROR_102","Cannot create team. You have a pending join request."
"TID_TEAM_ERROR_120","Cannot start game. You can only play the map of your current Challenge level"
"TID_TEAM_ERROR_121","Cannot start game. No more attempts left."
"TID_SELECT_LOCATION_TITLE","CHOOSE MAP"
"TID_SELECT_LOCATION_LOCATIONS","FRIENDLY"
"TID_SELECT_LOCATION_EVENTS","RANKED"
"TID_TEAM_SEARCH_INVALID_CODE","Invalid team code. Please check that the code is correct."
"TID_TEAM_LEAVE","LEAVE"
"TID_TEAM_JOIN","JOIN TEAM"
"TID_TEAM_READY_BUTTON_LABEL","I'M READY"
"TID_TEAM_CANCEL_READY","Cancel"
"TID_TEAM_QUIT","EXIT"
"TID_TEAM_TEAMCODE","Team code"
"TID_TEAM_TEAMCODE_DESC","Your friends can access the team using this code"
"TID_TEAM_WAITING_FOR_PLAYER","Invite with team code"
"TID_TEAM_NO_MEMBER","BOT"
"TID_TEAM_NO_MEMBER_INVITE","INVITE"
"TID_TEAMCREATE_EVENT","Map"
"TID_TEAM_KICK","Kick"
"TID_TEAM_PROFILE","Profile"
"TID_TEAM_SWAP","Swap Side"
"TID_TEAM_SWAP_HERE","Swap Here"
"TID_TEAM_CREATOR_ONLY_FEATURE","Available for team creator only"
"TID_TEAM_CREATOR_ONLY_FEATURE_MODES","Only team creator can change events"
"TID_TEAM_PROFILE_BLOCKED","Not viewable while Ready"
"TID_TEAM_FEATURE_BLOCKED_WHILE_READY","Not available while Ready"
"TID_TEAM_PRACTISE_BUTTON_LABEL","PRACTICE"
"TID_TEAM_PRACTISE_BUTTON_SUBLABEL","with bots"
"TID_TEAM_LOOT_UNLOCKS","REWARDS"
"TID_BONUS_REWARD","Bonus Reward for 3 victories:"
"TID_BONUS_REWARD_COLLECTED","Bonus Reward claimed"
"TID_INFO_SERVER_ERROR_TITLE","Server error"
"TID_INFO_SERVER_ERROR_BUTTON","Reload game"
"TID_RARITY_NAME_0","Trophy Road"
"TID_RARITY_NAME_1","Rare"
"TID_RARITY_NAME_2","Super Rare"
"TID_RARITY_NAME_3","Epic"
"TID_RARITY_NAME_4","Mythic"
"TID_RARITY_NAME_5","Legendary"
"TID_RARITY_COLOR_0","B9EAFF"
"TID_RARITY_COLOR_1","68FD58"
"TID_RARITY_COLOR_2","5AB3FF"
"TID_RARITY_COLOR_3","D850FF"
"TID_RARITY_COLOR_4","FE5E72"
"TID_RARITY_COLOR_5","FFF11E"
"TID_HERO_SCREEN_DIM_COLOR","164382"
"TID_RANK_UP_POPUP_TITLE","RANK UP!"
"TID_RANK_UP_POPUP_REWARD_BONUS","RANK UP BONUS"
"TID_RANK_UP_POPUP_RANK","RANK <RANK>"
"TID_NAME_FAILED_TOO_SHORT","Name too short!"
"TID_NAME_FAILED_PROFANITIES","Name not accepted!"
"TID_NAME_FAILED","Name not accepted!"
"TID_EVENT_STARTED","New <GAMEMODE> map open! New rewards available!"
"TID_SELECT_HERO_INFO_1","<cFF8000>Players vs Players</c>"
"TID_SELECT_HERO_INFO_2","<c2288ff>Players vs Bots</c>"
"TID_SELECT_HERO_INFO_3","<c40E0D0>Play solo with Bots</c>"
"TID_SELECT_HERO_INFO_1_6","<cFF8000>Players vs Players</c>"
"TID_SELECT_HERO_INFO_3_6","<c40E0D0>Play solo with Bots</c>"
"TID_SELECT_HERO_INFO_FRIENDLY","<c40E0D0>All Brawlers Are Fully Upgraded In Friendly Games</c>"
"TID_SELECT_HERO_INFO_RANK_REWARD","To Receive The Power Points"
"TID_SELECT_HERO_POW_INFO_TITLE","POWER POINTS REWARD"
"TID_SELECT_HERO_POW_INFO_PURCHASE_TITLE","POWER POINTS PURCHASE"
"TID_SELECT_HERO_POW_INFO_BODY","CHOOSE A BRAWLER TO\nRECEIVE THE POWER POINTS"
"TID_SELECT_HERO_WILD_CARD_POWER_NOT_ASSIGNABLE","This Brawler is already maxed out on Power Points"
"TID_WILDCARD_POWER_PURCHASE_CONFIRM_TITLE","CONFIRM PURCHASE"
"TID_WILDCARD_POWER_PURCHASE_CONFIRM_INFO","Power will go to <HERO>"
"TID_WILDCARD_POWER_RANKUP_REWARD_CONFIRM_TITLE","CONFIRM REWARD"
"TID_WILDCARD_POWER_RANKUP_REWARD_CONFIRM_INFO","Power will go to <HERO>"
"TID_NAVI_1","Shop"
"TID_NAVI_2","News"
"TID_NAVI_3","Battle"
"TID_NAVI_4","Brawlers"
"TID_NAVI_5","Club"
"TID_NAVI_6","Profile"
"TID_NAVI_7","Friends"
"TID_LEADERBOARD_TITLE","LEADERBOARDS"
"TID_LEADERBOARD_TAB_TOTAL","TOTAL\nTROPHIES"
"TID_LEADERBOARD_TAB_HEROES","BRAWLERS"
"TID_LEADERBOARD_TAB_CLANS","CLUBS"
"TID_LEADERBOARD_TAB_FRIENDS","FRIENDS"
"TID_LEADERBOARD_SUBTITLE_1","BEST PLAYERS"
"TID_LEADERBOARD_SUBTITLE_2","BEST CLUBS"
"TID_LEADERBOARD_SUBTITLE_0","BEST <HERO> PLAYERS"
"TID_BATTLE_MAIN_NEXT_REWARD","Next reward: <VALUE>/<MAX>"
"TID_BATTLE_MAIN_NEXT_PLANET","New map in: <TIME>"
"TID_BATTLE_MAIN_COLLECTED_COINS","<VALUE> collected"
"TID_GATCHA_ERROR_NOT_ENOUGH_GOLD","Collect 100 Tokens to get a Brawl Box!"
"TID_GATCHA_INFO","<c0000ff>Brawl Boxes</c>\n\nOpen Brawl Boxes to find Brawlers, Power Points, Coins or Token Doublers."
"TID_HERO_INFO_ABILITY_COLOR_1","12b400"
"TID_HERO_INFO_ABILITY_COLOR_2","df1800"
"TID_HERO_INFO_ABILITY_COLOR_3","005bd6"
"TID_HERO_INFO_ARMOR","HEALTH"
"TID_HERO_INFO_ABILITY","ATTACK: <NAME>"
"TID_HERO_INFO_ULTI","SUPER: <NAME>"
"TID_HERO_INFO_ARMOR_LABEL","HEALTH"
"TID_HERO_INFO_ABILITY_LABEL","ATTACK"
"TID_HERO_INFO_ULTI_LABEL","SUPER"
"TID_HERO_INFO_BACK","BACK"
"TID_HERO_INFO_UPGRADE","UPGRADE"
"TID_HERO_INFO_ABILITY_LEVEL","LVL <LEVEL>/<MAXLEVEL>"
"TID_HERO_INFO_CRAFT_HERO","Buy Brawler"
"TID_HERO_INFO_RARITY","<c<COLOR>><NAME></c>"
"TID_HERO_INFO_ITEM_RARITY","<c<COLOR>><NAME></c>"
"TID_HERO_INFO_POWER_BAR_TOOL_TIP","Collect Power Points from Brawl Boxes and shop offers to unlock the next upgrade"
"TID_HERO_INFO_STAR_POWER_CAN_DROP","Star Power can now be found in Brawl Boxes"
"TID_HERO_INFO_STAR_POWER_BLOCKED","Power up <HERONAME> with a selectable Star Power! Available in Brawl Boxes after reaching POWER <LEVEL>."
"TID_HERO_INFO_ACCESSORIES_CAN_DROP","Gadget can now be found in Brawl Boxes"
"TID_HERO_INFO_ACCESSORIES_BLOCKED","Power up <HERONAME> with a special Gadget! Available in Brawl Boxes after reaching POWER <LEVEL>."
"TID_HERO_INFO_STAR_POWER_LABEL","STAR POWER: <NAME>"
"TID_HERO_INFO_ACCESSORIES_LABEL","GADGET: <NAME>"
"TID_HERO_INFO_ABILITY_DESC","<c<COLOR>><CAPTION></c>\n<BODY>"
"TID_MATCHMAKE_FAILED_5","Matchmake failed: event has expired"
"TID_MATCHMAKE_FAILED_7","Matchmake failed: team member was disconnected"
"TID_MATCHMAKE_FAILED_9","Matchmake failed: maintanance is starting"
"TID_MATCHMAKE_FAILED_11","Matchmake failed: team member left matchmaking"
"TID_MATCHMAKE_FAILED_12","Matchmake failed: you have already defeated the last boss"
"TID_MATCHMAKE_FAILED_14","POWER PLAY can be played only with Brawlers that have a Star Power"
"TID_MATCHMAKE_FAILED_15","You have run out of POWER PLAY games today"
"TID_SUDDEN_DEATH_TIMER","<n1>"
"TID_OWN_TEAM_WINNING","Blue team will win in:"
"TID_ENEMY_TEAM_WINNING","Red team will win in:"
"TID_OWN_TEAM","Blue team"
"TID_ENEMY_TEAM","Red team"
"TID_COUNTDOWN","COUNTDOWN"
"TID_HERO_LIST_UNLOCKED","<COUNT>/<TOTAL>"
"TID_HERO_LIST_LABEL","BRAWLERS"
"TID_HERO_LIST_DO_GATCHA","Open Brawl Box"
"TID_HERO_TIME_UNTIL_RELEASE","Arriving in <TIME>"
"TID_HERO_LIST_COMING_UP","Check out the details after the Brawler has been released"
"TID_SKIN_INFO_TIME_UNTIL_RELEASE","Arriving in <TIME>"
"TID_SKIN_INFO_","Supercell ID reward skin"
"TID_SKIN_INFO_1","Brawl Stars Pioneer skin!\n\nFor accounts created before 2019"
"TID_SKIN_INFO_2","Get this skin by connecting to Supercell ID from the settings screen!"
"TID_SKIN_INFO_3_TEASER","Coming soon..."
"TID_SKIN_INFO_3_AVAILABLE","\nAvailable for purchase for a limited time"
"TID_SKIN_INFO_3_NOT_AVAILABLE","\nNot currently available for purchase"
"TID_SKIN_INFO_3_HERO_NEEDED","\nUnlock Brawler first to buy this skin"
"TID_SKIN_INFO_CAMPAIGN_1_AVAILABLE","Celebrate Brawlidays with this festive skin!"
"TID_SKIN_INFO_CAMPAIGN_1_NOT_AVAILABLE","Brawlidays skin."
"TID_SKIN_INFO_CAMPAIGN_3_AVAILABLE","Celebrate Brawl-o-ween with this festive skin!"
"TID_SKIN_INFO_CAMPAIGN_3_NOT_AVAILABLE","Brawl-o-ween skin."
"TID_SKIN_INFO_LEGENDARY","Star Skin"
"TID_LEGENDARY_TROPHIES","Star Points"
"TID_SKIN_REWARD_TITLE_1","SKIN REWARD"
"TID_SKIN_REWARD_INFO_1","You have unlocked a new skin! Thank you for playing Brawl Stars in 2018"
"TID_SKIN_REWARD_TITLE_2","SKIN REWARD"
"TID_SKIN_REWARD_INFO_2","You have unlocked a new skin as reward for connecting your account to Supercell ID"
"TID_SKIN_REWARD_OK","CLAIM"
"TID_HERO_REWARD_TITLE_1","MESSAGE FROM SUPPORT"
"TID_HERO_REWARD_INFO_1","Brawl Stars support has donated a new Brawler to you."
"TID_SKIN_REWARD_TITLE_0","MESSAGE FROM SUPPORT"
"TID_SKIN_REWARD_INFO_0","Brawl Stars support has donated a new Skin to you."
"TID_SKIN_REWARD_TITLE_3","MESSAGE FROM SUPPORT"
"TID_SKIN_REWARD_INFO_3","Brawl Stars support has donated a new Skin to you."
"TID_REWARD_TITLE","MESSAGE FROM SUPPORT"
"TID_REWARD_INFO","You have a pending donation from Brawl Stars support"
"TID_REWARD_INFO_RESOURCE_FIRSTWINS","<AMOUNT> Star Tokens claimed"
"TID_REWARD_INFO_RESOURCE_GOLD","<AMOUNT> Tokens claimed"
"TID_REWARD_INFO_RESOURCE_LEGENDARYTROPHIES","<AMOUNT> Star Points claimed"
"TID_REWARD_OK","CLAIM"
"TID_HERO_REWARD_OK","CLAIM"
"TID_RANK_POPUP_TITLE","TROPHY ROAD"
"TID_RANK_POPUP_NEXT_GOAL","NEXT GOAL"
"TID_RANK_POPUP_COLLECT","COLLECT"
"TID_RANK_POPUP_SEASON_END_REWARD","Season Reward"
"TID_RANK_POPUP_SEASON_END_REWARD_OWN","<cffff00>YOUR SEASON REWARD</c>"
"TID_RANK_POPUP_TOTAL_INFO","Climb in total trophies to unlock rewards and reach new Leagues!\nTotal trophies is a combination of all your Brawlers' individual trophies."
"TID_RANK_POPUP_SEASON_END_TITLE","SEASON ENDS IN"
"TID_RANK_POPUP_SEASON_END_INFO","When the season ends, your Brawlers with <DECAYSTART> or more trophies will lose some of their trophies. This loss will be compensated with Star Points that you can use in the shop."
"TID_RANK_POPUP_HILITE_CAPTION_3","UNLOCK: <HERO>"
"TID_RANK_POPUP_HILITE_CAPTION_4","UNLOCK: <SKIN>"
"TID_RANK_POPUP_HILITE_CAPTION_13","NEW EVENT: <NAME>"
"TID_RANK_POPUP_HILITE_CAPTION_10","MEGA BOX"
"TID_RANK_POPUP_HILITE_CAPTION_SLOT_4","TEAM EVENTS"
"TID_RANK_POPUP_HILITE_CAPTION_SLOT_3","DAILY EVENTS"
"TID_RANK_POPUP_HILITE_CAPTION_SLOT_7","TICKET EVENTS"
"TID_RANK_INFO_POPUP_SEASON_REWARDS_1","Season End Star Point Rewards"
"TID_RANK_INFO_POPUP_SEASON_REWARDS_2","Rank Based Rewards"
"TID_RANK_INFO_POPUP_SEASON_REWARDS_3","Point Based Rewards"
"TID_RANK_INFO_POPUP_POINTS_LABEL_1","Trophies"
"TID_RANK_INFO_POPUP_LABEL_STAR_POINTS","Star Point Reward"
"TID_RANK_INFO_POPUP_LABEL_END_TROPHIES","Trophies After Season End"
"TID_RANK_INFO_POPUP_SEASON_REWARD_ENTRY","<START> - <END>"
"TID_DAILY_COINS_COLLECTED","Collected"
"TID_TEAM_BATTLE","CREATE"
"TID_TEAM_UNREADY","not ready"
"TID_TEAM_WAITING_WHILE_READY","You're ready!\nWaiting for others."
"TID_GATCHA_SCREEN_NEW_HERO","<c<COLOR>><OWNEDCOUNT>/<SETSIZE> <NAME> Brawlers</c>"
"TID_GATCHA_SCREEN_NEW_ITEM","<c<COLOR>><OWNEDCOUNT>/<SETSIZE> <NAME></c>"
"TID_GATCHA_SCREEN_BOXES_REMAINING","<AMOUNT>"
"TID_GATCHA_SCREEN_OK","Cool!"
"TID_GATCHA_SCREEN_TAP","Tap! Tap!"
"TID_GATCHA_SCREEN_TICKET_DROP_HEADER","EVENT TICKETS"
"TID_GATCHA_SCREEN_TICKET_DROP_BONUS","BONUS!"
"TID_GATCHA_SCREEN_TICKET_DROP_DESC_ONGOING","Active for <TIME>"
"TID_GATCHA_SCREEN_TICKET_DROP_DESC_FUTURE","Starting in <TIME>"
"TID_GATCHA_SCREEN_TICKET_DROP_NOTE","<EMPTY>"
"TID_GATCHA_SCREEN_COIN_DOUBLER_HEADER","TOKEN DOUBLER"
"TID_GATCHA_SCREEN_COIN_DOUBLER_VALUE","+ <AMOUNT>"
"TID_GATCHA_SCREEN_COIN_DOUBLER_DESC","Get double the Tokens you earn from battles!"
"TID_GATCHA_SCREEN_GOLD_DROP_TITLE","COINS"
"TID_GATCHA_SCREEN_GOLD_DROP_DESC","Use Coins to upgrade your Brawlers"
"TID_GATCHA_SCREEN_GEM_DROP_TITLE","GEMS"
"TID_GATCHA_SCREEN_GEM_DROP_DESC","Use Gems to buy Boxes, Skins and other things from the Shop"
"TID_GATCHA_SCREEN_HERO_POWER_TITLE","POWER POINTS"
"TID_GATCHA_SCREEN_HERO_POWER_LEVEL_UP_UNLOCKED","Upgrade unlocked!"
"TID_GATCHA_SCREEN_HERO_POWER_LEVEL_UP_AVAILABLE","Upgrade available!"
"TID_GATCHA_SCREEN_BOX_COUNTER_BONUS","BONUS"
"TID_NAVI_BLOCKED_1","You can't change page while ready!"
"TID_LEG_TRO_MIG_INFO_SHORT","<AMOUNT> <cff00ff>Star Points</c> gained!"
"TID_LEG_TRO_MIG_POPUP_OK","OK"
"TID_LEG_TRO_MIG_POPUP_CLAIM","CLAIM"
"TID_LEG_TRO_MIG_POPUP_TITLE","Introducing <cff00ff>Star Points</c>"
"TID_LEG_TRO_MIG_INFO","New in Brawl Stars: Star Points! You can earn Star Points by getting a Brawler to 500 trophies and above. At the end of a season, some of the trophies above 500 will be converted to Star Points.\n\nYou can also earn Star Points by ranking up your Brawlers. You received <AMOUNT> Star Points from your previously ranked-up Brawlers!"
"TID_TEAM_MEMBER_INFO_READY","<NAME> is waiting for others to get ready"
"TID_TEAM_MEMBER_INFO_NOT_READY","<NAME> is not yet ready for the game"
"TID_TEAM_MEMBER_INFO_SELF_READY","Cannot change Brawler while ready!"
"TID_TEAM_CHANGE_EVENT_BLOCKED","Cannot change event while ready!"
"TID_TEAM_TOGGLE_PRACTISE_BLOCKED","Cannot change this while ready!"
"TID_TEAM_GATCHA_BLOCKED","Cannot open a box while ready!"
"TID_TEAM_NO_MEMBER_INFO","Team invite available for creator only"
"TID_TEAM_INFO_TEAM_CODE","Share this code with friends and invite them to join your Team!\n\nTap again to copy to Clipboard."
"TID_FREEZER","Freezer"
"TID_GAME_OVER","Match over"
"TID_LEVEL","lvl<LVL>"
"TID_PLAYERS_IN_MM","There are players in the matchmaking!"
"TID_ONLINE_INFO","Players online: <ONLINE> in matchmaking: <MATCHMAKE> in match: <BATTLES>"
"TID_INPUT_NAME","Input your name here"
"TID_LEADERBOARD_YOUR_SCORE","Your score"
"TID_LEADERBOARD_YOUR_RANK","Your rank"
"TID_LEADERBOARD_HIGHEST_SCORE","Your Highest Score"
"TID_LEADERBOARD_LOCAL","LOCAL (<COUNTRY>)"
"TID_REGION_0","GLOBAL"
"TID_REGION_1","ASIA"
"TID_SET_REGION_RESULT_0","Region switched successfully to <REGION>"
"TID_SET_REGION_RESULT_1","Region change failed: cannot change region while in a Club"
"TID_SET_REGION_RESULT_2","Region change failed: cannot change region while in a Team"
"TID_VICTORY_CONDITION_COINRUSH_TITLE","Crystal Grab"
"TID_VICTORY_CONDITION_COINRUSH_TEXT","Grab and hold 10 gems!"
"TID_BATTLE_END_MY_TEAM","Your Team"
"TID_BATTLE_END_ENEMY_TEAM","Enemy Team"
"TID_BACK","BACK"
"TID_NOT_ENOUGH_GOLD","Not enough Coins, open Brawl Boxes to get Coins"
"TID_UNLOCK_SKIN_ERROR_1","Not enough Gems"
"TID_EXPERIENCE_LEVEL","Experience level"
"TID_BOT_1","Bot 1"
"TID_BOT_2","Bot 2"
"TID_BOT_3","Bot 3"
"TID_BOT_4","Bot 4"
"TID_BOT_5","Bot 5"
"TID_BOT_6","Bot 6"
"TID_BOT_7","Bot 7"
"TID_BOT_8","Bot 8"
"TID_BOT_9","Bot 9"
"TID_CRAFT_HERO_TITLE","Buy Brawler"
"TID_CRAFT_HERO_BUTTON_LABEL","Buy"
"TID_UNLOCK_SKIN_TITLE","Buy skin"
"TID_SKIN_COMING_SOON","Skin not available yet"
"TID_UNLOCK_SKIN_BUTTON_LABEL","Buy"
"TID_HERO_LIST_TOTAL_TROPHIES","Total trophies"
"TID_TOP_TOOL_TIP_1","<c00ccff>Tokens</c> are used to open Brawl Boxes.\n\nCollect Tokens from new events and Battles."
"TID_TOP_TOOL_TIP_3","<c0ed12d>Gems</c> are used to buy Boxes, Skins and other things from the Shop.\n\nGet Gems from Brawl Boxes or purchase from the Shop with real money."
