"TID","KR"
"TID_ROBOT_WEAPON_DESC","강철 보안관은 엄청난 거리에서 기계 같은 정확성으로 폭발성 로켓을 발사합니다."
"TID_ROBOT_ULTI","군중 제어"
"TID_ROBOT_ULTI_DESC","강철 보안관이 특단의 조치로 야단법석 제멋대로 행동하는 군중에게 대량의 로켓을 퍼붓습니다."
"TID_ARMOR_STAT","HP"
"TID_HEALTH","HP"
"TID_STAT_GRENADE_DAMAGE","수류탄당 피해량"
"TID_STAT_MISSILE_DAMAGE","로켓당 피해량"
"TID_STAT_HEALTH","HP"
"TID_STAT_SPEED","속도"
"TID_STAT_DAMAGE","피해량"
"TID_STAT_DAMAGE_PER_SHOT","탄당 피해량"
"TID_STAT_DAMAGE_PER_SHELL","탄당 피해량"
"TID_STAT_HAMMER_DAMAGE","0.2초마다 피해"
"TID_BATTLE","플레이"
"TID_QUIT","나가기"
"TID_MATCHMAKING_QUIT","종료"
"TID_MATCHMAKING_HEADING","플레이어 찾는 중"
"TID_MATCHMAKING_TIME_LABEL","게임 시작까지:"
"TID_MATCHMAKING_PLAYERS","찾은 플레이어: <x>/<y>"
"TID_BUTTON_CANCEL","취소"
"TID_BUTTON_OK","확인"
"TID_ENTER_NAME_TITLE","브롤스타즈에 오신 걸 환영합니다!"
"TID_ENTER_NAME_BODY","이름이 무엇인가요?"
"TID_TIME_DAYS","일"
"TID_TIME_HOURS","시간"
"TID_TIME_MINS","분"
"TID_TIME_SECS","초"
"TID_MATCHMAKING_TIME","시작 시간: <TIME>"
"TID_SUPERCELL_ID_TITLE","Supercell ID"
"TID_SUPERCELL_ID_BUTTON_CONNECTED","연동됨"
"TID_SUPERCELL_ID_BUTTON_DISCONNECTED","연동하기"
"TID_SUPERCELL_ID_LOGIN_BUTTON","로그인"
"TID_SUPERCELL_ID_NEW_GAME_BUTTON","없이 플레이"
"TID_CANNOT_SWITCH_TO_ACCOUNT_WITHOUT_SUPERCELL_ID","XP 레벨이 <number>인 다른 게임 진행 상황을 불러올까요? Supercell ID로 로그인해서 불러오세요!"
"TID_ERROR_POP_UP_OUT_OF_SYNC_TITLE","오류!"
"TID_ERROR_POP_UP_OUT_OF_SYNC","클라이언트와 서버가 동기화되지 않았습니다!"
"TID_ERROR_POP_UP_OUT_OF_SYNC_BUTTON","다시 불러오기"
"TID_ERROR_POP_UP_CONNECTION_FAILED_TITLE","연결 오류"
"TID_ERROR_POP_UP_CONNECTION_FAILED","서버에 연결할 수 없습니다. 인터넷 연결을 확인하고 다시 시도해 주세요."
"TID_ERROR_POP_UP_CONNECTION_FAILED_BUTTON","다시 시도"
"TID_ERROR_POP_UP_LOGIN_FAILED_TITLE","로그인 실패"
"TID_ERROR_POP_UP_LOGIN_FAILED","나중에 다시 시도해 주세요."
"TID_ERROR_POP_UP_LOGIN_FAILED_BUTTON","다시 시도"
"TID_ERROR_POP_UP_AUTO_DISCONNECTED_TITLE","연결 해제"
"TID_ERROR_POP_UP_AUTO_DISCONNECTED","아래 버튼을 누르면 게임을 다시 불러옵니다."
"TID_ERROR_POP_UP_AUTO_DISCONNECTED_BUTTON","다시 불러오기"
"TID_ERROR_POP_UP_WRONG_CLIENT_VERSION_TITLE","업데이트가 있습니다!"
"TID_ERROR_POP_UP_WRONG_CLIENT_VERSION","새로운 버전이 출시되었습니다. 게임을 업데이트하세요!"
"TID_ERROR_POP_UP_WRONG_CLIENT_VERSION_BUTTON","업데이트"
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_TITLE","서버 점검"
"TID_ERROR_POP_UP_SERVER_MAINTENANCE","죄송합니다. 현재 서버 점검 중입니다. 잠시 후 다시 시도해 주세요."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_BUTTON","다시 시도"
"TID_ERROR_POP_UP_BANNED_TITLE","계정이 차단되었습니다!"
"TID_ERROR_POP_UP_BANNED","계정이 일시적으로 차단되었습니다!"
"TID_ERROR_POP_UP_BANNED_BUTTON","확인"
"TID_ERROR_POP_UP_BANNED_BUTTON_CONTACT_PS","고객 지원 문의"
"TID_ERROR_POP_UP_BANNED_ARTICLE_BUTTON","추가 정보"
"TID_INFO_POP_UP_IAP_NOTE_TITLE","중요 공지"
"TID_INFO_POP_UP_IAP_NOTE","브롤스타즈는 무료 게임이지만 인앱 구매를 통해 게임을 더 빠르게 진행할 수 있습니다. 인앱 구매는 기기 설정에서 차단할 수 있습니다. 확인을 누르면 이용 약관과 개인정보 보호정책에 동의하게 됩니다."
"TID_INFO_POP_UP_IAP_NOTE_BUTTON","확인"
"TID_SERVER_ERROR_TITLE","서버 오류 <number>"
"TID_SERVER_ERROR","전투 중 연결이 끊어졌습니다."
"TID_SERVER_ERROR_BUTTON","확인"
"TID_ERROR_POP_UP_CONNECTION_LOST_TITLE","연결 실패"
"TID_ERROR_POP_UP_CONNECTION_LOST","다시 로그인해주세요!"
"TID_ERROR_POP_UP_CONNECTION_LOST_BUTTON","로그인 재시도"
"TID_TROPHIES","트로피"
"TID_PRACTICE","연습"
"TID_READY","준비"
"TID_BATTLE_END_TITLE_VICTORY","승리"
"TID_BATTLE_END_TITLE_DEFEAT","패배"
"TID_BATTLE_END_TITLE_DRAW","무승부"
"TID_BATTLE_END_TITLE_COOP_SURVIVAL","생존 시간: <TIME>"
"TID_BATTLE_END_DEATHMATCH_VICTORY","1위 달성!"
"TID_BATTLE_END_DEATHMATCH_DEFEAT","<RANK>위"
"TID_BATTLE_END_TVST_DRAW_DESC","양쪽 팀이 모은 보석 수가 같아, 게임이 무승부로 종료되었습니다!"
"TID_BATTLE_END_TITLE_1VS5_YOU_WIN_IN_TEAM","빅 브롤러 처치 시간: <TIME>"
"TID_BATTLE_END_TITLE_1VS5_YOU_WIN_AS_BOSS","생존 시간: <TIME>"
"TID_BATTLE_END_TITLE_RAID_BOSS_VICTORY","도전: <LEVEL> 완료!"
"TID_BATTLE_END_TITLE_RAID_BOSS_DEFEAT","패배"
"TID_BATTLE_END_RETURN_HOME","나가기"
"TID_BATTLE_END_NEXT","다음"
"TID_BATTLE_END_TAP","탭해서 계속 진행"
"TID_BATTLE_END_NO_PRACTISE_TROPHIES","연습 모드에서는 트로피를 획득하지 않습니다!"
"TID_BATTLE_END_XP_CAPPED","오늘 모을 수 있는 XP를 모두 획득했습니다!"
"TID_BATTLE_END_PLAY_AGAIN","다시 플레이"
"TID_BATTLE_END_PLAY_AGAIN_CANCEL","취소"
"TID_BATTLE_END_PLAY_AGAIN_READY_PLAYERS","<WAITING>/<TOTAL>"
"TID_BATTLE_END_PLAY_AGAIN_PLAYERS","<caaaaaa><TOTAL></c>"
"TID_BATTLE_END_PLAY_AGAIN_TIMER","<TIME>"
"TID_BATTLE_END_NEW_MEMBER_TO_GAMEROOM","<NAME> 님이 팀에 참가했습니다."
"TID_BATTLE_END_OVERWHELMING_VICTORY","월등한 승리"
"TID_BATTLE_END_OVERWHELMING_VICTORY_LONG","월등한 승리"
"TID_RESPAWNING","부활:\n<n1>"
"TID_TEAMS_POPUP_TITLE","팀"
"TID_TEAMS_POPUP_SUBTITLE_IN_CLAN","클럽 및 친구 팀"
"TID_TEAMS_POPUP_SUBTITLE_NOT_IN_CLAN","클럽에 가입해 진행 중인 게임을 확인하세요!"
"TID_TEAMS_POPUP_SEARCH","코드로 참가"
"TID_TEAMS_POPUP_CREATE","팀 생성"
"TID_TEAM_SEARCH_POPUP_TITLE","코드로 팀 참가"
"TID_TEAM_SEARCH_POPUP_SEARCH","참가"
"TID_TEAM_JOIN_ROOM_CODE","팀 코드를 이곳에 입력하세요."
"TID_TEAM_CHANGE_MAP","변경"
"TID_TEAM_TYPE_INFO_0","경쟁전"
"TID_TEAM_TYPE_INFO_1","친선전"
"TID_TEAM_TYPE_INFO_2","티켓 이벤트"
"TID_TEAM_MEMBER_LEFT_0","팀을 나갔습니다."
"TID_TEAM_MEMBER_LEFT_1","팀에서 추방되었습니다."
"TID_TEAM_MEMBER_LEFT_2","이벤트가 만료되어 팀이 해체되었습니다."
"TID_TEAM_MEMBER_LEFT_3","팀 생성자가 팀을 나가서 팀이 해체되었습니다."
"TID_TEAM_MEMBER_LEFT_4","토너먼트 게임 취소됨"
"TID_TEAM_MEMBER_LEFT_5","토너먼트 게임 만료됨"
"TID_TEAM_MEMBER_LEFT_6","토너먼트 게임 종료됨"
"TID_TEAM_GAME_STARTING","게임 시작"
"TID_TEAM_CODE_COPIED","코드가 클립보드에 복사되었습니다!"
"TID_TEAM_MEMBER_INVITE_STATUS_1","<c00ff00>초대 보류</c>"
"TID_TEAM_MEMBER_INVITE_STATUS_2","<ccc0000>거절</c>"
"TID_TEAM_MEMBER_INVITE_STATUS_3","<c0000cc>대상 오프라인</c>"
"TID_TEAM_MEMBER_CANCEL_INVITE_INFO","탭해서 취소"
"TID_TEAM_ERROR_1","팀 서버 오류"
"TID_TEAM_ERROR_2","팀 참가 실패: 팀이 가득 찼습니다."
"TID_TEAM_ERROR_3","팀 참가 실패: 팀이 이미 해체되었습니다."
"TID_TEAM_ERROR_5","잘못된 팀 코드입니다.\n올바른 코드인지 확인해 주세요."
"TID_TEAM_ERROR_6","해당 코드의 팀을 찾을 수 없습니다."
"TID_TEAM_ERROR_7","팀 참가 실패: 추방되었던 팀에는 참가할 수 없습니다."
"TID_TEAM_ERROR_8","팀 설정을 확인해주세요. 한 팀에는 3인 이상 참가할 수 없습니다."
"TID_TEAM_ERROR_10","팀 생성 실패: 이미 다른 팀에 있습니다."
"TID_TEAM_ERROR_11","팀 생성 실패: 이벤트가 만료되었습니다."
"TID_TEAM_ERROR_12","팀 참가 실패: 해당 팀은 만료되었습니다."
"TID_TEAM_ERROR_14","팀 생성 실패: 해당 이벤트는 팀으로 플레이할 수 없습니다."
"TID_TEAM_ERROR_15","팀 참가 실패: 같은 지역에 있는 팀이 아닙니다."
"TID_TEAM_ERROR_17","게임 시작 실패: 브롤러를 중복으로 사용할 수 없습니다."
"TID_TEAM_ERROR_18","게임 시작 실패: 게임이 곧 점검에 들어갑니다."
"TID_TEAM_ERROR_19","팀 생성자가 온라인일 때는 추방할 수 없습니다."
"TID_TEAM_ERROR_20","맵 변경 실패: 플레이어가 너무 많습니다."
"TID_TEAM_ERROR_21","게임 시작 실패: 티켓이 부족합니다."
"TID_TEAM_ERROR_22","맵 변경 불가: 플레이어가 너무 많습니다."
"TID_TEAM_ERROR_24","초대 실패: 친구를 찾을 수 없습니다."
"TID_TEAM_ERROR_25","초대 실패: 팀이 가득 찼습니다."
"TID_TEAM_ERROR_26","초대가 거절되었습니다."
"TID_TEAM_ERROR_27","초대 실패: 해당 플레이어는 팀 초대를 받고 있지 않습니다."
"TID_TEAM_ERROR_28","초대 실패: 플레이어가 오프라인 상태입니다."
"TID_TEAM_ERROR_29","초대 실패: 다른 팀에 참가한 플레이어입니다."
"TID_TEAM_ERROR_30","게임 시작 실패: 보류 중인 게임 초대가 있습니다."
"TID_TEAM_ERROR_31","이벤트 변경 실패: 보류 중인 초대가 있습니다."
"TID_TEAM_ERROR_32","게임 시작 실패: 참가 인원이 너무 많습니다."
"TID_TEAM_ERROR_33","팀플레이를 지원하지 않는 모드입니다."
"TID_TEAM_ERROR_34","마지막 보스를 이미 처치했습니다."
"TID_TEAM_ERROR_40","이미 팀 참가 요청이 보류 중입니다."
"TID_TEAM_ERROR_41","팀 참가 요청이 거절되었습니다."
"TID_TEAM_ERROR_42","팀 참가 요청 실패: 해당 팀을 찾을 수 없습니다."
"TID_TEAM_ERROR_43","팀 참가 요청 실패: 플레이어가 해당 팀에 속해있지 않습니다."
"TID_TEAM_ERROR_44","팀 참가 요청 실패: 플레이어가 오프라인 상태입니다."
"TID_TEAM_ERROR_45","팀 참가 요청 실패: 팀이 가득 찼습니다."
"TID_TEAM_ERROR_46","팀 참가 요청 실패: 플레이어로부터 차단되었습니다."
"TID_TEAM_ERROR_47","팀 참가 요청 실패: 친선 게임 생성자만 가입 요청을 수락할 수 있습니다."
"TID_TEAM_ERROR_48","팀 참가 요청 실패: 해당 플레이어는 모든 초대를 차단했습니다."
"TID_TEAM_ERROR_60","이벤트 제안 실패: 플레이어가 너무 많습니다."
"TID_TEAM_ERROR_61","이벤트 제안 실패: 보류 중인 초대가 있습니다."
"TID_TEAM_ERROR_62","이벤트 제안 실패: 팀 생성자가 이용할 수 없는 슬롯입니다."
"TID_TEAM_ERROR_102","팀 생성 실패: 보류 중인 팀 참가 요청이 있습니다."
"TID_TEAM_ERROR_120","게임 시작 실패: 본인의 챔피언십 챌린지 레벨의 맵만 플레이할 수 있습니다."
"TID_TEAM_ERROR_121","게임 시작 실패: 남은 도전 횟수가 없습니다."
"TID_SELECT_LOCATION_TITLE","맵 선택"
"TID_SELECT_LOCATION_LOCATIONS","친선전"
"TID_SELECT_LOCATION_EVENTS","경쟁전"
"TID_TEAM_SEARCH_INVALID_CODE","잘못된 팀 코드입니다.\n올바른 코드인지 확인해 주세요."
"TID_TEAM_LEAVE","나가기"
"TID_TEAM_JOIN","팀 참가"
"TID_TEAM_READY_BUTTON_LABEL","준비 완료"
"TID_TEAM_CANCEL_READY","취소"
"TID_TEAM_QUIT","나가기"
"TID_TEAM_TEAMCODE","팀 코드"
"TID_TEAM_TEAMCODE_DESC","해당 코드를 사용해 친구들이 팀에 참가할 수 있습니다."
"TID_TEAM_WAITING_FOR_PLAYER","팀 코드로 초대"
"TID_TEAM_NO_MEMBER","AI"
"TID_TEAM_NO_MEMBER_INVITE","초대"
"TID_TEAMCREATE_EVENT","맵"
"TID_TEAM_KICK","추방"
"TID_TEAM_PROFILE","프로필"
"TID_TEAM_SWAP","팀 변경"
"TID_TEAM_SWAP_HERE","눌러서 변경"
"TID_TEAM_CREATOR_ONLY_FEATURE","팀 생성자만 이용 가능"
"TID_TEAM_CREATOR_ONLY_FEATURE_MODES","팀 생성자만 이벤트를 변경할 수 있습니다!"
"TID_TEAM_PROFILE_BLOCKED","준비 완료 상태에서는 볼 수 없습니다."
"TID_TEAM_FEATURE_BLOCKED_WHILE_READY","준비 완료 상태에서는 이용할 수 없습니다."
"TID_TEAM_PRACTISE_BUTTON_LABEL","연습"
"TID_TEAM_PRACTISE_BUTTON_SUBLABEL","+ AI"
"TID_TEAM_LOOT_UNLOCKS","보상"
"TID_BONUS_REWARD","3승 보너스 보상:"
"TID_BONUS_REWARD_COLLECTED","보너스 보상을 받았습니다."
"TID_INFO_SERVER_ERROR_TITLE","서버 오류"
"TID_INFO_SERVER_ERROR_BUTTON","다시 불러오기"
"TID_RARITY_NAME_0","트로피 진척도"
"TID_RARITY_NAME_1","희귀"
"TID_RARITY_NAME_2","초희귀"
"TID_RARITY_NAME_3","영웅"
"TID_RARITY_NAME_4","신화"
"TID_RARITY_NAME_5","전설"
"TID_RARITY_COLOR_0","B9EAFF"
"TID_RARITY_COLOR_1","68FD58"
"TID_RARITY_COLOR_2","5AB3FF"
"TID_RARITY_COLOR_3","D850FF"
"TID_RARITY_COLOR_4","FE5E72"
"TID_RARITY_COLOR_5","FFF11E"
"TID_HERO_SCREEN_DIM_COLOR","164382"
"TID_RANK_UP_POPUP_TITLE","랭크 업!"
"TID_RANK_UP_POPUP_REWARD_BONUS","랭크 업 보너스"
"TID_RANK_UP_POPUP_RANK","RANK <RANK>"
"TID_NAME_FAILED_TOO_SHORT","이름이 너무 짧습니다!"
"TID_NAME_FAILED_PROFANITIES","허용되지 않는 이름입니다!"
"TID_NAME_FAILED","허용되지 않는 이름입니다!"
"TID_EVENT_STARTED","<GAMEMODE> 신규 맵 잠금 해제! 보상을 확인하세요!"
"TID_SELECT_HERO_INFO_1","<cFF8000>플레이어 vs 플레이어</c>"
"TID_SELECT_HERO_INFO_2","<c2288ff>플레이어 vs AI</c>"
"TID_SELECT_HERO_INFO_3","<c40E0D0>플레이어+AI vs AI</c>"
"TID_SELECT_HERO_INFO_1_6","<cFF8000>플레이어 vs 플레이어</c>"
"TID_SELECT_HERO_INFO_3_6","<c40E0D0>플레이어+AI vs AI</c>"
"TID_SELECT_HERO_INFO_FRIENDLY","<c40E0D0>친선 게임에서는 모든 브롤러가 최대 레벨로 업그레이드됩니다!</c>"
"TID_SELECT_HERO_INFO_RANK_REWARD","PP 받기"
"TID_SELECT_HERO_POW_INFO_TITLE","PP 보상"
"TID_SELECT_HERO_POW_INFO_PURCHASE_TITLE","PP 구매"
"TID_SELECT_HERO_POW_INFO_BODY","브롤러를 선택해서\nPP를 받으세요!"
"TID_SELECT_HERO_WILD_CARD_POWER_NOT_ASSIGNABLE","해당 브롤러의 PP는 이미 최대치입니다!"
"TID_WILDCARD_POWER_PURCHASE_CONFIRM_TITLE","구매 확인"
"TID_WILDCARD_POWER_PURCHASE_CONFIRM_INFO","PP를 받을 브롤러: <HERO>"
"TID_WILDCARD_POWER_RANKUP_REWARD_CONFIRM_TITLE","보상 확인"
"TID_WILDCARD_POWER_RANKUP_REWARD_CONFIRM_INFO","PP를 받을 브롤러: <HERO>"
"TID_NAVI_1","상점"
"TID_NAVI_2","뉴스"
"TID_NAVI_3","전투"
"TID_NAVI_4","브롤러"
"TID_NAVI_5","클럽"
"TID_NAVI_6","프로필"
"TID_NAVI_7","친구"
"TID_LEADERBOARD_TITLE","순위표"
"TID_LEADERBOARD_TAB_TOTAL","총 트로피"
"TID_LEADERBOARD_TAB_HEROES","브롤러"
"TID_LEADERBOARD_TAB_CLANS","클럽"
"TID_LEADERBOARD_TAB_FRIENDS","친구"
"TID_LEADERBOARD_SUBTITLE_1","베스트 플레이어"
"TID_LEADERBOARD_SUBTITLE_2","베스트 클럽"
"TID_LEADERBOARD_SUBTITLE_0","베스트 <HERO> 플레이어"
"TID_BATTLE_MAIN_NEXT_REWARD","다음 보상: <VALUE>/<MAX>"
"TID_BATTLE_MAIN_NEXT_PLANET","신규 맵: <TIME>"
"TID_BATTLE_MAIN_COLLECTED_COINS","<VALUE> 획득"
"TID_GATCHA_ERROR_NOT_ENOUGH_GOLD","토큰 100개를 모아\n브롤 상자를 획득하세요!"
"TID_GATCHA_INFO","<c0000ff>브롤 상자</c>\n\n브롤 상자에서 브롤러, PP, 코인 또는 토큰 더블러를 획득하세요!"
"TID_HERO_INFO_ABILITY_COLOR_1","12b400"
"TID_HERO_INFO_ABILITY_COLOR_2","df1800"
"TID_HERO_INFO_ABILITY_COLOR_3","005bd6"
"TID_HERO_INFO_ARMOR","HP"
"TID_HERO_INFO_ABILITY","일반 공격: <NAME>"
"TID_HERO_INFO_ULTI","특수 공격: <NAME>"
"TID_HERO_INFO_ARMOR_LABEL","HP"
"TID_HERO_INFO_ABILITY_LABEL","일반 공격"
"TID_HERO_INFO_ULTI_LABEL","특수 공격"
"TID_HERO_INFO_BACK","뒤로"
"TID_HERO_INFO_UPGRADE","업그레이드"
"TID_HERO_INFO_ABILITY_LEVEL","Lv <LEVEL>/<MAXLEVEL>"
"TID_HERO_INFO_CRAFT_HERO","브롤러 구매"
"TID_HERO_INFO_RARITY","<c<COLOR>><NAME></c>"
"TID_HERO_INFO_ITEM_RARITY","<c<COLOR>><NAME></c>"
"TID_HERO_INFO_POWER_BAR_TOOL_TIP","브롤 상자와 특별 상품에서 PP를 모아 다음 업그레이드를 잠금 해제하세요!"
"TID_HERO_INFO_STAR_POWER_CAN_DROP","이제 브롤 상자에서 스타 파워를 획득할 수 있습니다!"
"TID_HERO_INFO_STAR_POWER_BLOCKED","<HERONAME>의 스타 파워를 선택해 파워업! 파워 레벨 <LEVEL> 달성 후 브롤 상자에서 획득할 수 있습니다."
"TID_HERO_INFO_ACCESSORIES_CAN_DROP","이제 브롤 상자에서 가젯을 획득할 수 있습니다!"
"TID_HERO_INFO_ACCESSORIES_BLOCKED","<HERONAME>의 특별한 가젯과 함께 파워업! 파워 레벨 <LEVEL> 달성 후 브롤 상자에서 획득할 수 있습니다."
"TID_HERO_INFO_STAR_POWER_LABEL","스타 파워: <NAME>"
"TID_HERO_INFO_ACCESSORIES_LABEL","가젯: <NAME>"
"TID_HERO_INFO_ABILITY_DESC","<c<COLOR>><CAPTION></c>\n<BODY>"
"TID_MATCHMAKE_FAILED_5","매치메이킹 실패: 이벤트가 만료되었습니다."
"TID_MATCHMAKE_FAILED_7","매치메이킹 실패: 팀 멤버의 연결이 끊어졌습니다."
"TID_MATCHMAKE_FAILED_9","매치메이킹 실패: 곧 점검이 시작됩니다."
"TID_MATCHMAKE_FAILED_11","매치메이킹 실패: 팀원이 매치메이킹을 떠났습니다."
"TID_MATCHMAKE_FAILED_12","매치메이킹 실패: 마지막 보스를 이미 처치했습니다."
"TID_MATCHMAKE_FAILED_14","파워 플레이는 스타 파워를 보유한 브롤러만 참가할 수 있습니다."
"TID_MATCHMAKE_FAILED_15","오늘은 더는 파워 플레이에 참가할 수 없습니다."
"TID_SUDDEN_DEATH_TIMER","<n1>"
"TID_OWN_TEAM_WINNING","블루 팀 승리까지:"
"TID_ENEMY_TEAM_WINNING","레드 팀 승리까지:"
"TID_OWN_TEAM","블루 팀"
"TID_ENEMY_TEAM","레드 팀"
"TID_COUNTDOWN","카운트다운"
"TID_HERO_LIST_UNLOCKED","<COUNT>/<TOTAL>"
"TID_HERO_LIST_LABEL","브롤러"
"TID_HERO_LIST_DO_GATCHA","브롤 상자 열기"
"TID_HERO_TIME_UNTIL_RELEASE","공개까지:\n<TIME>"
"TID_HERO_LIST_COMING_UP","브롤러가 공개된 후 자세한 사항을 확인하세요."
"TID_SKIN_INFO_TIME_UNTIL_RELEASE","공개까지: <TIME>"
"TID_SKIN_INFO_","Supercell ID 보상 스킨"
"TID_SKIN_INFO_1","브롤스타즈 개척자 스킨!\n\n2019년 이전에 생성한 계정 보상"
"TID_SKIN_INFO_2","설정에서 Supercell ID와 연동하고 스킨을 획득하세요!"
"TID_SKIN_INFO_3_TEASER","곧 공개!"
"TID_SKIN_INFO_3_AVAILABLE","\n기간 한정으로 구매 가능"
"TID_SKIN_INFO_3_NOT_AVAILABLE","\n현재 구매 불가"
"TID_SKIN_INFO_3_HERO_NEEDED","\n해당 브롤러를 보유해야 구매 가능"
"TID_SKIN_INFO_CAMPAIGN_1_AVAILABLE","브롤리데이는 스킨과 함께!"
"TID_SKIN_INFO_CAMPAIGN_1_NOT_AVAILABLE","브롤리데이 스킨"
"TID_SKIN_INFO_CAMPAIGN_3_AVAILABLE","브롤로윈은 스킨과 함께!"
"TID_SKIN_INFO_CAMPAIGN_3_NOT_AVAILABLE","브롤로윈 스킨"
"TID_SKIN_INFO_LEGENDARY","스타 스킨"
"TID_LEGENDARY_TROPHIES","스타 포인트"
"TID_SKIN_REWARD_TITLE_1","스킨 보상"
"TID_SKIN_REWARD_INFO_1","신규 스킨을 잠금 해제했습니다!\n2018년 브롤스타즈를 플레이해주셔서 감사합니다!"
"TID_SKIN_REWARD_TITLE_2","스킨 보상"
"TID_SKIN_REWARD_INFO_2","게임 계정을 Supercell ID과 연동해 보상으로 신규 스킨을 잠금 해제했습니다!"
"TID_SKIN_REWARD_OK","받기"
"TID_HERO_REWARD_TITLE_1","지원팀에서 보낸 메시지"
"TID_HERO_REWARD_INFO_1","브롤스타즈 지원팀에서 브롤러 선물을 보냈습니다."
"TID_SKIN_REWARD_TITLE_0","지원팀에서 보낸 메시지"
"TID_SKIN_REWARD_INFO_0","브롤스타즈 지원팀에서 스킨 선물을 보냈습니다."
"TID_SKIN_REWARD_TITLE_3","지원팀에서 보낸 메시지"
"TID_SKIN_REWARD_INFO_3","브롤스타즈 지원팀에서 스킨 선물을 보냈습니다."
"TID_REWARD_TITLE","지원팀에서 보낸 메시지"
"TID_REWARD_INFO","아직 받지 않은 선물이 있습니다."
"TID_REWARD_INFO_RESOURCE_FIRSTWINS","스타 토큰 <AMOUNT>개 받음"
"TID_REWARD_INFO_RESOURCE_GOLD","토큰 <AMOUNT>개 받음"
"TID_REWARD_INFO_RESOURCE_LEGENDARYTROPHIES","스타 포인트 <AMOUNT>점 획득"
"TID_REWARD_OK","받기"
"TID_HERO_REWARD_OK","받기"
"TID_RANK_POPUP_TITLE","트로피 진척도"
"TID_RANK_POPUP_NEXT_GOAL","다음 목표"
"TID_RANK_POPUP_COLLECT","받기"
"TID_RANK_POPUP_SEASON_END_REWARD","시즌 보상"
"TID_RANK_POPUP_SEASON_END_REWARD_OWN","<cffff00>내 시즌 보상</c>"
"TID_RANK_POPUP_TOTAL_INFO","총 트로피를 모아 보상을 잠금 해제하고 신규 리그에 진입하세요!\n총 트로피는 내가 보유한 브롤러의 트로피를 합산한 수입니다."
"TID_RANK_POPUP_SEASON_END_TITLE","남은 시즌 기간:"
"TID_RANK_POPUP_SEASON_END_INFO","시즌이 종료되면, 트로피가 <DECAYSTART>개 이상인 브롤러는 트로피를 일정량 잃게 됩니다. 손실된 트로피는 상점에서 사용할 수 있는 스타 포인트로 보상됩니다."
"TID_RANK_POPUP_HILITE_CAPTION_3","잠금 해제: <HERO>"
"TID_RANK_POPUP_HILITE_CAPTION_4","잠금 해제: <SKIN>"
"TID_RANK_POPUP_HILITE_CAPTION_13","신규 이벤트: <NAME>"
"TID_RANK_POPUP_HILITE_CAPTION_10","메가 상자"
"TID_RANK_POPUP_HILITE_CAPTION_SLOT_4","팀 이벤트"
"TID_RANK_POPUP_HILITE_CAPTION_SLOT_3","일일 이벤트"
"TID_RANK_POPUP_HILITE_CAPTION_SLOT_7","티켓 이벤트"
"TID_RANK_INFO_POPUP_SEASON_REWARDS_1","시즌 종료 스타 포인트 보상"
"TID_RANK_INFO_POPUP_SEASON_REWARDS_2","순위에 따른 보상"
"TID_RANK_INFO_POPUP_SEASON_REWARDS_3","포인트에 따른 보상"
"TID_RANK_INFO_POPUP_POINTS_LABEL_1","트로피"
"TID_RANK_INFO_POPUP_LABEL_STAR_POINTS","스타 포인트 보상"
"TID_RANK_INFO_POPUP_LABEL_END_TROPHIES","시즌 종료 후 트로피"
"TID_RANK_INFO_POPUP_SEASON_REWARD_ENTRY","<START> ~ <END>"
