"TID","MS"
"TID_BONE_THROWER_WEAPON","PISTOL MINI"
"TID_BONE_THROWER_WEAPON_DESC","Pengendali Pistol Mini ini membuat pengunaan mesingan besar ini nampak mudah. Dia boleh berjalan sambil menembak dalam mod auto!"
"TID_BONE_THROWER_ULTI","BEKAS PEMBALUT"
"TID_BONE_THROWER_ULTI_DESC","Ada kalanya anda akan tercalar atau mengalami luka dalam pertempuran sengit. Bekas Pembalut membantu memastikan pasukan anda dalam keadaan sihat!"
"TID_BLACK_HOLE","TARA"
"TID_BLACK_HOLE_DESC","Serangan kad tarot tigaan Tara menembusi musuhnya. Supernya ialah lubang hitam yang menyedut semua musuh berdekatan dan melakukan kerosakan!"
"TID_BLACK_HOLE_WEAPON","TAROT TIGAAN"
"TID_BLACK_HOLE_WEAPON_DESC","Tara menyentakkan gelang tangannya, melemparkan tiga kad tarot yang menembusi musuh. Agak hebat helah ni!"
"TID_BLACK_HOLE_ULTI","GRAVITI"
"TID_BLACK_HOLE_ULTI_DESC","Tara mewujudkan perigi graviti yang sukar hendak dibayangkan. Musuh dalam kawasan terkesan akan ditarik masuk dan melanggar satu sama lain dengan kuat sekali."
"TID_TURRET_DAMAGE","kerosakan turet"
"TID_TURRET_HEALTH","Nilai nyawa turet"
"TID_STAT_DAMAGE_PER_SECOND","Kerosakan setiap saat"
"TID_STAT_DAMAGE_PER_SECOND_EACH","Kerosakan setiap saat"
"TID_STAT_DAMAGE_PER_STRIKE","Kerosakan setiap tumbukan"
"TID_ROBOT","DEPUTY IRONS"
"TID_ROBOT_DESC","Dibina untuk berkhidmat. Bertanggungjawab untuk membinasa."
"TID_ROBOT_WEAPON","TEMBAKAN HENDAP ROKET"
"TID_ROBOT_WEAPON_DESC","Deputy Irons menembak roket meletup dari julat yang jauh sangat dengan ketepatan mekanikal."
"TID_ROBOT_ULTI","KAWALAN KUMPULAN"
"TID_ROBOT_ULTI_DESC","Apabila keadaan menjadi keterlaluan, Deputy Irons boleh menghujani kumpulan yang tidak terkawal dengan bedilan roket."
"TID_ARMOR_STAT","nIlai nyawa"
"TID_HEALTH","nIlai nyawa"
"TID_STAT_GRENADE_DAMAGE","kerosakan setiap grenad"
"TID_STAT_MISSILE_DAMAGE","kerosakan setiap roket"
"TID_STAT_HEALTH","nilai nyawa"
"TID_STAT_SPEED","kelajuan"
"TID_STAT_DAMAGE","Kerosakan"
"TID_STAT_DAMAGE_PER_SHOT","Kerosakan setiap peluru"
"TID_STAT_DAMAGE_PER_SHELL","Kerosakan setiap peluru"
"TID_STAT_HAMMER_DAMAGE","kerosakan setiap 0.2 saat"
"TID_BATTLE","MAIN"
"TID_QUIT","Keluar"
"TID_MATCHMAKING_QUIT","Keluar"
"TID_MATCHMAKING_HEADING","Mencari Pemain"
"TID_MATCHMAKING_TIME_LABEL","Pertempuran bermula dalam:"
"TID_MATCHMAKING_PLAYERS","Pemain ditemui <x>/<y>"
"TID_BUTTON_CANCEL","Batal"
"TID_BUTTON_OK","OK"
"TID_ENTER_NAME_TITLE","Selamat datang ke Brawl Stars!"
"TID_ENTER_NAME_BODY","Apakah nama anda?"
"TID_TIME_DAYS","h"
"TID_TIME_HOURS","j"
"TID_TIME_MINS","m"
"TID_TIME_SECS","s"
"TID_MATCHMAKING_TIME","Masa bermula <TIME>"
"TID_SUPERCELL_ID_TITLE","Supercell ID"
"TID_SUPERCELL_ID_BUTTON_CONNECTED","Disambungkan"
"TID_SUPERCELL_ID_BUTTON_DISCONNECTED","Sambung"
"TID_SUPERCELL_ID_LOGIN_BUTTON","Log masuk"
"TID_SUPERCELL_ID_NEW_GAME_BUTTON","Main tanpa"
"TID_CANNOT_SWITCH_TO_ACCOUNT_WITHOUT_SUPERCELL_ID","Adakah anda ingin memuatkan perkembangan lain dengan XP tahap <number>? Muatkannya dengan melog masuk menggunakan Supercell ID anda."
"TID_ERROR_POP_UP_OUT_OF_SYNC_TITLE","Ralat!"
"TID_ERROR_POP_UP_OUT_OF_SYNC","Klien dan pelayan di luar penyegerakan!"
"TID_ERROR_POP_UP_OUT_OF_SYNC_BUTTON","Muat semula permainan"
"TID_ERROR_POP_UP_CONNECTION_FAILED_TITLE","Ralat sambungan"
"TID_ERROR_POP_UP_CONNECTION_FAILED","Tidak dapat menyambung kepada pelayan. Semak sambungan internet anda dan cuba lagi."
"TID_ERROR_POP_UP_CONNECTION_FAILED_BUTTON","Cuba lagi"
"TID_ERROR_POP_UP_LOGIN_FAILED_TITLE","Log masuk gagal"
"TID_ERROR_POP_UP_LOGIN_FAILED","Sila cuba sebentar lagi"
"TID_ERROR_POP_UP_LOGIN_FAILED_BUTTON","Cuba lagi"
"TID_ERROR_POP_UP_AUTO_DISCONNECTED_TITLE","Ada sesiapa di sana?"
"TID_ERROR_POP_UP_AUTO_DISCONNECTED","Klik butang di bawah untuk memuat semula permainan."
"TID_ERROR_POP_UP_AUTO_DISCONNECTED_BUTTON","Muat semula permainan"
"TID_ERROR_POP_UP_WRONG_CLIENT_VERSION_TITLE","Kemas kini tersedia!"
"TID_ERROR_POP_UP_WRONG_CLIENT_VERSION","Berita baik! Versi baharu Brawl Stars tersedia."
"TID_ERROR_POP_UP_WRONG_CLIENT_VERSION_BUTTON","Kemas kini"
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_TITLE","Rehat penyelenggaraan"
"TID_ERROR_POP_UP_SERVER_MAINTENANCE","Maaf, pelayan sedang diselenggara. Sila cuba sebentar lagi."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_BUTTON","Cuba lagi"
"TID_ERROR_POP_UP_BANNED_TITLE","Anda telah disekat!"
"TID_ERROR_POP_UP_BANNED","Anda telah disekat buat sementara waktu"
"TID_ERROR_POP_UP_BANNED_BUTTON","Okey"
"TID_ERROR_POP_UP_BANNED_BUTTON_CONTACT_PS","Hubungi Sokongan"
"TID_ERROR_POP_UP_BANNED_ARTICLE_BUTTON","Maklumat Lanjut"
"TID_INFO_POP_UP_IAP_NOTE_TITLE","Notis Penting"
"TID_INFO_POP_UP_IAP_NOTE","Brawl Stars boleh dimainkan secara percuma tetapi anda boleh mempercepat perkembangan dengan pembelian dalam aplikasi (anda boleh menyahdayakan ini dalam tetapan peranti anda). Ketik Okey untuk menerima Terma dan Dasar Privasi kami."
"TID_INFO_POP_UP_IAP_NOTE_BUTTON","Okey"
"TID_SERVER_ERROR_TITLE","Ralat pelayan <number>"
"TID_SERVER_ERROR","Anda terputus sambungan semasa pertempuran"
"TID_SERVER_ERROR_BUTTON","Okey"
"TID_ERROR_POP_UP_CONNECTION_LOST_TITLE","Sambungan hilang"
"TID_ERROR_POP_UP_CONNECTION_LOST","Sila cuba log masuk sekali lagi!"
"TID_ERROR_POP_UP_CONNECTION_LOST_BUTTON","Cuba log masuk semula"
"TID_TROPHIES","trofi"
"TID_PRACTICE","LATIHAN"
"TID_READY","Sedia"
"TID_BATTLE_END_TITLE_VICTORY","MENANG!"
"TID_BATTLE_END_TITLE_DEFEAT","KALAH"
"TID_BATTLE_END_TITLE_DRAW","Seri"
"TID_BATTLE_END_TITLE_COOP_SURVIVAL","Kekal hidup selama <TIME>"
"TID_BATTLE_END_DEATHMATCH_VICTORY","Anda #1!"
"TID_BATTLE_END_DEATHMATCH_DEFEAT","Tahap: <RANK>"
"TID_BATTLE_END_TVST_DRAW_DESC","Keputusan seri sebab jumlah permata dikumpul kedua-dua pasukan adalah sama!"
"TID_BATTLE_END_TITLE_1VS5_YOU_WIN_IN_TEAM","Brawler Besar dikalahkan dalam <TIME>"
"TID_BATTLE_END_TITLE_1VS5_YOU_WIN_AS_BOSS","Bertahan <TIME>"
"TID_BATTLE_END_TITLE_RAID_BOSS_VICTORY","CABARAN: <LEVEL> TELAH SELESAI!"
"TID_BATTLE_END_TITLE_RAID_BOSS_DEFEAT","KALAH"
"TID_BATTLE_END_RETURN_HOME","KELUAR"
"TID_BATTLE_END_NEXT","Seterusnya"
"TID_BATTLE_END_TAP","ketik untuk teruskan"
"TID_BATTLE_END_NO_PRACTISE_TROPHIES","LATIHAN TIDAK MEMBERIKAN TROFI"
"TID_BATTLE_END_XP_CAPPED","Semua XP dikumpul hari ini"
"TID_BATTLE_END_PLAY_AGAIN","SEKALI LAGI"
"TID_BATTLE_END_PLAY_AGAIN_CANCEL","BATAL"
"TID_BATTLE_END_PLAY_AGAIN_READY_PLAYERS","<WAITING> / <TOTAL>"
"TID_BATTLE_END_PLAY_AGAIN_PLAYERS","<caaaaaa><TOTAL></c>"
"TID_BATTLE_END_PLAY_AGAIN_TIMER","<TIME>"
"TID_BATTLE_END_NEW_MEMBER_TO_GAMEROOM","<NAME> menyertai pasukan anda"
"TID_BATTLE_END_OVERWHELMING_VICTORY","MENANG EPIK"
"TID_BATTLE_END_OVERWHELMING_VICTORY_LONG","MENANG EPIK"
"TID_RESPAWNING","Kembali dalam:\n<n1>"
"TID_TEAMS_POPUP_TITLE","PASUKAN"
"TID_TEAMS_POPUP_SUBTITLE_IN_CLAN","Kelab & Pasukan Rakan"
"TID_TEAMS_POPUP_SUBTITLE_NOT_IN_CLAN","SERTAI KELAB UNTUK LIHAT PERMAINAN AKTIF"
"TID_TEAMS_POPUP_SEARCH","SERTAI DENGAN KOD"
"TID_TEAMS_POPUP_CREATE","CIPTA PASUKAN"
"TID_TEAM_SEARCH_POPUP_TITLE","SERTAI PASUKAN DENGAN KOD"
"TID_TEAM_SEARCH_POPUP_SEARCH","SERTAI"
"TID_TEAM_JOIN_ROOM_CODE","Masukkan kod pasukan di sini..."
"TID_TEAM_CHANGE_MAP","TUKAR"
"TID_TEAM_TYPE_INFO_0","Tahap"
"TID_TEAM_TYPE_INFO_1","persahabatan"
"TID_TEAM_TYPE_INFO_2","guna tiket"
"TID_TEAM_MEMBER_LEFT_0","Anda telah tinggalkan pasukan."
"TID_TEAM_MEMBER_LEFT_1","Anda dikeluarkan dari pasukan."
"TID_TEAM_MEMBER_LEFT_2","Pasukan dibubarkan sebab acara telah tamat tempoh."
"TID_TEAM_MEMBER_LEFT_3","Pasukan dibubarkan sebab pencipta pasukan telah keluar."
"TID_TEAM_MEMBER_LEFT_4","Permainan pertandingan dibatalkan"
"TID_TEAM_MEMBER_LEFT_5","Permainan pertandingan telah tamat tempoh"
"TID_TEAM_MEMBER_LEFT_6","Permainan pertandingan telah tamat"
"TID_TEAM_GAME_STARTING","Pertempuran bermula"
"TID_TEAM_CODE_COPIED","Kod disalin ke papan kerat"
"TID_TEAM_MEMBER_INVITE_STATUS_1","<c00ff00>JEMPUTAN TERTANGGUH </c>"
"TID_TEAM_MEMBER_INVITE_STATUS_2","<ccc0000>DITOLAK</c>"
"TID_TEAM_MEMBER_INVITE_STATUS_3","<c0000cc>TARGET DI LUAR TALIAN</c>"
"TID_TEAM_MEMBER_CANCEL_INVITE_INFO","ketik untuk batal"
"TID_TEAM_ERROR_1","Ralat pelayan pasukan"
"TID_TEAM_ERROR_2","Tidak boleh sertai, Pasukan sudah penuh."
"TID_TEAM_ERROR_3","Tidak boleh sertai. Pasukan sudah dibubarkan."
"TID_TEAM_ERROR_5","Kod pasukan tidak sah. Sila semak jika kod adalah betul."
"TID_TEAM_ERROR_6","Tidak menemui pasukan dengan kod ini."
"TID_TEAM_ERROR_7","Tidak boleh sertai pasukan selepas dikeluarkan."
"TID_TEAM_ERROR_8","Semak tetapan. Satu pihak tidak boleh lebih daripada 3 pemain."
"TID_TEAM_ERROR_10","Tidak dapat cipta pasukan. Anda telah berada di dalam pasukan."
"TID_TEAM_ERROR_11","TIdak dapat cipta pasukan. Acara telah tamat tempoh."
"TID_TEAM_ERROR_12","Tidak dapat sertai pasukan tamat tempoh."
"TID_TEAM_ERROR_14","Tidak dapat cipta pasukan. Acara ini tidak menyokong permainan berpasukan."
"TID_TEAM_ERROR_15","Tidak dapat sertai pasukan. Pasukan ini tidak berada di wilayah anda."
"TID_TEAM_ERROR_17","Tidak dapat memulakan permainan. Brawler sama tidak dibenarkan."
"TID_TEAM_ERROR_18","Tidak dapat memulakan permainan. Permainan akan diselenggara."
"TID_TEAM_ERROR_19","Tidak dapat menyingkir pencipta pasukan semasa mereka dalam talian."
"TID_TEAM_ERROR_20","Tidak boleh ubah peta. Terlalu ramai pemain untuk peta ini."
"TID_TEAM_ERROR_21","Tidak dapat memulakan permainan. Tidak cukup tiket."
"TID_TEAM_ERROR_22","Tidak boleh ubah peta. Terlalu ramai pemain."
"TID_TEAM_ERROR_24","Jemputan gagal. Tiada rakan ditemui."
"TID_TEAM_ERROR_25","Jemputan gagal. Pasukan sudah penuh"
"TID_TEAM_ERROR_26","Jemputan ditolak."
"TID_TEAM_ERROR_27","Jemputan gagal. Pemain tidak menerima jemputan pasukan"
"TID_TEAM_ERROR_28","Jemputan gagal. Pemain di luar talian."
"TID_TEAM_ERROR_29","Jemputan gagal. Pemain telah ada pasukan"
"TID_TEAM_ERROR_30","Tidak boleh memulakan permainan sebab jemputan masih tertangguh."
"TID_TEAM_ERROR_31","Tidak boleh menukar acara jika masih ada jemputan yang tertangguh"
"TID_TEAM_ERROR_32","Pasukan mempunyai terlalu banyak ahli untuk mod permainan ini"
"TID_TEAM_ERROR_33","Mod permainan ini tidak menyokong permainan berpasukan"
"TID_TEAM_ERROR_34","Anda sudah mengalahkan Bos terakhir"
"TID_TEAM_ERROR_40","Permintaan penyertaan pasukan telah tertangguh"
"TID_TEAM_ERROR_41","Permintaan penyertaan pasukan telah ditolak"
"TID_TEAM_ERROR_42","Permintaan penyertaan pasukan gagal. Tidak boleh menemui pasukan"
"TID_TEAM_ERROR_43","Penerima permintaan penyertaan pasukan tidak lagi berada dalam pasukan"
"TID_TEAM_ERROR_44","Penerima permintaan penyertaan pasukan berada di luar talian"
"TID_TEAM_ERROR_45","Permintaan penyertaan pasukan gagal. Pasukan penuh"
"TID_TEAM_ERROR_46","Penerima permintaan penyertaan pasukan telah meredam anda"
"TID_TEAM_ERROR_47","Gagal hantar permintaan penyertaan pasukan. Hanya pemilik bilik persahabatan boleh menerima permintaan penyertaan"
"TID_TEAM_ERROR_48","Penerima permintaan menyertai pasukan telah membisukan semua jemputan"
"TID_TEAM_ERROR_60","Tidak boleh sarankan acara. Terlalu ramai pemain"
"TID_TEAM_ERROR_61","Tidak boleh sarankan menukar acara jika masih ada jemputan yang tertangguh"
"TID_TEAM_ERROR_62","Tidak boleh sarankan acara. Slot tidak tersedia untuk pencipta pasukan."
"TID_TEAM_ERROR_102","Tidak boleh mencipta pasukan. Anda mempunyai permintaan penyertaan tertangguh."
"TID_TEAM_ERROR_120","Tidak boleh bermula. Anda hanya boleh main peta tahap Cabaran Kejuaraan semasa anda"
"TID_TEAM_ERROR_121","Tidak boleh memulakan permainan. Tiada baki percubaan."
"TID_SELECT_LOCATION_TITLE","PILIH PETA"
"TID_SELECT_LOCATION_LOCATIONS","PERSAHABATAN"
"TID_SELECT_LOCATION_EVENTS","TAHAP"
"TID_TEAM_SEARCH_INVALID_CODE","Kod pasukan tidak sah. Sila semak jika kod adalah betul."
"TID_TEAM_LEAVE","KELUAR"
"TID_TEAM_JOIN","SERTAI PASUKAN"
"TID_TEAM_READY_BUTTON_LABEL","Dah bersedia!"
"TID_TEAM_CANCEL_READY","Batal"
"TID_TEAM_QUIT","KELUAR"
"TID_TEAM_TEAMCODE","Kod pasukan"
"TID_TEAM_TEAMCODE_DESC","Rakan anda boleh akses pasukan menggunakan kod ini."
"TID_TEAM_WAITING_FOR_PLAYER","Jemput menggunakan kod pasukan"
"TID_TEAM_NO_MEMBER","BOT"
"TID_TEAM_NO_MEMBER_INVITE","JEMPUT"
"TID_TEAMCREATE_EVENT","peta"
"TID_TEAM_KICK","keluarkan"
"TID_TEAM_PROFILE","profil"
"TID_TEAM_SWAP","tukar pihak"
"TID_TEAM_SWAP_HERE","tukar sini"
"TID_TEAM_CREATOR_ONLY_FEATURE","Tersedia untuk pencipta pasukan sahaja"
"TID_TEAM_CREATOR_ONLY_FEATURE_MODES","Hanya pencipta pasukan boleh menukar acara"
"TID_TEAM_PROFILE_BLOCKED","Tidak boleh dilihat dalam keadaan bersedia."
"TID_TEAM_FEATURE_BLOCKED_WHILE_READY","Tidak tersedia dalam keadaan bersedia."
"TID_TEAM_PRACTISE_BUTTON_LABEL","LATIHAN"
"TID_TEAM_PRACTISE_BUTTON_SUBLABEL","dengan bot"
"TID_TEAM_LOOT_UNLOCKS","GANJARAN"
"TID_BONUS_REWARD","Ganjaran bonus untuk 3 kemenangan"
"TID_BONUS_REWARD_COLLECTED","Ganjaran bonus dituntut"
"TID_INFO_SERVER_ERROR_TITLE","ralat pelayan"
"TID_INFO_SERVER_ERROR_BUTTON","Muat semula permainan"
"TID_RARITY_NAME_0","kemajuan Trofi"
"TID_RARITY_NAME_1","Jarang"
"TID_RARITY_NAME_2","Superjarang"
"TID_RARITY_NAME_3","Epik"
"TID_RARITY_NAME_4","Mitos"
"TID_RARITY_NAME_5","Legenda"
"TID_RARITY_COLOR_0","B9EAFF"
"TID_RARITY_COLOR_1","68FD58"
"TID_RARITY_COLOR_2","5AB3FF"
"TID_RARITY_COLOR_3","D850FF"
"TID_RARITY_COLOR_4","FE5E72"
"TID_RARITY_COLOR_5","FFF11E"
"TID_HERO_SCREEN_DIM_COLOR","164382"
"TID_RANK_UP_POPUP_TITLE","NAIK PANGKAT!"
"TID_RANK_UP_POPUP_REWARD_BONUS","BONUS NAIK PANGKAT"
"TID_RANK_UP_POPUP_RANK","PANGKAT<RANK>"
"TID_NAME_FAILED_TOO_SHORT","Nama terlalu pendek!"
"TID_NAME_FAILED_PROFANITIES","Nama tidak diterima!"
"TID_NAME_FAILED","Nama tidak diterima!"
"TID_EVENT_STARTED","Peta <GAMEMODE> baharu dibuka kunci! Ganjaran baharu tersedia!"
"TID_SELECT_HERO_INFO_1","<cFF8000>Pemain lwn Pemain</c>"
"TID_SELECT_HERO_INFO_2","<c2288ff>Pemain lwn Bot</c>"
"TID_SELECT_HERO_INFO_3","<c40E0D0>Main solo dengan Bot</c>"
"TID_SELECT_HERO_INFO_1_6","<cFF8000>Pemain lwn Pemain</c>"
"TID_SELECT_HERO_INFO_3_6","<c40E0D0>Main solo dengan Bot</c>"
"TID_SELECT_HERO_INFO_FRIENDLY","<c40E0D0>Semua Brawler dinaik taraf sepenuhnya dalam Pertempuran Persahabatan</c>"
"TID_SELECT_HERO_INFO_RANK_REWARD","Untuk menerima Mata Kuasa"
"TID_SELECT_HERO_POW_INFO_TITLE","GANJARAN MATA KUASA"
"TID_SELECT_HERO_POW_INFO_PURCHASE_TITLE","PEMBELIAN MATA KUASA"
"TID_SELECT_HERO_POW_INFO_BODY","PILIH BRAWLER UNTUK\nMENERIMA MATA KUASA"
"TID_SELECT_HERO_WILD_CARD_POWER_NOT_ASSIGNABLE","Mata kuasa Brawler ini sudah berada di maksimum"
"TID_WILDCARD_POWER_PURCHASE_CONFIRM_TITLE","SAHKAN PEMBELIAN"
"TID_WILDCARD_POWER_PURCHASE_CONFIRM_INFO","Kuasa akan diberikan kepada <HERO>"
"TID_WILDCARD_POWER_RANKUP_REWARD_CONFIRM_TITLE","SAHKAN GANJARAN"
"TID_WILDCARD_POWER_RANKUP_REWARD_CONFIRM_INFO","Kuasa akan diberikan kepada <HERO>"
"TID_NAVI_1","kedai"
"TID_NAVI_2","berita"
"TID_NAVI_3","pertempuran"
"TID_NAVI_4","Brawler"
"TID_NAVI_5","Kelab"
"TID_NAVI_6","profil"
"TID_NAVI_7","rakan"
"TID_LEADERBOARD_TITLE","PAPAN PEMIMPIN"
"TID_LEADERBOARD_TAB_TOTAL","JUMLAH\nTROFI"
"TID_LEADERBOARD_TAB_HEROES","BRAWLER"
"TID_LEADERBOARD_TAB_CLANS","KELAB"
"TID_LEADERBOARD_TAB_FRIENDS","RAKAN"
"TID_LEADERBOARD_SUBTITLE_1","PEMAIN TERBAIK"
"TID_LEADERBOARD_SUBTITLE_2","KELAB TERBAIK"
"TID_LEADERBOARD_SUBTITLE_0","PEMAIN <HERO> TERBAIK"
"TID_BATTLE_MAIN_NEXT_REWARD","Ganjaran Seterusnya: <VALUE>/<MAX>"
"TID_BATTLE_MAIN_NEXT_PLANET","Peta baharu dalam: <TIME>"
"TID_BATTLE_MAIN_COLLECTED_COINS","<VALUE> dikumpul"
"TID_GATCHA_ERROR_NOT_ENOUGH_GOLD","Kumpul 100 Token untuk dapatkan Kotak Brawl!"
"TID_GATCHA_INFO","<c0000ff>Kotak Brawl</c>\n\nBuka Kotak Brawl untuk temui Brawler, Mata Kuasa, Syiling atau Gandaan Token."
"TID_HERO_INFO_ABILITY_COLOR_1","12b400"
"TID_HERO_INFO_ABILITY_COLOR_2","df1800"
"TID_HERO_INFO_ABILITY_COLOR_3","005bd6"
"TID_HERO_INFO_ARMOR","NILAI NYAWA"
"TID_HERO_INFO_ABILITY","SERANGAN: <NAME>"
"TID_HERO_INFO_ULTI","SUPER: <NAME>"
"TID_HERO_INFO_ARMOR_LABEL","NILAI NYAWA"
"TID_HERO_INFO_ABILITY_LABEL","SERANGAN"
"TID_HERO_INFO_ULTI_LABEL","SUPER"
"TID_HERO_INFO_BACK","KEMBALI"
"TID_HERO_INFO_UPGRADE","NAIK TARAF"
"TID_HERO_INFO_ABILITY_LEVEL","TAHAP <LEVEL>/<MAXLEVEL>"
"TID_HERO_INFO_CRAFT_HERO","Beli Brawler"
"TID_HERO_INFO_RARITY","<c<COLOR>><NAME></c>"
"TID_HERO_INFO_ITEM_RARITY","<c<COLOR>><NAME></c>"
"TID_HERO_INFO_POWER_BAR_TOOL_TIP","Kumpul Mata Kuasa dari Kotak Brawl dan tawaran kedai untuk buka kunci naik taraf seterusnya."
"TID_HERO_INFO_STAR_POWER_CAN_DROP","Kuasa Bintang kini boleh ditemui di dalam Kotak Brawl"
"TID_HERO_INFO_STAR_POWER_BLOCKED","Menguatkan <HERONAME> dengan Kuasa Bintang boleh dipilih! Tersedia dalam Kotak Brawl selepas mencapai KUASA <LEVEL>."
"TID_HERO_INFO_ACCESSORIES_CAN_DROP","Alat kini boleh ditemui di dalam Kotak Brawl"
"TID_HERO_INFO_ACCESSORIES_BLOCKED","Menguatkan <HERONAME> dengan alat khas! Tersedia dalam Kotak Brawl selepas mencapai KUASA <LEVEL>."
"TID_HERO_INFO_STAR_POWER_LABEL","KUASA BINTANG: <NAME>"
"TID_HERO_INFO_ACCESSORIES_LABEL","ALAT: <NAME>"
"TID_HERO_INFO_ABILITY_DESC","<c<COLOR>><CAPTION></c>\n<BODY>"
"TID_MATCHMAKE_FAILED_5","Padanan gagal: acara telah tamat tempoh"
"TID_MATCHMAKE_FAILED_7","Padanan gagal: ahli pasukan dinyahsambung"
"TID_MATCHMAKE_FAILED_9","Padanan gagal: penyelenggaraan bermula"
"TID_MATCHMAKE_FAILED_11","Padanan gagal: ahli pasukan tinggalkan pemadanan"
"TID_MATCHMAKE_FAILED_12","Padanan gagal: anda sudah mengalahkan bos terakhir"
"TID_MATCHMAKE_FAILED_14","ARENA BINTANG hanya boleh dimainkan dengan Brawler yang ada Kuasa Bintang"
"TID_MATCHMAKE_FAILED_15","Anda telah kehabisan permainan ARENA BINTANG hari ini"
"TID_SUDDEN_DEATH_TIMER","<n1>"
"TID_OWN_TEAM_WINNING","Pasukan Biru akan menang dalam:"
"TID_ENEMY_TEAM_WINNING","Pasukan Merah akan menang dalam:"
"TID_OWN_TEAM","Pasukan Biru"
"TID_ENEMY_TEAM","Pasukan Merah"
"TID_COUNTDOWN","KIRA DETIK"
"TID_HERO_LIST_UNLOCKED","<COUNT>/<TOTAL>"
"TID_HERO_LIST_LABEL","BRAWLER"
"TID_HERO_LIST_DO_GATCHA","Buka Kotak Brawl"
"TID_HERO_TIME_UNTIL_RELEASE","Tiba dalam <TIME>"
"TID_HERO_LIST_COMING_UP","Semak butiran selepas Brawler telah dikeluarkan"
"TID_SKIN_INFO_TIME_UNTIL_RELEASE","Tiba dalam <TIME>"
"TID_SKIN_INFO_","Kulit ganjaran Supercell ID"
"TID_SKIN_INFO_1","Kulit Brawl Stars Permulaan!\n\nUntuk akaun dicipta sebelum 2019"
"TID_SKIN_INFO_2","Dapatkan kulit ini dengan menyambung ke Supercell ID dari skrin tetapan!"
"TID_SKIN_INFO_3_TEASER","Akan datang..."
"TID_SKIN_INFO_3_AVAILABLE","\nBoleh dibeli dalam masa yang terhad"
"TID_SKIN_INFO_3_NOT_AVAILABLE","\nTidak boleh dibeli pada masa ini"
"TID_SKIN_INFO_3_HERO_NEEDED","\nBuka kunci Brawler terlebih dahulu untuk membeli kulit ini"
"TID_SKIN_INFO_CAMPAIGN_1_AVAILABLE","Raikan Cuti Brawler dengan kulit perayaan ini!"
"TID_SKIN_INFO_CAMPAIGN_1_NOT_AVAILABLE","Kulit Cuti Brawler"
"TID_SKIN_INFO_CAMPAIGN_3_AVAILABLE","Raikan Halloween dengan kulit perayaan ini!"
"TID_SKIN_INFO_CAMPAIGN_3_NOT_AVAILABLE","Kulit Halloween."
"TID_SKIN_INFO_LEGENDARY","Kulit Bintang"
"TID_LEGENDARY_TROPHIES","Mata Bintang"
"TID_SKIN_REWARD_TITLE_1","GANJARAN KULIT"
"TID_SKIN_REWARD_INFO_1","Anda telah membuka kunci kulit baharu! Terima kasih kerana bermain Brawl Stars pada tahun 2018."
"TID_SKIN_REWARD_TITLE_2","GANJARAN KULIT"
"TID_SKIN_REWARD_INFO_2","Anda telah membuka kunci kulit baharu sebagai ganjaran dengan menyambungkan akaun anda ke Supercell ID"
"TID_SKIN_REWARD_OK","TUNTUT"
"TID_HERO_REWARD_TITLE_1","MESEJ DARIPADA SOKONGAN"
"TID_HERO_REWARD_INFO_1","Sokongan Brawl Stars telah memberi Brawler baharu kepada anda."
"TID_SKIN_REWARD_TITLE_0","MESEJ DARIPADA SOKONGAN"
"TID_SKIN_REWARD_INFO_0","Sokongan Brawl Stars telah memberi kulit baharu kepada anda."
"TID_SKIN_REWARD_TITLE_3","MESEJ DARIPADA SOKONGAN"
"TID_SKIN_REWARD_INFO_3","Sokongan Brawl Stars telah memberi Kulit baharu kepada anda."
"TID_REWARD_TITLE","MESEJ DARIPADA SOKONGAN"
"TID_REWARD_INFO","Anda mempunyai pemberian tertangguh daripada sokongan Brawl Stars"
"TID_REWARD_INFO_RESOURCE_FIRSTWINS","<AMOUNT> Token Bintang dituntut"
"TID_REWARD_INFO_RESOURCE_GOLD","<AMOUNT> Token dituntut"
"TID_REWARD_INFO_RESOURCE_LEGENDARYTROPHIES","<AMOUNT> Mata Bintang dituntut"
"TID_REWARD_OK","TUNTUTAN"
"TID_HERO_REWARD_OK","TUNTUTAN"
"TID_RANK_POPUP_TITLE","KEMAJUAN TROFI"
"TID_RANK_POPUP_NEXT_GOAL","MISI SETERUSNYA"
"TID_RANK_POPUP_COLLECT","KUMPUL"
"TID_RANK_POPUP_SEASON_END_REWARD","Ganjaran Musim"
"TID_RANK_POPUP_SEASON_END_REWARD_OWN","<cffff00>GANJARAN MUSIM ANDA</c>"
"TID_RANK_POPUP_TOTAL_INFO","Memperolehi trofi untuk membuka kunci ganjaran dan mencapai liga baharu!\nJumlah trofi adalah kombinasi semua trofi individu Brawler anda."
"TID_RANK_POPUP_SEASON_END_TITLE","MUSIM TAMAT DALAM"
"TID_RANK_POPUP_SEASON_END_INFO","Apabila musim tamat, Brawler anda dengan <DECAYSTART> atau lebih trofi akan hilang sebilangan trofi mereka. Kehilangan ini akan diberi pampasan dengan Mata Bintang yang boleh anda gunakan di kedai."
"TID_RANK_POPUP_HILITE_CAPTION_3","BUKA: <HERO>"
"TID_RANK_POPUP_HILITE_CAPTION_4","BUKA: <SKIN>"
