Name,Character,Model,CameraModel,IdleAnim,WalkAnim,PrimarySkillAnim,SecondarySkillAnim,PrimarySkillRecoilAnim,PrimarySkillRecoilAnim2,SecondarySkillRecoilAnim,SecondarySkillRecoilAnim2,ReloadingAnim,PushbackAnim,HappyAnim,HappyLoopAnim,SadAnim,SadLoopAnim,HeroScreenIdleAnim,HeroScreenAnim,HeroScreenLoopAnim,SignatureAnim,EnterAnim,ProfileAnim,BossAutoAttackAnim,BossAutoAttackRecoilAnim,BossAutoAttackRecoilAnim2,IdleFace,WalkFace,HappyFace,HappyLoopFace,SadFace,SadLoopFace,HeroScreenIdleFace,HeroScreenFace,HeroScreenLoopFace,SignatureFace,ProfileFace,HappyEffect,SadEffect,HeadRotationIngame,HatScaleIngame,PetInSameSprite,AttackLocksAttackAngle,UltiLocksAttackAngle,MainAttackProjectile,UltiProjectile,MainAttackEffect,UltiAttackEffect,UseBlueTextureInMenus,MainAttackUseEffect,UltiUseEffect,MeleeHitEffect,SpawnEffect,UltiLoopEffect,UltiLoopEffect2,SpawnedItem,KillCelebrationSoundVO,InLeadCelebrationSoundVO,StartSoundVO,UseUltiSoundVO,TakeDamageSoundVO,DeathSoundVO,AttackSoundVO,BoneEffect1,BoneEffect2,BoneEffect3,BoneEffect4,BoneEffectUse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TntDudeFootball,TntDude,dynamike_coach_geo.scw,dynamike_base_cam.scw,DynamikeCoachIdle,DynamikeCoachWalk,DynamikeCoachPrimary,DynamikeCoachSecondary,DynamikeCoachRecoil,,DynamikeCoachUlti,,DynamikeCoachReload,DynamikeCoachPushback,DynamikeCoachWin,DynamikeCoachWinloop,DynamikeCoachLose,DynamikeCoachLoseloop,DynamikeCoachIdle,DynamikeCoachWin,DynamikeCoachWinloop,DynamikeCoachWin,DynamikeCoachIdle,TntguyProfile,,,,Dyna003Still,Dyna003Still,Dyna003Win,Dyna003WinLoop,Dyna003Lose,Dyna003LoseLoop,Dyna003WinLoop,Dyna003Win,Dyna003WinLoop,Dyna003Win,Dyna003Still,,,,,,true,true,Mike005Projectile,Mike005UltiProjectile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BallArena,,brawl_ball_football.scw,portrait_cam.scw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MechanicTanuki,Mechanic,jessie_tanuki_geo.scw,jessie_base_cam.scw,JessieTanukiIdle,JessieTanukiWalk,JessieTanukiPrimary,JessieTanukiUltiAttack,JessieTanukiRecoil,,JessieTanukiUltiRecoil,,JessieTanukiReload,JessieTanukiPushback,JessieTanukiWin,JessieTanukiWinloop,JessieTanukiLose,JessieTanukiLoseloop,JessieTanukiIdle,JessieTanukiWin,JessieTanukiWinloop,JessieTanukiWin,JessieTanukiIdle,JunkerProfile,,,,JessieIdle,JessieIdle,JessieWin,JessieWinLoop,JessieLose,JessieLoseLoop,JessieIdle,JessieWin,JessieWinLoop,JessieWin,JessieStill,,,,,,,,Jessie005Projectile1,Jessie005UltiProjectile,jessie_005_atk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BowDudeHorus,BowDude,bo_falcon_geo.scw,bo_falcon_portrait.scw,BoFalconIdle,BoFalconWalk,BoFalconAttack,BoFalconSecondary,BoFalconRecoil,,BoFalconRecoil2,,,BoFalconIdle,BoFalconWin,BoFalconWinloop,BoFalconLose,BoFalconLoseloop,BoFalconIdle,BoFalconWin,BoFalconWinloop,BoFalconWin,BoFalconIdle,BoFalconProfile,,,,,,,,,,,,,,,,,,,,,,Bo003Projectile,Bo003UltiProjectile,bo_003_atk,,true,,,,,,,MineHorus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BallArenaPSG,,brawl_ball_football.scw,portrait_cam.scw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ArtilleryDudeDarkBunny,ArtilleryDude,penny_darkbunny_geo.scw,penny_base_cam.scw,ArtilleryGalIdle,ArtilleryGalBunnyWalk,ArtilleryGalPrimary,ArtilleryGalUltiAttack,ArtilleryGalRecoil,,ArtilleryGalUltiRecoil,,ArtilleryGalReload,ArtilleryGalPushback,ArtilleryGalBunnyWin,ArtilleryGalBunnyWinloop,ArtilleryGalLose,ArtilleryGalBunnyLoseloop,ArtilleryGalIdle,ArtilleryGalBunnyWin,ArtilleryGalBunnyWinloop,ArtilleryGalBunnyWin,ArtilleryGalIdle,ArtilleryGalProfile,,,,PennyFace,PennyFace,PennyFace,PennyFace,PennyFace,PennyFace,PennyFace,PennyFace,PennyFace,PennyFace,PennyFace,,,,,,,,Penny004Projectile,Penny004UltiProjectile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ArtilleryTurretDarkBunny,ArtilleryDudeTurret,bunny_turret_geo.scw,portrait_cam.scw,ArtilleryBunnyIdle,ArtilleryBunnyIdle,ArtilleryBunnyIdle,ArtilleryBunnyIdle,ArtilleryBunnyAttack,,ArtilleryBunnyIdle,,ArtilleryBunnyIdle,ArtilleryBunnyIdle,ArtilleryBunnySpawn,ArtilleryBunnyIdle,,ArtilleryBunnyIdleMenu,ArtilleryBunnyIdleMenu,ArtilleryBunnyIdleMenu,ArtilleryBunnyIdleMenu,,ArtilleryBunnyIdleMenu,ArtilleryIdle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,penny_003_ulti_spawn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MummyCollege,Mummy,emz_college_geo.scw,emz_base_cam.scw,EmzIdle,EmzWalk,EmzPrimary,EmzPrimary,EmzRecoil,EmzSecondary,EmzRecoil,EmzSecondaryRecoil,EmzReload,EmzPushback,EmzWin,EmzWinloop,EmzLose,EmzLoseloop,EmzIdle,EmzWin,EmzWinloop,EmzWin,EmzIdle,EmzProfile,,,,EmzIdle,EmzFront,EmzWin,EmzWinLoop,EmzLose,EmzLoseLoop,EmzIdle,EmzWin,EmzWinLoop,EmzIdle,EmzFront,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BeeSniperSlowPotDefault,BeeSniperSlowPot,bea_gadget_honeypot_geo.scw,portrait_cam.scw,ArtilleryBunnyIdle,ArtilleryBunnyIdle,ArtilleryBunnyIdle,ArtilleryBunnyIdle,ArtilleryBunnyAttack,,ArtilleryBunnyIdle,,ArtilleryBunnyIdle,ArtilleryBunnyIdle,ArtilleryBunnySpawn,ArtilleryBunnyIdle,,ArtilleryBunnyIdleMenu,ArtilleryBunnyIdleMenu,ArtilleryBunnyIdleMenu,ArtilleryBunnyIdleMenu,,ArtilleryBunnyIdleMenu,ArtilleryIdle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MechanicTurretTanuki,MechanicTurret,turret_jessie_tanuki_geo.scw,portrait_cam.scw,Turret,Turret,Turret,Turret,TurretAttack,,Turret,,Turret,TurretIdle,TurretSpawn,TurretIdle,,TurretIdle,TurretIdle,TurretSpawn,TurretIdle,,TurretIdle,Turret,,,,,,,,,,,,,,,,,,,,,,,,jessie_005_turret_atk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BowDudeTotemDefault,BowDudeTotem,bo_gadget_totem_geo.scw,portrait_cam.scw,8bitTurretIdle,8bitTurretIdle,8bitTurretIdle,8bitTurretIdle,8bitTurretIdle,,8bitTurretIdle,,8bitTurretIdle,8bitTurretIdle,8bitTurretSpawn,8bitTurretIdle,,8bitTurretIdle,8bitTurretIdle,,8bitTurretIdle,,8bitTurretIdle,8bitTurretIdle,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PamOriginal,MinigunDude,minigunner_geo.scw:body+head+nozzle+hose+backpack,pam_base_cam.scw,,,,,,,,,,,,,,,,,,,,,,,,PamFace,PamFace,PamHappy,PamFace,PamFace,PamFace,PamFace,PamHappy,PamFace,PamHappy,PamFace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TrickshotDudeBazaar,TrickshotDude,rico_dark_geo.scw,rico_dark_cam.scw,RicoDarkIdle,RicoDarkWalk,RicoDarkPrimary,RicoDarkSecondary,RicoDarkRecoil,,RicoDarkRecoil,,RicoDarkReload,RicoDarkPushback,RicoDarkWin,RicoDarkWinloop,RicoDarkLose,RicoDarkLoseloop,RicoDarkIdle,RicoDarkWin,RicoDarkWinloop,RicoDarkWin,RicoDarkIdle,RicoDarkProfile,,,,,,,,,,,,,,,,,,,,,,Rico004Projectile,Rico004UltiProjectile,rico_004_atk,rico_004_ulti,,,,,,,,,Evil_Rick_kill_vo,Evil_Rick_lead_vo,Evil_Rick_start_vo,Evil_Rick_ulti_vo,Evil_Rick_hurt_vo,Evil_Rick_die_vo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HookDudeBazaar,HookDude,gene_dark_geo.scw,gene_dark_cam.scw,GeneDarkIdle,GeneDarkWalk,GeneDarkAttack,GeneDarkSecondary,GeneDarkAttackRecoil,,GeneDarkSecondaryRecoil,,GeneDarkReload,GeneDarkPushback,GeneDarkWin,GeneDarkWinloop,GeneDarkLose,GeneDarkLoseloop,GeneDarkIdle,GeneDarkWin,GeneDarkWinloop,GeneDarkWin,GeneDarkIdle,GeneDarkProfile,,,,GeneBazaarIdle,GeneBazaarIdle,GeneBazaarHappy,GeneBazaarIdle,GeneBazaarSad,GeneBazaarIdle,GeneBazaarIdle,GeneBazaarHappy,GeneBazaarIdle,GeneBazaarHappy,GeneBazaarIdle,,,,,,true,true,Gene003Projectile,Gene003UltiProjectile,gene_003_atk,gene_003_ulti,,,,,,,,,Evil_Gene_VO,Evil_Gene_VO,Evil_Gene_VO,Evil_Gene_VO,Evil_Gene_VO,Evil_Gene_VO,,gene_003_idle_hand_L,gene_003_idle_hand_R,,,always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UndertakerBazaar,Undertaker,mortis_dark_geo.scw,mortis_dark_cam.scw,MortisDarkIdle,MortisDarkWalk,MortisDarkAttack,MortisDarkUltiAttack,MortisDarkRecoil,,MortisDarkUltiRecoil,,,UndertakerPushback,MortisDarkWin,MortisDarkWinloop,MortisDarkLose,MortisDarkLoseloop,MortisDarkIdle,MortisDarkWin,MortisDarkWinloop,MortisDarkWin,MortisDarkIdle,MortisDarkProfile,,,,Mortis002Face,Mortis002Face,Mortis002Face,Mortis002Idle,Mortis002Face,Mortis002Idle,Mortis002Idle,Mortis002Face,Mortis002Idle,Mortis002Face,Mortis002Face,,,,,,true,true,,Mortis003UltiProjectile,,mortis_003_ulti,,mortis_003_atk,,mortis_003_atk_hit,,,,,Evil_Mortis_kill_vo,Evil_Mortis_lead_vo,Evil_Mortis_start_vo,Evil_Mortis_ulti_vo,Evil_Mortis_hurt_vo,Evil_Mortis_die_vo,Evil_Mortis_atk_vo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MechanicRedDragon,Mechanic,jessie_red_dragon_geo.scw,jessie_base_cam.scw,JunkerIdle,JunkerWalk,JunkerPrimary,JunkerUltiAttack,JunkerRecoil,,JunkerUltiRecoil,,JunkerReload,JunkerPushback,JunkerWin,JunkerWinloop,JunkerLose,JunkerLoseloop,JunkerIdle,JunkerWin,JunkerWinloop,JunkerWin,JunkerIdle,JunkerProfile,,,,JessieIdle,JessieIdle,JessieWin,JessieWinLoop,JessieLose,JessieLoseLoop,JessieIdle,JessieWin,JessieWinLoop,JessieIdle,JessieStill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TurretRedDragon,MechanicTurret,turret_jessie_red_dragon_geo.scw,portrait_cam.scw,Turret,Turret,Turret,Turret,TurretAttack,,Turret,,Turret,TurretIdle,TurretSpawn,TurretIdle,,TurretIdle,Turret,TurretSpawn,TurretIdle,,TurretIdle,Turret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DrillerConstructor,Driller,jacky_constructor_geo.scw,jacky_portrait.scw,JackyIdle,JackyWalk,JackyAttack,JackySuper,JackyRecoil,,JackySuperRecoil,,JackyIdle,JackyIdle,JackyHappy,JackyHappyLoop,JackyLose,JackyLoseloop,JackyIdle,JackyHappy,JackyHappyLoop,JackyHappy,JackyIdle,JackyPortrait,,,,JackyStill,JackyStill,JackyWin,JackyWinLoop,JackyLose,JackyLoseLoop,JackyWinLoop,JackyWin,JackyWinLoop,JackyWinLoop,JackyStill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WallyHawaii,Wally,sprout_hawaii_geo.scw,sprout_hawaii_cam.scw,SproutHawaiiIdle,SproutHawaiiWalk,SproutHawaiiPrimary,SproutHawaiiPrimary,SproutHawaiiRecoil,,SproutHawaiiRecoil,,SproutHawaiiReload,SproutHawaiiPushback,SproutHawaiiWin,SproutHawaiiWinloop,SproutLose,SproutLoseloop,SproutHawaiiIdle,SproutHawaiiWin,SproutHawaiiWinloop,SproutHawaiiWin,SproutHawaiiIdle,SproutHawaiiProfile,,,,,,,,,,,,,,,,,,,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BullDudeBarbking,BullDude,bull_barbking_geo.scw,bull_barbking_cam.scw,BullBarbkingIdle,BullBarbkingWalk,BullBarbkingPrimary,BullBarbkingSecondary,BullBarbkingRecoil,,BullBarbkingRecoil,,BullBarbkingReload,BullBarbkingPushback,BullBarbkingWin,BullBarbkingWinloop,BullBarbkingLose,BullBarbkingLoseloop,BullBarbkingIdle,BullBarbkingWin,BullBarbkingWinloop,BullBarbkingWin,BullBarbkingIdle,BullBarbkingProfile,,,,Bull002Still,Bull002Still,Bull002Win,Bull002WinLoop,Bull002Lose,Bull002LoseLoop,Bull002WinLoop,Bull002Win,Bull002WinLoop,Bull002Win,Bull002Still,,,,,,true,,Bull002Projectile,,bull_002_atk,,,bull_002_atk_use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinigunDudeSummer,MinigunDude,pam_summer_geo.scw,pam_base_cam.scw,PamIdle,PamWalk,PamAttack,PamSecondary,PamRecoil,,PamSecondaryRecoil,,PamReload,PamPushback,PamWin,PamWinloop,PamLose,PamLoseloop,PamIdle,PamWin,PamWinloop,PamWin,PamIdle,PamPortrait,,,,,,,,,,,,,,,,,,,,true,true,Pam002Projectile,Pam002UltiProjectile,pam_002_atk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlowerTrader,Blower,gale_trader_geo.scw,gale_trader_cam.scw,GaleTraderIdle,GaleTraderWalk,GaleTraderPrimary,GaleTraderPrimary,GaleTraderRecoil,,GaleTraderRecoil,,GaleTraderIdle,GaleTraderPushback,GaleTraderWin,GaleTraderWinloop,GaleTraderLose,GaleTraderLoseloop,GaleTraderIdle,GaleTraderWin,GaleTraderWinloop,GaleTraderWin,GaleTraderIdle,GaleTraderProfile,,,,,,,,,,,,,,,,,,,,true,true,Gale002Projectile,Gale002UltiProjectile,gale_002_atk,gale_002_ulti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ControllerDefaultAddon,,peep_geo.scw,,PeepIdle,,,,,,,,,,PeepIdle,PeepIdle,PeepIdle,PeepIdle,PeepIdle,PeepIdle,PeepIdle,PeepIdle,PeepIdle,PeepPortrait,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HealingStationSummer,HealingStation,pam_summer_turret_geo.scw,portrait_cam.scw,PamTurretIdle,PamTurretIdle,PamTurretIdle,PamTurretIdle,PamTurretIdle,,PamTurretIdle,,PamTurretIdle,PamTurretIdle,PamTurretSpawn,PamTurretIdle,,PamTurretIdle,PamTurretIdle,,PamTurretIdle,,PamTurretIdle,PamTurretIdle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LuchadorGold,Luchador,primo_geo.scw:torsoGeo+braceletGeo+legsGeo+beltGeo,primo_portrait.scw,LouchadorIdle,LouchadorWalk,LouchadorPrimary,LouchadorSecondary,LouchadorRecoil,LouchadorRecoil2,LouchadorRecoil,,,LouchadorPushback,LouchadorWin,LouchadorWinloop,LouchadorLose,LouchadorLoseloop,LouchadorIdle,LouchadorWin,LouchadorWinloop,LouchadorWin,LouchadorIdle,LouchadorProfile,,,,,,,,,,,,,,,gen_gold_lobby_aura,gen_gold_lobby_aura,,,,,,,,gen_gold_atk_multiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PowerLevelerDefault,PowerLeveler,surge_geo.glb,surge_portrait.scw,SurgeIdle,SurgeWalk,,SurgeSecondary,SurgeAttackRecoil,,,,SurgeReload,SurgePushback,SurgeWin,SurgeWinloop,SurgeLose,SurgeLoseloop,SurgeIdle,SurgeWin,SurgeWinloop,SurgeWin,SurgeIdle,SurgeProfile,,,,,,,,,,,,,,,,,,,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MummyGold,Mummy,emz_geo.scw,emz_base_cam.scw,EmzIdle,EmzWalk,EmzPrimary,EmzPrimary,EmzRecoil,EmzSecondary,EmzRecoil,EmzSecondaryRecoil,EmzReload,EmzPushback,EmzWin,EmzWinloop,EmzLose,EmzLoseloop,EmzIdle,EmzWin,EmzWinloop,EmzWin,EmzIdle,EmzProfile,,,,,,,,,,,,,,,gen_gold_lobby_aura,gen_gold_lobby_aura,,,,true,,,,emz_def_atk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MummySilver,Mummy,emz_geo.scw,emz_base_cam.scw,EmzIdle,EmzWalk,EmzPrimary,EmzPrimary,EmzRecoil,EmzSecondary,EmzRecoil,EmzSecondaryRecoil,EmzReload,EmzPushback,EmzWin,EmzWinloop,EmzLose,EmzLoseloop,EmzIdle,EmzWin,EmzWinloop,EmzWin,EmzIdle,EmzProfile,,,,,,,,,,,,,,,gen_silver_lobby_aura,gen_silver_lobby_aura,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LuchadorSilver,Luchador,primo_geo.scw:torsoGeo+braceletGeo+legsGeo+beltGeo,primo_portrait.scw,LouchadorIdle,LouchadorWalk,LouchadorPrimary,LouchadorSecondary,LouchadorRecoil,LouchadorRecoil2,LouchadorRecoil,,,LouchadorPushback,LouchadorWin,LouchadorWinloop,LouchadorLose,LouchadorLoseloop,LouchadorIdle,LouchadorWin,LouchadorWinloop,LouchadorWin,LouchadorIdle,LouchadorProfile,,,,,,,,,,,,,,,gen_silver_lobby_aura,gen_silver_lobby_aura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BeeSniperMonster,BeeSniper,bea_bug_geo.glb,bea_portrait.scw,BeaBugIdle,BeaBugWalk,BeaBugAttack,BeaBugAttack,BeaBugRecoil,,BeaBugRecoil,,BeaBugReload,BeaBugPushback,BeaBugWin,BeaBugWinloop,BeaBugLose,BeaBugLoseloop,BeaBugIdle,BeaBugWin,BeaBugWinloop,BeaBugWin,BeaBugIdle,BeaBugPortrait,,,,Bea002Still,Bea002Still,Bea002Win,Bea002WinLoop,Bea002Lose,Bea002LoseLoop,Bea002WinLoop,Bea002Win,Bea002WinLoop,Bea002Win,Bea002Still,,,,,,true,true,Bea002Projectile,Bea002UltiProjectile,,bea_def_ulti,,,,,,,,,Bea_Mon_Kill_VO,Bea_Mon_Lead_VO,Bea_Mon_Start_VO,Bea_Mon_Ulti_VO,Bea_Mon_Start_VO,Bea_Mon_Die_VO,Bea_Mon_Atk_VO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DrillerMonster,Driller,jacky_driller_geo.glb,jacky_portrait.scw,JackyDrillerIdle,JackyDrillerWalk,JackyDrillerAttack,JackyDrillerSuper,JackyDrillerRecoil,,JackyDrillerSuperRecoil,,JackyDrillerIdle,JackyDrillerIdle,JackyDrillerHappy,JackyDrillerHappyLoop,JackyDrillerLose,JackyDrillerLoseloop,JackyDrillerIdle,JackyDrillerHappy,JackyDrillerHappyLoop,JackyDrillerHappy,JackyDrillerIdle,JackyDrillerPortrait,,,,Jacky002WinLoop,Jacky002WinLoop,Jacky002Win,Jacky002WinLoop,Jacky002Lose,Jacky002LoseLoop,Jacky002WinLoop,Jacky002Win,Jacky002WinLoop,Jacky002Win,JackyStill,,,,,,,,,,,,,,,,,,,,Jackie_Drill_Kill_VO,Jackie_Drill_Lead_VO,Jackie_Drill_Start_VO,Jackie_Drill_Ulti_VO,Jackie_Drill_Start_VO,Jackie_Drill_Die_VO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ClusterBombMonster,ClusterBombDude,tick_crab_geo.glb,tick_base_cam.scw,TickMonsterIdle,TickMonsterWalk,TickMonsterPrimary,TickMonsterSecondary,TickMonsterRecoil,,TickMonsterUltRecoil,,TickMonsterIdle,TickMonsterIdle,TickMonsterWin,TickMonsterWinloop,TickMonsterLose,TickMonsterLoseloop,TickMonsterIdle,TickMonsterWin,TickMonsterWinloop,TickMonsterWin,TickMonsterIdle,TickMonsterProfile,,,,,,,,,,,,,,,,,,,,true,true,Tick002Projectile,Tick002UltiProjectile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BossKaijuDefault,RaidBoss_TownCrush,kaiju_boss_geo.glb,portrait_cam.scw,BossKaijuIdle,BossKaijuWalk,BossKaijuSecondary,BossKaijuJump,BossKaijuSecondaryRecoil,,BossKaijuSecondaryRecoil,,,BossKaijuIdle,BossKaijuIdle,BossKaijuIdle,BossKaijuIdle,BossKaijuIdle,BossKaijuIdle,BossKaijuIdle,BossKaijuIdle,BossKaijuIdle,BossKaijuIdle,BossKaijuIdle,BossKaijuPrimary,BossKaijuPrimary,BossKaijuPrimary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BeeSniperMonsterAddonBee,,bee_bug_geo.glb,,BeeSmallIdle,,,,,,,,,,BeeBugSmallIdle,BeeBugSmallIdle,BeeBugSmallIdle,BeeBugSmallIdle,BeeBugSmallIdle,BeeBugSmallIdle,BeeBugSmallIdle,BeeBugSmallIdle,BeeBugSmallIdle,BeeBugSmallIdle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SafeBank,,heist_safe_minicity.scw,portrait_cam.scw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ControllerRetro,Controller,nani_retro_geo.scw,nani_base_cam.scw,NaniIdle,NaniWalk,NaniAttack,NaniSecondary,NaniRecoil,,,,NaniReload,NaniPushback,NaniWin,NaniWinloop,NaniLose,NaniLoseloop,NaniIdle,NaniWin,NaniWinloop,NaniWin,NaniIdle,NaniPortrait,,,,,,,,,,,,,,,,,,,true,true,,,Nani002UltiProjectile,jessie_003_atk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ShotgunGirlGold,ShotgunGirl,shelly_geo.scw,shelly_base_cam.scw,ShellyIdle,ShellyWalk,ShellyPrimary,ShellySecondary,ShellyRecoil,,ShellyRecoil,,ShellyReload,ShellyPushback,ShellyWin,ShellyWinloop,ShellyLose,ShellyLoseloop,ShellyIdle,ShellyWin,ShellyWinloop,ShellyWin,ShellyIdle,ShellyProfile,,,,,,,,,,,,,,,gen_gold_lobby_aura,gen_gold_lobby_aura,,,,true,,,,shelly_def_atk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ShotgunGirlSilver,ShotgunGirl,shelly_geo.scw,shelly_base_cam.scw,ShellyIdle,ShellyWalk,ShellyPrimary,ShellySecondary,ShellyRecoil,,ShellyRecoil,,ShellyReload,ShellyPushback,ShellyWin,ShellyWinloop,ShellyLose,ShellyLoseloop,ShellyIdle,ShellyWin,ShellyWinloop,ShellyWin,ShellyIdle,ShellyProfile,,,,,,,,,,,,,,,gen_silver_lobby_aura,gen_silver_lobby_aura,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SniperGold,Sniper,piper_geo.scw,piper_portrait.scw,SniperIdle,SniperWalk,SniperAttack,SniperSecondary,SniperRecoil,,SniperRecoil,,SniperReload,SniperPushback,SniperWin,SniperWinloop,SniperLose,SniperLoseloop,SniperIdle,SniperWin,SniperWinloop,SniperWin,SniperIdle,SniperProfile,,,,,,,,,,,,,,,gen_gold_lobby_aura,gen_gold_lobby_aura,,,,true,,,,sniper_attack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SniperSilver,Sniper,piper_geo.scw,piper_portrait.scw,SniperIdle,SniperWalk,SniperAttack,SniperSecondary,SniperRecoil,,SniperRecoil,,SniperReload,SniperPushback,SniperWin,SniperWinloop,SniperLose,SniperLoseloop,SniperIdle,SniperWin,SniperWinloop,SniperWin,SniperIdle,SniperProfile,,,,,,,,,,,,,,,gen_silver_lobby_aura,gen_silver_lobby_aura,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
